new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,2,0,1,0,0,1,0,1,66.854
1,2,1,1,0,1,0,1,0,1,128.522
1,3,3,0,1,1,1,1,1,0,164.092
4,2,2,1,1,1,1,0,1,0,30.834
2,2,2,0,0,1,0,0,1,1,58.406
1,2,2,0,0,0,0,0,0,1,123.106
4,3,3,0,1,1,0,0,1,1,39.382
1,1,1,0,1,0,1,0,0,0,84.636
4,1,3,0,0,0,0,0,1,0,25.014
4,1,1,0,1,0,0,0,1,0,23.434
4,3,3,0,1,0,1,1,0,0,52.566
2,1,1,0,1,1,1,1,0,0,49.426
4,2,1,0,0,0,1,1,0,0,38.31
1,2,1,1,1,1,1,0,0,0,122.262
1,3,3,1,1,0,0,1,0,1,171.85
4,2,2,1,1,1,1,1,1,1,31.816
1,2,3,0,1,0,1,1,1,0,124.196
3,3,2,0,1,1,0,0,1,0,51.746
3,2,3,1,1,0,0,1,1,0,39.958
4,1,1,1,0,1,1,1,0,0,23.824
1,2,2,1,0,0,1,1,1,0,118.986
2,2,1,1,0,0,1,0,1,1,59.754
1,1,1,1,1,1,1,0,0,0,79.414
2,1,1,0,1,1,1,0,1,0,45.212
4,1,2,0,1,0,1,1,1,0,25.166
3,2,2,1,1,1,1,1,1,0,43.26
4,2,1,0,1,0,0,1,0,0,36.118
3,1,1,1,0,0,1,1,1,0,32.0
3,2,1,0,0,0,1,1,1,0,46.258
1,1,2,1,1,0,0,1,1,1,86.52
1,2,1,0,1,1,0,1,1,1,118.626
4,3,1,0,1,1,0,0,0,0,45.066
4,3,2,0,0,0,1,0,1,1,43.378
4,2,1,1,0,1,0,0,0,1,31.624
2,2,1,1,0,0,0,1,1,0,59.45
4,3,2,1,0,0,1,0,0,0,47.678
4,2,1,0,0,1,1,1,0,1,38.462
1,2,2,0,1,0,0,0,1,0,109.124
4,3,3,0,1,1,1,1,1,1,44.618
3,3,1,1,1,1,0,0,1,0,49.008
4,2,1,1,1,1,1,1,1,0,31.514
4,1,3,0,0,0,1,1,0,1,25.474
4,2,3,0,1,1,0,0,0,0,34.49
3,3,1,0,0,0,0,0,1,1,51.166
2,1,3,1,0,1,0,1,0,0,46.748
2,2,3,0,1,1,0,0,1,1,58.384
3,3,1,0,1,1,0,1,0,1,67.156
3,1,1,0,1,1,0,1,1,0,33.332
3,1,3,0,0,0,1,0,1,1,32.84
4,2,3,1,1,0,1,0,1,1,31.034
2,2,2,1,1,0,1,1,0,0,70.29
3,3,3,1,0,1,1,0,0,0,67.826
1,3,2,0,0,0,1,1,0,0,193.952
2,1,2,0,1,1,0,1,1,1,49.102
1,1,2,0,0,0,1,0,0,1,87.306
4,2,3,1,0,1,0,1,1,1,30.562
3,2,3,1,0,0,0,1,1,1,40.488
3,1,3,1,1,0,1,0,1,1,29.966
3,1,1,1,1,0,0,1,1,0,30.956
1,2,2,0,1,1,0,0,1,1,108.982
1,2,2,1,1,1,1,1,0,1,133.016
2,2,3,1,1,0,1,1,0,0,70.222
4,1,1,1,1,1,1,0,1,1,21.906
3,1,3,0,0,0,0,0,1,0,32.4
3,3,3,1,0,1,1,1,0,1,71.806
1,1,3,1,1,0,0,1,1,0,85.976
4,1,1,0,1,1,1,0,0,0,23.232
3,1,2,0,0,1,0,1,0,0,33.812
2,2,3,0,0,1,1,1,1,0,66.096
1,3,1,1,1,1,0,1,0,1,172.548
3,3,1,1,0,1,1,1,0,1,71.736
2,1,2,1,0,0,1,0,1,0,44.11
2,1,2,0,0,1,1,1,0,1,50.35
3,2,3,0,0,1,1,1,0,1,54.236
4,2,1,1,0,1,0,0,1,1,28.39
1,1,3,0,1,1,1,0,1,0,85.998
2,2,1,0,0,0,0,1,0,1,71.456
3,3,2,0,0,1,1,0,1,1,59.064
2,1,2,0,0,1,0,0,1,1,46.054
3,2,3,1,1,1,1,0,0,0,47.534
2,1,3,0,1,0,1,1,1,1,49.914
2,1,3,1,1,0,0,1,1,1,45.76
2,1,2,1,1,0,0,0,0,0,42.506
3,3,3,1,1,1,1,1,1,1,58.82
4,2,1,1,0,0,1,1,0,0,35.894
2,3,2,0,1,1,0,1,1,1,80.196
2,1,2,0,1,1,0,0,1,0,45.218
1,2,3,0,1,0,1,0,1,0,117.004
4,1,1,0,0,0,0,1,1,1,25.326
3,3,2,0,0,0,0,0,1,1,51.676
4,1,2,0,1,1,0,0,1,0,23.964
3,2,2,1,0,1,0,0,0,0,43.802
1,3,3,1,1,1,1,1,0,1,184.508
4,1,1,0,1,1,0,0,1,0,23.248
4,2,2,0,0,1,0,1,0,1,36.556
3,2,2,1,1,1,0,1,1,0,40.376
4,1,2,1,0,1,1,1,1,0,24.108
4,3,1,1,0,0,1,1,1,0,42.884
2,3,2,1,1,0,0,0,0,1,82.968
3,3,1,0,0,0,0,1,0,0,67.154
