fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,1,0,256,32,1024,127038.8
1,0,1,1,1,64,2,4096,139900.6
1,1,1,0,1,256,32,256,129297.0
1,1,0,1,1,256,2,1024,130103.4
1,1,1,0,1,128,8,4096,130528.6
1,0,1,0,1,128,2,256,136870.8
0,1,0,0,1,64,2,1024,46267.8
1,1,1,0,1,128,2,1024,134561.0
0,1,0,0,0,256,8,4096,46102.0
1,0,0,1,0,256,2,256,131727.4
1,0,1,1,1,64,2,256,135234.0
1,1,0,1,1,256,8,1024,122151.8
1,0,1,1,1,256,8,1024,134859.0
1,0,0,1,0,256,8,1024,132022.4
1,0,0,1,1,64,32,1024,131342.8
1,1,0,1,0,256,32,4096,128968.4
1,1,0,1,0,128,32,256,132344.8
1,0,1,0,0,256,32,1024,134646.2
1,1,0,0,1,64,32,4096,134364.4
1,0,1,1,1,64,32,256,139137.0
1,0,0,1,1,64,2,4096,133870.0
0,1,1,0,1,128,2,4096,46615.0
0,1,0,1,0,128,2,4096,46394.4
0,1,1,1,1,256,32,1024,46796.2
1,1,1,1,0,128,8,1024,129666.0
1,1,0,0,1,128,8,1024,133644.4
0,0,1,0,1,256,8,4096,46508.6
1,1,0,0,0,128,2,4096,133164.4
0,1,1,1,0,256,8,1024,46824.8
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,1,256,32,256,46163.4
0,0,0,1,0,128,8,1024,46551.6
0,0,1,0,1,128,32,256,46260.2
1,1,1,1,0,128,32,4096,127500.8
1,1,0,1,1,64,8,256,132419.2
1,0,0,1,1,128,8,256,132351.4
1,1,0,1,0,128,8,4096,132048.8
0,0,0,1,0,256,8,4096,46597.8
1,0,0,0,0,128,8,1024,130750.8
0,0,1,1,0,64,2,256,46508.8
0,1,1,1,1,256,32,256,46982.0
1,1,0,1,0,64,2,4096,131709.2
0,1,1,0,0,256,2,256,46407.8
0,1,1,1,1,64,2,256,46733.2
1,0,1,0,1,256,8,1024,134254.2
0,1,1,0,1,64,32,256,46325.8
0,1,1,1,0,128,8,256,46558.0
1,1,1,1,1,64,32,1024,130551.4
1,0,0,0,0,256,2,256,135069.0
1,1,1,1,1,64,8,1024,131358.0
1,0,1,0,1,256,8,1024,134254.2
1,1,0,1,1,64,2,256,134107.4
1,1,1,0,0,256,8,1024,133985.0
1,0,0,1,1,64,8,256,136979.0
0,0,1,0,0,64,8,1024,46291.6
0,0,1,0,1,128,2,1024,46229.8
0,0,1,0,0,256,32,1024,46212.8
1,1,1,1,0,128,8,256,130678.4
1,0,1,1,0,256,32,256,140016.8
1,1,0,0,0,64,32,256,132467.8
0,1,1,1,0,256,32,256,46431.0
0,0,0,0,1,256,32,256,46294.8
0,0,0,1,1,64,2,1024,46426.0
0,1,0,1,1,256,32,4096,47368.0
0,1,1,0,0,256,8,4096,46382.8
0,0,0,1,1,128,2,1024,46407.8
0,1,1,0,1,128,2,256,46285.6
0,0,1,1,1,128,2,1024,46692.6
1,0,1,0,1,128,32,256,134666.4
0,0,1,0,0,128,2,4096,46307.2
0,0,0,1,0,256,32,1024,46419.0
1,1,0,0,0,128,32,4096,134334.8
0,0,1,0,0,256,32,4096,46148.2
1,0,0,1,1,128,2,4096,134644.0
0,1,1,1,1,256,8,256,46778.4
1,1,1,1,1,256,32,256,130466.0
1,1,1,0,1,64,2,1024,132269.2
0,0,1,0,0,64,32,1024,46389.6
0,0,1,0,1,128,2,4096,46359.4
1,1,0,0,1,128,8,1024,133644.4
0,1,1,0,1,128,32,256,46129.8
1,0,0,1,1,128,8,1024,135632.6
1,0,1,1,1,256,2,256,136546.2
0,1,1,0,1,64,32,256,46325.8
0,1,0,0,0,128,32,256,46158.4
0,1,1,1,1,128,32,256,46742.0
0,1,0,1,1,256,2,1024,46417.0
1,1,0,0,1,128,8,4096,133286.0
1,1,0,0,1,64,8,1024,134931.8
0,0,0,1,1,64,2,256,46471.2
1,0,0,1,0,128,32,1024,130621.6
0,0,0,0,0,128,8,256,46204.0
1,0,0,1,1,64,32,4096,134370.8
1,1,1,1,0,128,2,1024,128922.6
0,1,1,0,0,64,2,4096,46357.8
0,0,1,0,1,64,32,1024,46132.6
1,0,0,0,1,128,2,4096,132203.6
0,0,0,0,0,128,32,1024,46582.2
1,1,1,1,1,64,32,1024,130551.4
0,1,0,1,1,64,2,1024,46520.6
