new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,1,1,0,1,0,1,0,1,1,45.322
1,3,1,0,1,0,1,1,1,0,164.136
2,2,3,0,1,1,1,0,1,1,62.69
4,1,3,0,1,0,0,0,0,0,24.77
1,3,3,0,1,0,0,1,0,1,180.666
4,3,3,1,1,0,1,0,1,0,42.102
1,1,3,1,0,0,0,0,0,0,81.656
1,2,3,1,1,0,1,1,0,0,131.904
4,1,2,0,1,0,1,0,1,1,24.478
3,2,3,1,1,0,1,0,0,0,47.506
3,3,1,0,0,0,1,1,1,0,61.784
4,2,2,1,1,1,0,0,0,0,32.114
3,2,2,1,1,0,0,1,1,0,40.398
2,3,2,1,0,0,0,1,1,0,77.522
1,2,1,0,0,1,0,1,1,0,118.988
3,2,1,1,0,1,0,1,1,1,40.706
1,2,2,1,1,1,0,0,1,0,103.938
4,1,1,1,0,0,1,0,0,1,22.646
3,3,3,0,0,1,0,1,1,1,54.844
1,1,3,1,1,1,1,1,0,0,86.802
4,2,3,1,0,1,0,0,0,0,33.514
2,1,2,1,1,1,1,0,1,0,42.69
1,2,1,0,0,1,1,0,0,1,131.388
4,1,3,1,1,1,1,1,1,0,23.302
2,3,2,1,1,1,1,0,0,0,92.288
4,3,3,0,1,1,0,1,1,1,40.67
1,2,1,0,1,0,1,1,1,0,124.142
1,2,3,1,0,0,1,1,0,1,134.634
4,3,2,1,0,0,1,1,0,0,50.338
3,3,1,0,1,1,0,1,0,0,66.914
3,1,2,0,0,1,1,1,0,1,34.214
1,2,2,0,1,1,0,1,0,0,133.858
4,3,1,1,0,1,1,0,1,0,41.228
2,2,1,1,1,1,0,0,1,0,54.626
2,2,1,1,1,1,1,1,0,0,70.38
2,2,1,1,0,0,1,1,1,1,63.256
3,2,2,0,0,1,0,1,0,0,50.242
3,2,1,0,0,1,0,1,0,0,49.962
1,1,1,0,1,1,0,0,1,0,83.91
2,1,1,0,0,1,0,0,0,1,45.564
1,1,1,1,1,1,1,0,0,1,79.3
4,3,3,0,0,0,0,0,0,1,46.244
3,2,2,0,0,1,0,0,0,1,46.238
4,3,3,1,1,1,1,0,0,1,47.72
3,3,1,1,0,0,1,0,1,1,56.88
2,1,2,1,0,0,0,0,0,0,43.466
2,2,2,1,1,1,1,0,0,1,65.806
2,1,1,1,1,0,0,0,1,1,41.722
2,2,1,0,0,1,0,0,1,0,58.066
1,2,3,0,1,0,1,0,1,1,117.2
3,2,2,1,0,1,0,1,1,1,40.562
2,2,2,1,1,0,1,1,1,0,62.406
1,2,2,1,1,0,1,1,0,1,132.624
3,1,3,0,1,0,1,0,1,0,32.214
2,2,1,0,0,0,0,0,1,1,57.844
1,3,3,0,1,0,1,0,1,0,156.184
2,3,2,0,1,1,0,0,0,1,87.13
4,2,1,0,0,1,0,0,1,0,29.858
4,1,2,0,0,1,0,0,0,1,24.056
1,2,1,0,1,0,1,1,1,1,124.938
1,1,3,0,0,1,1,0,0,1,87.81
3,3,3,0,1,1,0,1,1,1,54.534
2,1,2,0,1,0,1,0,0,1,45.876
4,3,3,0,1,0,1,0,0,1,49.86
3,1,2,1,1,0,1,0,1,1,29.488
4,1,3,1,1,1,1,1,0,1,23.374
1,2,2,1,0,1,1,0,1,1,112.362
3,2,1,0,0,1,1,1,0,1,53.998
1,1,2,1,1,1,1,0,1,1,80.102
3,2,1,0,1,1,1,1,1,0,45.818
2,3,3,1,1,0,0,0,0,1,83.124
2,1,2,1,1,1,1,1,0,0,45.93
3,3,1,0,0,0,0,1,1,1,54.76
2,3,1,0,1,1,0,0,1,1,74.37
2,2,2,1,1,0,0,0,0,0,61.266
4,1,3,1,0,0,0,0,1,1,23.66
1,3,2,1,1,1,1,0,0,1,171.428
3,3,1,1,1,1,0,1,1,1,52.294
3,2,2,1,1,0,1,0,0,0,46.994
2,3,1,1,0,0,0,0,1,0,72.72
2,3,2,0,0,1,1,1,1,0,87.904
4,3,3,0,0,0,0,0,1,0,39.87
2,2,2,1,0,1,0,0,0,0,62.452
3,2,1,0,1,1,1,0,0,1,49.204
3,3,3,0,0,1,0,1,0,0,67.748
4,2,1,1,1,0,1,1,0,1,35.806
1,2,3,1,0,1,1,1,1,0,118.872
3,2,3,1,0,1,1,1,0,1,51.372
1,3,2,1,1,0,1,0,1,1,150.11
3,2,1,0,0,1,0,0,0,1,45.892
3,1,1,0,1,1,1,1,1,1,33.55
3,2,3,1,0,0,1,0,0,1,47.946
3,1,2,0,1,1,0,1,0,1,33.5
2,1,2,0,1,0,1,1,1,0,49.338
2,2,2,0,1,1,1,1,0,1,74.972
1,1,1,1,0,0,1,1,0,1,89.432
4,2,3,0,1,0,1,1,0,1,38.194
2,3,2,1,1,1,0,0,1,0,72.158
4,2,1,0,0,0,0,1,1,0,31.816
1,1,1,1,1,0,0,1,0,0,85.976
