topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000984553539695
4,1,4,10,10,0,1000,1000,1024,100,2,0,2.0
2,1,2,1000000,1,1,1,1000,512,10000,2,29,0.00130048219974
2,1,2,10,10,0,1,1000,1024,10000,2,29,0.149770611281
4,10,2,1000000,10,1,1,1000,512,10000,5,0,0.000314566898575
4,1,4,1000000,1,1,1000,1000,512,100,2,29,2.0
4,1,2,10,1,1,1,10,512,100,2,0,0.0144823331876
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,2.0
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,2.0
4,10,4,10,10,1,1,1000,512,10000,5,29,0.0782849431396
2,10,4,10,10,1,1,1000,1024,100,2,29,2.0
2,10,2,10,1,1,1,10,1024,100,2,29,0.0147424296276
2,1,4,10,10,0,1,1000,1024,100,2,29,2.0
4,10,2,1000000,1,0,1000,10,1024,10000,2,0,2.0
2,10,2,10,1,1,1000,10,1024,100,5,0,0.268175770723
2,10,4,10,1,0,1000,1000,512,10000,5,0,0.297028772658
4,1,2,10,1,0,1000,1000,512,10000,2,0,0.475834861911
4,10,4,10,1,0,1,1000,512,100,5,0,2.0
2,1,4,10,1,0,1,10,512,10000,5,0,2.0
4,1,2,1000000,1,1,1000,1000,512,100,5,29,2.0
4,1,4,10,1,0,1000,10,1024,10000,5,0,2.0
4,10,4,10,1,1,1000,1000,512,10000,5,29,0.210942298081
2,1,2,1000000,1,1,1000,10,512,100,2,0,2.0
4,1,4,1000000,10,1,1,10,512,10000,5,0,2.0
4,10,4,10,10,0,1,1000,512,100,5,0,2.0
2,1,4,1000000,1,0,1,10,1024,10000,5,29,2.0
2,10,2,1000000,10,1,1,10,1024,10000,5,0,2.0
4,10,4,1000000,1,0,1000,10,512,10000,2,29,2.0
4,10,2,10,1,1,1,1000,1024,100,2,29,2.0
2,1,4,10,10,1,1,10,1024,10000,2,29,2.0
4,1,4,10,10,1,1,1000,1024,100,5,29,2.0
4,1,4,10,10,0,1,10,512,10000,5,29,2.0
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00249610876661
4,10,2,10,10,1,1,1000,512,10000,5,29,0.0816416851526
2,10,2,1000000,10,1,1,10,1024,100,5,29,2.0
4,1,2,1000000,1,0,1000,10,1024,100,2,0,6.53645503532e-05
4,10,4,10,1,1,1,1000,1024,100,2,29,2.0
4,10,4,10,10,0,1,10,512,10000,5,29,2.0
2,1,2,10,1,1,1,1000,1024,100,5,0,2.0
2,10,2,1000000,1,1,1000,1000,1024,100,2,29,2.0
4,10,4,10,10,1,1,1000,1024,10000,5,29,0.0787465802765
2,1,4,1000000,10,0,1,10,1024,100,5,0,2.0
4,10,4,1000000,10,1,1000,10,1024,100,2,29,2.0
2,10,4,1000000,10,1,1,10,512,100,2,29,2.0
4,1,4,10,10,0,1000,10,1024,10000,5,0,2.0
4,1,4,10,1,1,1,10,512,100,2,0,0.0148500087834
2,1,4,10,10,1,1,10,512,10000,5,29,2.0
4,1,2,1000000,1,0,1,10,1024,10000,2,29,2.0
2,1,4,1000000,1,0,1000,1000,512,100,5,0,2.0
4,1,2,10,10,0,1000,10,1024,10000,2,0,2.0
4,10,4,10,10,1,1,1000,512,100,5,0,2.0
2,1,2,1000000,10,1,1,1000,512,10000,2,0,2.0
2,10,2,1000000,1,0,1000,10,512,10000,2,0,2.0
2,1,2,10,10,0,1,10,1024,100,5,29,0.142305434926
2,1,2,10,10,1,1000,10,512,100,5,29,0.333447721296
2,10,2,10,10,1,1,10,512,100,5,29,0.133558841032
4,10,4,10,1,0,1,1000,1024,100,5,29,2.0
2,10,4,1000000,1,1,1000,10,512,100,2,29,6.40027888875e-05
4,10,4,1000000,10,0,1000,1000,512,10000,5,0,1.36176146569e-05
4,1,4,1000000,10,1,1000,10,512,100,5,0,2.0
2,1,2,1000000,10,1,1000,10,512,10000,2,0,2.0
4,1,2,10,1,1,1000,1000,512,100,5,0,2.0
2,1,4,10,1,1,1000,1000,512,100,2,29,2.0
2,1,2,10,10,1,1000,1000,512,10000,5,29,0.320426558162
2,10,4,1000000,10,1,1,1000,1024,100,2,29,2.0
4,1,2,1000000,1,0,1000,10,1024,100,2,0,6.53645503532e-05
4,1,4,1000000,10,1,1,1000,1024,100,2,0,2.0
2,10,2,10,1,0,1000,10,1024,10000,5,0,2.0
4,10,4,10,1,1,1,1000,512,100,5,0,2.0
4,1,2,10,1,0,1000,1000,1024,10000,2,0,0.465313892827
2,10,2,1000000,1,0,1,1000,512,100,2,29,2.0
4,10,4,10,1,0,1,1000,1024,10000,5,0,0.0146076152425
2,1,2,1000000,1,1,1,10,1024,100,5,29,0.00075850113639
4,10,2,1000000,1,0,1,10,1024,10000,5,0,2.0
2,1,4,1000000,1,1,1000,10,512,100,2,29,7.62586420787e-05
2,10,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,1,4,1000000,10,1,1,1000,512,10000,5,0,4.35763669021e-05
4,1,2,1000000,1,0,1,1000,1024,100,5,29,2.0
2,1,4,1000000,10,1,1000,1000,512,100,2,29,2.0
2,1,2,10,1,1,1000,10,512,10000,5,0,2.0
2,10,2,10,1,0,1000,10,1024,100,5,0,0.267729112962
4,10,4,10,10,0,1,1000,1024,10000,5,0,0.078549124864
4,1,4,10,10,0,1000,1000,512,100,5,29,2.0
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
2,10,4,1000000,1,1,1,1000,1024,100,5,29,2.0
4,10,4,10,1,1,1,10,512,10000,5,29,2.0
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,8.17056879415e-06
4,10,4,10,10,1,1,10,1024,100,2,0,0.143780222594
4,1,2,10,1,0,1,10,1024,10000,5,29,2.0
2,10,4,10,10,1,1000,1000,512,10000,2,29,0.736812361526
2,1,4,1000000,1,0,1,1000,512,100,2,0,2.0
4,1,2,1000000,10,0,1,10,1024,100,5,0,2.72352293138e-06
2,1,2,1000000,10,0,1,1000,512,10000,5,29,2.0
4,1,4,10,10,0,1,1000,1024,100,5,0,2.0
4,10,4,1000000,10,1,1,10,1024,10000,2,0,2.0
4,10,4,1000000,10,1,1,1000,512,10000,5,29,0.000324099228834
2,1,2,1000000,1,0,1,10,1024,100,2,0,0.00130048219974
4,1,2,1000000,1,1,1,1000,1024,100,5,0,2.0
2,1,2,1000000,10,0,1000,10,1024,100,5,0,2.0
2,1,4,10,1,1,1000,1000,512,10000,2,29,0.964704504571
