fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,128,8,256,46558.0
1,0,0,1,1,64,2,256,131695.0
1,1,1,1,1,256,2,1024,129201.2
0,1,0,0,1,256,8,4096,46133.4
0,0,0,0,0,256,8,4096,46426.6
1,0,0,0,1,256,2,1024,130366.8
0,0,0,1,1,64,32,1024,46600.2
0,1,0,1,0,128,8,4096,46586.4
0,0,1,0,0,256,2,1024,46432.2
1,0,0,1,1,256,2,256,131810.4
0,1,0,0,0,64,8,1024,46294.0
0,0,0,0,1,64,32,4096,46073.6
0,1,0,0,1,256,8,256,46192.0
0,1,0,1,0,64,32,1024,47346.8
0,1,0,0,1,128,8,256,46673.2
0,1,0,1,1,64,32,4096,46490.6
0,0,1,1,1,64,2,4096,46572.8
0,0,1,1,1,64,32,4096,46738.6
1,0,1,0,0,256,2,4096,134997.4
1,0,0,1,0,256,2,4096,133050.0
1,1,0,0,1,256,32,4096,134608.6
0,1,1,0,1,256,2,4096,46381.4
1,1,1,0,1,128,2,4096,134358.4
0,1,1,0,1,64,32,1024,46469.6
0,1,1,0,1,256,32,256,46169.8
0,1,0,0,0,256,8,256,46335.6
0,1,1,1,1,256,2,4096,46885.8
0,0,0,0,1,128,32,256,46035.0
1,1,0,1,1,64,2,4096,134920.4
1,1,0,0,1,64,32,1024,132368.4
0,1,1,0,0,64,8,256,45922.8
1,1,1,1,0,128,32,4096,127500.8
0,1,0,0,1,128,2,1024,46099.4
1,1,0,0,0,64,8,256,134334.0
1,0,1,1,1,64,8,1024,142008.0
1,0,0,0,0,128,8,4096,135612.4
1,0,1,0,1,128,2,4096,139647.8
1,0,0,1,0,64,2,1024,130483.0
1,0,1,1,1,128,2,256,141082.4
1,0,1,0,1,256,8,256,134102.0
1,1,0,0,1,128,8,1024,133644.4
1,1,0,0,1,128,2,256,136842.2
1,1,1,0,1,128,32,256,128130.2
1,0,0,1,1,64,2,4096,133870.0
1,1,1,1,1,256,8,4096,134411.4
0,0,1,0,1,256,8,4096,46508.6
0,0,0,0,1,128,8,256,46184.2
0,1,1,1,1,128,2,4096,47014.0
1,1,0,0,0,256,2,4096,133927.6
0,0,0,1,0,256,2,256,46452.6
0,0,0,1,0,64,8,256,46269.0
0,1,0,1,1,256,2,4096,46615.0
0,0,0,0,0,64,32,256,46471.2
0,1,0,1,1,256,32,4096,47368.0
0,1,1,1,1,64,2,4096,46733.4
1,0,0,0,1,128,32,4096,132338.6
1,0,0,0,1,128,8,256,133596.6
1,1,0,0,1,64,32,4096,134364.4
1,0,1,0,0,256,32,4096,138631.4
1,0,1,1,0,256,8,4096,135527.8
0,0,0,0,1,64,2,1024,46267.8
0,0,0,1,1,128,32,4096,46343.6
0,1,0,0,0,128,32,256,46158.4
0,0,1,0,0,64,8,256,46528.8
1,0,0,1,0,256,32,4096,133534.2
0,0,0,0,1,64,2,1024,46267.8
1,1,0,1,1,64,2,4096,134920.4
0,0,1,1,0,64,2,4096,46806.8
1,1,0,1,0,64,32,256,133072.4
1,0,1,1,0,256,8,4096,135527.8
0,0,0,0,1,256,2,1024,46354.2
0,0,0,0,1,64,2,1024,46267.8
1,0,0,0,1,256,8,256,136333.8
0,1,1,0,0,128,8,4096,46157.6
1,0,1,1,0,256,2,256,140950.6
0,1,0,0,0,256,2,1024,46248.8
0,1,0,0,1,128,2,1024,46099.4
1,1,1,1,0,128,8,256,130678.4
0,0,1,0,0,256,2,256,46199.6
0,0,0,1,1,128,32,4096,46343.6
1,1,1,1,0,256,8,4096,129630.8
0,1,1,0,0,256,2,256,46407.8
0,0,1,1,0,64,32,4096,46914.0
0,1,1,1,0,128,32,1024,46795.6
1,1,0,0,0,128,32,1024,133666.2
0,0,1,0,0,128,8,4096,46163.2
1,0,1,1,1,128,2,1024,137186.6
1,1,0,1,1,128,32,256,130087.4
1,0,1,1,1,128,2,256,141082.4
1,0,1,1,0,128,2,256,138332.6
1,0,1,0,1,128,2,4096,139647.8
0,1,0,0,0,256,32,1024,46094.8
1,1,1,1,0,256,8,1024,129117.4
0,1,0,0,0,256,8,4096,46102.0
0,0,1,1,0,256,32,4096,47278.0
1,1,0,0,1,64,32,1024,132368.4
0,0,1,1,1,128,32,1024,46659.6
0,1,0,1,0,256,32,256,46333.0
0,1,0,1,0,128,2,4096,46394.4
0,0,0,0,0,64,2,1024,47571.0
