ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,63707.2
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,83959.8
0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,83150.4
0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,69790.4
1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,93410.2
0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,75054.6
0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,78468.0
1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,97958.4
0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,67967.6
1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,74033.4
0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,83678.2
1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,86022.6
0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,77615.6
1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,87300.4
0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,74728.8
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,60751.0
0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,97410.4
0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,71917.8
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,69970.2
0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,62124.6
0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,85218.6
1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,90855.6
0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,87451.2
1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,75715.8
1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,69217.2
1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,95966.2
1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,84803.2
1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,87458.8
0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,89428.8
0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,92482.0
0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,75418.0
1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,85526.4
1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,69031.6
0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,71712.6
0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,60020.2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,71669.0
1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,80826.6
1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,98704.2
1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,79517.8
0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,80077.2
1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,63682.0
0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,66119.8
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,91486.2
0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,81163.2
0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,65121.8
1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,87352.0
1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,70048.2
1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,92020.8
1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,83938.6
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,76470.8
0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,86630.4
0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,81691.6
0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,73553.0
0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,75855.8
0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,86496.8
0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,70530.4
0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,66850.2
0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,66119.6
0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,93582.6
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,75263.0
1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,66507.8
1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,92751.4
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,79758.4
0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,79264.2
0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,85998.8
1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,79298.6
0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,82190.0
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,66385.2
0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,76250.6
1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,75705.0
1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,88266.4
1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,83917.4
1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,87459.8
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,61492.6
0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,91596.2
1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,86870.4
0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,77102.6
0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,87781.0
1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,85424.8
0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,67735.6
0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,80290.8
1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,88215.8
1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,84723.2
0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,76472.2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,80448.4
1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,69063.0
0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,91393.2
1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,69056.4
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,91128.6
1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,86093.2
1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,95785.4
1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,88273.0
0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,82666.2
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,74321.6
0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,64286.0
1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,89848.4
0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,73272.2
0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,76109.6
1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,81394.2
1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,80939.2
