topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,1000000,10,0,1,1000,1024,10000,5,29,2.0
2,1,2,10,1,0,1,10,512,10000,5,29,2.0
4,1,4,1000000,1,0,1,10,1024,100,5,29,0.000802077503292
4,10,2,10,10,0,1000,10,512,100,2,0,0.516144363057
2,1,4,1000000,10,1,1,10,1024,100,2,0,2.0
2,10,2,1000000,10,1,1000,1000,512,100,2,0,2.0
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,2.0
2,1,2,10,1,1,1000,10,512,10000,2,0,2.0
4,1,2,1000000,1,0,1000,10,1024,100,2,29,2.0
4,10,2,10,1,1,1,10,1024,10000,5,0,2.0
2,1,4,1000000,10,1,1000,10,512,10000,2,29,2.0
2,10,2,10,1,0,1,10,1024,10000,2,0,2.0
2,10,2,10,10,0,1000,10,512,10000,2,29,2.0
4,1,2,1000000,10,1,1,10,512,100,2,0,0.00619329114596
2,10,4,1000000,1,0,1000,10,512,10000,2,0,2.0
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.00276301401389
4,10,2,10,10,1,1,10,512,100,5,29,0.0815599794646
4,1,2,10,1,0,1000,10,512,100,5,0,0.231592048947
2,10,4,1000000,10,1,1,10,1024,100,2,0,2.0
2,10,4,10,10,1,1,10,512,100,5,29,0.13338998261
4,1,4,10,1,0,1000,10,1024,100,5,0,0.243103018617
2,1,4,10,1,0,1,10,512,100,5,29,0.014983461407
4,10,2,10,1,1,1000,1000,512,100,5,29,2.0
4,10,4,10,1,0,1,1000,1024,10000,2,29,0.0148745204897
2,10,2,10,1,0,1,1000,512,100,5,29,2.0
4,1,2,10,1,1,1000,10,1024,10000,5,29,2.0
4,1,4,1000000,10,1,1,1000,512,100,2,0,2.0
2,10,4,10,1,0,1,10,512,100,5,29,0.0150855935169
2,10,4,1000000,1,0,1000,10,1024,100,2,0,2.0
4,1,2,10,1,0,1000,10,512,10000,5,29,2.0
2,1,4,1000000,10,1,1,1000,1024,10000,2,29,2.0
2,1,2,10,10,1,1000,10,512,10000,2,0,2.0
2,10,4,10,1,1,1,10,1024,10000,2,0,2.0
2,1,2,1000000,1,1,1000,10,512,100,5,0,2.0
2,10,4,1000000,10,1,1,1000,512,100,2,29,2.0
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,2.0
2,10,2,10,10,0,1,1000,512,10000,5,0,0.136152996624
2,1,2,1000000,1,1,1000,10,1024,100,2,0,5.3108697162e-05
2,1,2,10,1,1,1,10,1024,100,5,0,0.0150283995354
4,10,4,10,1,0,1,1000,1024,10000,2,0,0.0144360332978
2,10,2,10,1,0,1,10,1024,100,2,29,0.0146294034259
4,10,2,10,10,1,1,10,512,100,5,29,0.0815599794646
4,10,2,1000000,1,1,1000,10,512,100,5,0,0.000114387963118
4,10,2,1000000,10,0,1,10,512,10000,5,29,2.0
4,10,2,10,1,1,1000,1000,512,100,5,29,2.0
2,1,2,10,10,0,1,10,512,100,5,0,0.085953021953
4,10,2,1000000,10,1,1,1000,512,10000,2,0,2.0
2,1,2,10,10,1,1000,1000,1024,100,2,29,2.0
2,10,4,10,10,1,1000,1000,1024,10000,2,29,0.768632641695
2,1,4,1000000,10,1,1000,10,1024,100,2,0,2.0
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.00251517342713
4,10,4,10,10,0,1000,1000,1024,100,2,29,2.0
4,1,4,1000000,1,1,1000,10,1024,100,2,0,2.0
4,10,2,1000000,10,1,1,10,512,10000,2,0,2.0
2,10,2,10,10,1,1000,1000,512,10000,5,0,0.30751978299
2,1,2,10,1,1,1000,10,1024,100,2,29,0.849573019692
2,10,2,1000000,1,1,1,10,1024,100,5,0,0.00113979434678
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.0059577064124
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.199316940449
4,1,2,10,1,0,1000,1000,1024,10000,5,29,0.231713245718
4,1,4,1000000,10,1,1000,10,1024,10000,2,29,2.0
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,2.0
2,10,4,1000000,1,0,1,1000,1024,10000,5,0,0.00102268286073
4,10,2,1000000,10,1,1000,1000,512,100,2,29,2.0
2,10,2,10,1,1,1000,1000,512,100,5,0,2.0
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.216475134917
4,10,4,1000000,1,1,1000,10,1024,100,5,29,0.000283246384864
4,10,4,10,1,0,1000,1000,512,100,5,29,2.0
4,1,4,1000000,1,1,1000,1000,1024,10000,5,29,2.0
2,1,4,1000000,10,1,1000,10,512,10000,5,0,2.0
4,1,2,1000000,1,1,1000,10,1024,10000,5,29,2.0
2,10,2,10,10,0,1,10,1024,10000,2,0,2.0
2,10,2,10,10,1,1000,1000,1024,10000,2,0,0.799272274673
2,1,4,10,10,1,1000,1000,512,100,2,0,2.0
4,1,4,1000000,10,1,1000,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1,1000,512,10000,2,29,0.0146334887103
2,10,4,1000000,10,1,1,1000,512,10000,5,29,2.0
4,1,4,10,10,1,1000,1000,512,100,2,29,2.0
4,10,2,1000000,10,1,1000,1000,512,100,2,29,2.0
4,1,4,10,10,1,1,10,1024,10000,2,0,2.0
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,0.00247704410609
4,10,2,1000000,10,0,1000,1000,512,100,5,29,2.0
4,10,2,1000000,10,1,1,10,1024,100,5,29,2.0
4,10,4,10,1,1,1000,10,1024,10000,2,29,2.0
2,1,4,10,1,1,1,1000,512,10000,2,29,0.0149357997557
4,10,2,1000000,1,1,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,10,0,1,10,1024,100,5,29,2.0
2,10,4,1000000,1,0,1,1000,1024,100,2,0,2.0
2,10,2,1000000,10,1,1000,1000,512,100,2,29,2.0
2,1,4,1000000,1,0,1,1000,512,100,5,29,2.0
4,10,4,10,10,1,1,10,1024,10000,5,29,2.0
4,10,4,1000000,10,1,1,1000,1024,100,5,29,2.0
4,1,4,10,10,0,1,10,512,10000,2,29,2.0
2,10,4,10,10,1,1000,10,1024,100,2,0,0.741656147059
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,0.000616877943958
2,10,4,10,1,0,1000,1000,512,10000,2,0,0.895412634151
2,10,2,10,10,0,1000,10,512,10000,5,0,2.0
4,10,4,1000000,1,0,1000,1000,1024,100,5,29,2.0
2,10,2,1000000,10,1,1000,10,1024,100,5,0,2.0
2,1,4,1000000,1,0,1,10,1024,100,5,29,0.00085654796192
