WindowSize,CompressionLevel,Performance
18,8,9.684
19,3,2.552
12,1,1.542
23,6,10.22
16,1,1.598
22,2,2.05
20,2,2.088
24,10,392.744
17,10,307.144
22,0,1.596
13,9,6.862
23,10,318.954
24,4,2.708
17,8,8.454
11,0,1.526
19,6,9.336
18,1,1.63
16,6,5.77
24,2,2.04
23,11,315.238
10,5,3.306
13,7,5.554
21,9,23.614
12,3,2.426
18,9,11.954
14,5,4.678
22,11,259.594
10,7,4.874
24,10,392.744
11,7,5.078
13,5,4.128
18,3,2.562
19,11,258.502
13,8,5.62
24,2,2.04
14,6,4.874
23,2,2.032
20,0,1.63
20,2,2.088
10,1,1.666
13,4,2.972
16,5,5.392
11,7,5.078
15,3,2.392
13,9,6.862
17,7,7.636
10,3,2.616
11,8,5.042
21,1,1.598
19,0,1.614
17,9,10.152
13,4,2.972
23,2,2.032
24,8,38.644
15,3,2.392
21,6,10.46
16,7,6.998
21,1,1.598
16,2,2.026
14,6,4.874
13,6,4.3
12,7,5.266
12,11,328.552
17,7,7.636
11,7,5.078
20,3,2.546
18,7,8.628
12,3,2.426
16,5,5.392
12,4,3.004
12,5,3.746
12,3,2.426
22,10,256.21
12,6,3.846
11,4,3.04
19,7,10.05
18,8,9.684
19,11,258.502
15,0,1.534
21,6,10.46
22,9,34.292
21,0,1.604
22,5,7.198
10,5,3.306
11,8,5.042
23,4,2.726
23,0,1.556
16,4,2.77
18,1,1.63
10,5,3.306
10,5,3.306
22,2,2.05
11,2,1.998
15,10,291.618
13,4,2.972
23,3,2.478
15,5,5.072
20,4,2.808
19,10,258.558
20,6,10.658
