new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,2,1,1,1,0,0,1,0,1,126.51
1,2,1,1,0,0,0,0,0,1,115.876
2,3,2,0,1,1,1,0,0,0,96.304
3,2,2,1,0,0,0,0,0,0,43.586
2,3,1,0,0,1,0,0,0,0,88.446
1,2,2,0,1,1,1,0,0,0,129.618
3,1,2,0,1,0,1,1,0,1,33.708
4,2,2,1,1,1,0,0,1,1,28.67
1,3,2,1,1,1,0,1,0,0,172.216
3,1,1,1,1,1,0,0,1,0,28.674
1,3,1,0,0,0,1,0,0,1,180.776
4,2,2,0,1,1,1,1,1,0,33.394
1,3,3,0,0,0,1,0,0,0,181.204
2,2,2,0,0,1,1,0,0,1,70.318
3,2,2,0,1,1,0,1,1,0,42.572
3,1,2,1,0,1,0,0,0,0,30.262
1,3,3,1,1,0,1,1,0,0,183.104
3,1,2,0,1,1,0,1,1,0,33.232
2,2,2,1,1,0,0,0,1,0,55.174
4,3,3,0,0,1,1,1,1,0,44.484
2,1,1,0,0,0,0,0,1,0,45.504
3,2,3,0,0,0,0,1,1,1,42.804
2,1,3,0,0,1,0,0,0,0,46.456
2,3,3,0,0,1,0,1,0,1,96.672
2,2,3,1,1,1,0,1,1,1,59.074
3,2,3,0,0,0,1,0,1,1,44.356
2,1,1,1,0,0,0,1,1,1,47.042
4,1,2,0,0,0,1,0,0,1,24.672
2,2,2,1,0,0,1,0,0,0,66.428
2,3,3,0,1,0,1,0,1,1,83.952
4,2,1,1,1,1,1,1,1,0,31.514
4,1,3,0,0,0,1,1,1,1,25.33
3,3,2,1,0,0,0,1,1,1,52.724
4,1,1,0,1,0,0,1,1,1,24.78
2,2,3,1,0,0,0,0,1,0,56.534
1,3,1,1,0,1,1,0,0,0,172.216
1,3,2,0,1,1,0,0,0,1,164.022
1,2,2,1,1,1,0,0,0,0,115.52
3,2,2,1,0,1,0,1,1,0,40.622
1,3,2,1,1,1,1,1,1,1,157.898
2,1,1,0,0,0,0,0,0,1,45.634
4,3,3,1,1,1,0,0,0,1,43.672
1,3,3,1,0,1,0,0,1,1,137.826
3,2,2,1,0,0,1,1,1,1,43.858
1,2,2,0,1,0,0,1,1,0,118.32
4,3,3,1,1,1,1,0,1,0,41.978
1,2,3,0,0,1,1,0,0,1,132.422
3,2,1,0,0,0,0,0,0,0,45.426
3,2,1,0,1,0,0,1,1,0,42.524
4,1,3,1,1,0,0,0,0,1,22.982
3,3,1,1,0,0,1,0,1,0,56.496
4,3,3,0,0,1,1,1,0,1,53.522
3,3,2,1,1,0,0,0,0,1,57.92
3,1,3,1,1,0,1,1,1,1,31.402
3,1,1,0,0,1,1,1,0,1,34.136
1,2,1,1,0,0,0,1,0,0,127.462
4,2,3,0,1,0,0,1,0,0,36.154
4,3,1,1,0,0,0,0,0,1,43.44
4,3,1,1,1,1,0,1,1,0,38.922
4,3,2,1,0,0,1,1,0,1,50.81
3,3,3,0,0,0,1,0,1,0,59.878
4,3,1,1,1,0,0,0,0,1,42.36
2,1,1,1,1,0,1,0,1,0,42.138
3,3,3,1,0,1,1,1,1,0,59.394
4,2,2,0,1,1,0,1,0,1,36.452
1,3,3,1,0,1,0,0,0,1,158.828
2,3,1,0,1,1,0,0,0,0,86.796
2,1,2,0,0,1,1,0,0,1,46.638
1,2,3,0,1,0,0,0,1,0,109.508
1,3,1,0,0,1,1,0,0,0,181.038
1,3,3,1,0,0,0,0,0,0,158.636
3,1,2,1,1,0,0,1,1,1,30.916
4,1,2,0,1,1,0,1,0,1,25.182
3,3,2,1,1,0,0,1,0,1,63.254
1,2,1,0,0,0,0,0,0,0,122.418
3,2,1,1,0,1,1,1,1,0,44.13
2,2,2,0,1,0,1,0,0,0,69.212
4,1,2,1,0,1,1,1,0,0,23.858
1,3,3,1,0,1,1,1,1,1,159.606
4,2,1,0,1,1,1,1,0,0,38.178
2,1,1,0,0,0,1,1,0,1,50.448
4,3,2,1,0,1,1,0,0,1,48.032
4,1,2,0,0,1,0,0,0,0,24.438
4,2,2,1,0,1,1,0,1,1,31.276
4,1,1,1,1,1,0,1,1,1,23.278
4,3,2,1,1,0,0,1,0,1,46.19
1,3,2,0,0,0,0,1,1,1,153.556
3,1,3,1,0,0,1,0,1,1,30.822
1,3,2,0,0,1,0,1,0,0,182.798
4,1,1,0,1,1,1,0,1,1,23.536
3,1,3,0,1,0,1,1,0,1,33.71
2,3,3,0,0,1,1,1,1,1,87.924
2,1,1,0,1,0,0,0,1,1,44.722
4,3,1,0,1,1,0,1,0,0,48.914
2,2,3,0,1,1,1,1,0,1,75.18
4,3,2,0,1,1,1,0,0,1,49.648
1,1,1,1,0,0,1,1,0,1,89.432
4,3,1,1,1,0,0,0,0,1,42.36
1,3,3,1,0,1,0,1,0,1,174.358
4,3,2,0,1,0,0,0,0,1,45.12
