new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,0,1,0,80,64,8,125283.0
5,0,0,0,0,70,64,4,9250.2
2,0,0,0,1,20,1024,0,5066.4
5,0,0,0,0,80,8,8,121244.8
4,0,0,1,1,40,16,8,124894.4
4,1,0,0,0,30,4,2,9397.2
3,1,0,1,0,10,16,10,49589.8
3,1,1,1,0,90,2048,0,11950.2
4,1,0,0,0,50,16,10,120846.2
1,0,0,1,0,60,4096,10,102558.2
1,0,0,1,1,50,2,4,13356.2
4,1,1,0,0,100,32,4,12867.8
5,1,0,0,0,20,64,10,304141.2
3,0,0,1,1,100,8,0,12399.6
5,1,1,0,0,90,1024,6,47632.8
4,0,1,0,0,80,2,0,9504.2
4,0,0,0,0,90,64,2,8914.2
3,1,0,1,0,50,128,2,12175.6
4,0,1,1,1,40,1024,8,124850.6
3,0,1,1,0,30,2,0,13425.8
2,0,1,0,0,100,2048,8,101720.0
3,1,1,0,1,90,4,0,12744.6
4,0,0,1,1,0,256,2,35536.0
5,1,0,1,1,20,32,4,9183.6
2,1,0,1,1,10,4,0,17636.8
1,0,1,1,0,10,1024,8,105489.0
5,1,1,1,0,70,16,6,47463.4
4,1,0,1,1,0,1024,2,35610.8
4,0,0,1,1,40,64,2,35828.4
5,1,1,1,1,100,256,4,9138.6
4,0,1,1,1,10,1,6,48072.2
3,1,0,0,0,80,2048,0,12125.2
2,1,1,0,0,80,2,8,80371.2
1,0,1,0,1,0,32,10,85534.8
4,0,1,0,0,80,8,0,9125.6
5,1,0,1,1,70,2048,10,301248.0
5,1,1,0,1,0,1,2,9211.8
4,0,0,1,1,80,256,0,35720.8
1,0,0,1,0,70,128,0,17743.2
1,1,0,0,1,20,128,4,12054.8
3,1,0,1,1,80,4096,4,12116.6
1,1,1,1,0,20,4,2,17945.6
1,1,1,0,1,60,512,10,102226.4
3,0,0,0,1,90,256,0,12146.4
3,1,0,0,0,60,16,4,12303.6
1,1,1,0,1,80,2,0,17641.8
3,0,0,0,1,0,1024,10,48113.6
4,0,0,1,1,100,1024,2,35847.0
5,0,0,1,1,90,64,8,121647.0
1,1,0,1,0,80,512,4,11857.4
3,0,0,1,0,30,4096,0,12033.6
1,1,0,1,0,80,128,10,102818.2
3,0,1,0,0,20,128,8,38691.0
1,0,0,1,0,70,32,4,11896.4
2,1,0,1,1,70,32,4,11928.2
4,1,1,0,1,50,2,8,58957.2
1,1,0,1,0,30,1024,0,17722.6
5,1,1,1,1,10,8,0,9183.8
1,0,0,1,1,40,512,10,102970.2
1,1,1,0,1,100,1024,8,101325.0
1,1,1,1,0,70,1,6,116233.8
4,0,0,1,1,70,1,4,42905.6
1,1,1,0,0,90,64,6,89799.4
2,1,1,1,1,90,2048,6,91038.4
1,1,1,0,1,90,4096,6,88837.8
3,1,0,1,1,50,2,10,48853.0
3,1,0,1,1,90,1,10,50126.6
1,1,0,1,0,30,256,8,103240.0
2,0,1,0,1,50,512,4,4531.4
5,0,0,1,1,60,4096,4,9336.8
4,0,1,1,0,20,8,10,414585.4
4,0,0,0,1,90,64,4,12795.6
1,1,0,0,0,80,128,2,17777.6
2,0,1,1,0,20,4096,2,17727.6
3,0,0,1,0,40,1,2,14378.4
4,1,1,0,0,0,4,10,274962.0
1,1,0,0,0,90,128,10,100747.4
3,0,0,0,1,30,16,2,12137.6
4,0,1,0,0,100,1,8,82083.4
2,0,1,1,0,80,256,6,90698.2
5,0,1,0,0,60,16,8,122097.4
3,1,0,0,0,90,4096,8,37650.4
5,0,0,1,0,70,8,0,9134.2
2,0,1,0,0,60,256,4,4441.6
3,1,0,0,0,100,128,10,48551.4
4,1,0,0,0,30,4096,8,40878.0
1,1,1,1,1,40,16,8,105592.4
2,1,0,1,0,100,8,8,109254.4
2,0,1,1,1,80,32,4,11882.8
4,1,0,0,1,50,1,8,82112.2
2,0,1,1,1,30,16,8,105175.2
1,1,1,0,0,10,4,4,12525.4
4,0,0,0,1,50,2048,0,8941.4
1,1,0,0,0,90,4096,4,11869.2
5,0,0,0,0,30,64,4,9165.8
3,0,0,1,0,10,16,8,39106.2
4,1,0,1,1,90,1,4,42846.0
1,0,0,0,1,30,128,6,88788.6
1,0,0,1,0,10,8,4,12310.0
1,1,0,1,1,70,64,4,11838.0
