ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,76135.4
1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,75203.8
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,83232.2
0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,84585.0
1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,59693.2
1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,72887.4
1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,62769.4
0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,75079.4
1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,75847.6
0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,87809.8
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,66210.0
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,85787.4
0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,74981.4
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,64777.0
1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,66303.2
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,90660.6
0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,78722.0
0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,81566.8
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,78787.2
1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,84689.6
1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,85712.8
1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,79808.4
1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,74378.2
1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,72775.4
1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,83165.8
1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,95058.2
0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,74173.8
1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,68499.6
1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,82681.4
0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,74751.4
0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,96717.6
0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,85829.6
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,71852.0
1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,66721.8
1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,64567.4
1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,71374.4
0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,78489.2
0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,70847.8
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,72963.8
1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,65187.2
1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,88327.0
0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,66077.4
