ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,73714.4
0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,72752.8
1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,86209.2
1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,90859.6
1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,78803.0
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,90376.2
1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,78791.4
1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,64943.8
1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,78420.6
0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,83657.0
0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,82628.8
1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,75719.2
0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,73795.8
0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,77621.6
1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,86352.2
1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,96156.2
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,70272.0
1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,78924.2
1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,72475.8
0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,80345.4
1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,97182.0
1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,76587.0
0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,64264.0
1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,66299.8
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,84033.2
1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,78925.6
1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,81949.6
0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,69864.2
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,83797.6
0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,63568.8
0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,74150.4
1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,89041.6
0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,86633.0
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,74963.6
0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,87832.4
1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,71109.8
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,89897.4
0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,64743.0
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,82885.0
1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,77358.2
0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,83329.2
1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,80941.8
1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,86571.8
0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,79259.8
0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,81539.4
