fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,0,0,1,128,32,1024,133874.4
0,1,1,1,0,128,32,1024,46795.6
0,1,1,1,1,256,32,1024,46796.2
0,0,1,0,0,256,2,1024,46432.2
1,0,0,0,1,256,8,4096,131261.2
0,0,1,1,0,64,8,256,46557.4
0,1,0,0,0,64,32,256,46122.2
1,1,0,1,1,64,8,256,132419.2
0,1,0,0,0,256,32,1024,46094.8
0,1,1,0,0,128,8,256,46214.6
1,0,1,0,0,64,32,4096,135630.0
1,1,0,0,1,64,2,256,134110.6
0,1,1,0,1,256,8,4096,46207.2
0,0,1,0,0,64,2,4096,46095.0
0,0,1,1,1,64,32,1024,46610.2
0,1,1,1,1,128,8,4096,46800.8
0,0,1,1,0,256,32,1024,47774.0
0,1,0,1,1,128,32,4096,46394.0
1,0,0,0,1,256,8,4096,131261.2
1,0,0,0,1,128,32,1024,132768.2
0,0,1,0,1,256,8,1024,46106.2
0,1,1,1,1,256,8,4096,46925.4
1,1,1,1,1,256,8,4096,134411.4
0,0,0,1,1,256,2,4096,46327.4
0,1,1,1,0,256,2,256,46517.2
0,1,1,1,1,256,32,4096,46325.4
0,1,0,1,0,256,2,1024,46350.2
1,0,1,0,1,64,32,256,134956.0
0,0,0,0,1,64,8,256,46194.8
0,1,1,1,0,256,32,4096,46451.4
0,1,1,0,1,256,2,4096,46381.4
1,0,0,1,0,256,8,4096,131930.8
0,0,0,1,0,128,8,256,46366.6
0,0,1,1,1,128,8,256,46778.0
1,0,1,1,1,256,8,256,136729.2
1,1,1,1,1,256,2,256,130773.4
0,0,0,0,1,128,32,256,46035.0
0,0,1,0,0,128,2,4096,46307.2
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,0,64,32,4096,46314.4
1,1,1,0,0,128,8,4096,128931.4
1,0,0,1,0,256,8,4096,131930.8
1,0,1,0,0,128,2,1024,137218.2
0,1,0,1,0,128,2,4096,46394.4
1,0,0,1,1,128,8,1024,135632.6
0,0,0,0,1,256,32,1024,46176.6
1,1,1,0,0,256,2,1024,135845.2
0,1,1,0,0,256,2,1024,46191.4
0,0,1,0,1,128,8,256,46271.0
1,0,1,0,0,64,32,4096,135630.0
1,1,1,0,0,128,8,4096,128931.4
1,1,1,1,0,128,32,256,130071.2
0,1,0,0,1,64,32,1024,46172.8
1,1,0,0,1,64,8,1024,134931.8
0,1,1,0,1,256,32,4096,46447.8
0,1,1,0,0,128,2,1024,47200.2
1,1,1,1,1,64,2,256,128684.6
0,1,1,0,0,64,2,256,46338.6
0,1,1,1,1,256,32,256,46982.0
1,1,1,1,1,64,2,256,128684.6
1,0,0,0,1,64,32,1024,130868.6
0,0,1,0,0,128,8,4096,46163.2
0,0,1,0,1,64,32,256,46132.4
0,0,0,0,1,128,2,1024,46113.2
0,0,1,1,1,64,8,256,46834.4
0,1,0,1,0,64,8,256,46431.0
0,0,0,1,0,64,32,1024,46258.0
0,0,0,1,0,256,2,1024,46554.6
1,1,0,0,0,256,2,1024,132971.6
1,0,0,1,0,256,2,256,131727.4
1,0,1,0,1,128,32,4096,138524.6
1,0,0,0,0,64,8,4096,130604.8
1,0,0,0,0,64,2,4096,132542.0
0,0,1,1,0,128,32,4096,46256.6
0,0,0,0,0,128,32,1024,46582.2
1,0,0,0,0,64,8,256,134959.4
1,1,0,0,0,128,8,4096,137327.0
0,1,0,1,0,128,8,256,46439.6
0,0,0,1,0,128,8,4096,46352.2
1,0,1,0,0,128,32,4096,137057.4
0,1,1,0,0,128,2,1024,47200.2
1,0,0,0,0,128,32,4096,132886.0
1,1,0,0,0,128,8,256,125404.4
1,1,0,0,0,64,32,256,132467.8
0,0,1,0,1,64,8,256,46344.4
0,0,1,0,1,64,32,256,46132.4
0,1,1,0,0,128,8,256,46214.6
0,1,1,1,1,128,2,1024,46877.2
1,1,1,1,0,256,8,4096,129630.8
1,1,0,1,0,64,32,1024,132685.0
0,0,1,1,1,64,2,1024,46681.8
1,0,0,0,0,64,8,4096,130604.8
0,1,0,1,0,256,32,256,46333.0
0,1,1,0,0,256,32,1024,46047.4
0,0,0,0,1,64,2,1024,46267.8
0,1,1,1,1,128,2,4096,47014.0
1,1,0,0,1,256,8,1024,133251.6
1,0,0,1,0,256,32,1024,133283.0
1,0,0,1,1,64,8,256,136979.0
1,1,0,1,0,64,8,4096,135789.2
