fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,0,0,64,8,4096,130763.8
0,0,0,0,1,64,2,4096,47346.2
0,1,1,1,1,256,8,4096,46925.4
1,0,1,1,1,64,2,1024,135739.2
0,0,1,1,0,64,32,4096,46914.0
1,1,1,0,1,128,32,4096,128474.6
1,0,0,1,1,64,8,1024,135458.2
0,1,0,0,0,256,2,256,46440.0
1,0,0,0,1,256,32,256,135823.2
1,0,0,1,1,256,32,1024,135168.4
1,0,0,1,0,64,32,1024,133348.2
0,0,1,0,1,64,8,1024,47386.4
1,0,0,0,0,256,8,1024,131793.4
1,1,1,0,0,64,8,1024,133447.6
1,0,0,0,0,256,2,4096,132200.2
1,1,0,1,0,64,2,1024,139402.4
0,0,0,1,1,64,2,256,46471.2
0,1,1,0,0,64,32,1024,46145.0
1,0,0,0,0,128,8,256,133984.8
1,1,0,0,1,64,32,1024,132368.4
1,1,1,1,0,256,32,4096,134654.6
1,1,0,1,0,128,32,1024,134356.6
1,0,1,0,1,128,8,4096,137829.6
1,1,0,0,0,256,8,4096,133344.2
1,0,0,1,0,256,32,4096,133534.2
1,0,0,1,1,128,32,256,135614.0
0,0,0,0,1,64,2,256,46337.0
1,0,1,0,1,128,8,4096,137829.6
1,1,0,1,0,64,8,1024,132315.2
1,0,1,0,1,128,8,1024,136768.0
0,0,1,0,0,64,32,1024,46389.6
0,0,0,1,1,256,32,256,47443.6
0,0,1,1,0,64,8,4096,46665.2
0,1,1,1,0,64,32,1024,46801.8
0,1,0,0,1,64,32,1024,46172.8
0,0,0,0,0,256,8,256,46305.6
1,1,1,0,1,128,8,256,128988.8
0,1,1,0,0,256,8,256,46092.0
1,0,1,1,0,256,2,256,140950.6
1,0,0,1,1,128,2,1024,136545.2
1,0,0,1,0,256,2,1024,133313.6
1,0,0,1,1,64,8,1024,135458.2
0,1,0,1,1,128,8,4096,46535.6
1,1,0,0,0,256,8,256,133404.8
0,1,0,1,1,128,8,1024,47354.4
1,1,1,0,0,128,2,4096,133944.0
0,1,1,0,1,256,8,1024,46398.4
0,0,0,0,0,256,32,4096,46042.4
1,0,1,1,1,128,32,1024,142199.6
1,0,1,0,0,256,32,1024,134646.2
0,0,0,0,1,64,32,1024,46172.2
1,1,1,1,0,64,8,1024,126794.8
1,0,0,1,1,128,8,256,132351.4
0,0,0,0,1,128,8,4096,46212.2
0,0,1,1,1,256,32,256,46605.0
0,1,0,1,1,64,8,1024,47491.4
1,1,0,0,0,256,8,256,133404.8
0,1,1,1,1,128,2,4096,47014.0
1,0,0,0,0,256,8,4096,135307.4
0,0,1,0,0,256,8,1024,46146.2
0,1,1,1,0,64,32,4096,46414.2
1,0,1,0,1,128,2,4096,139647.8
1,0,1,1,1,64,32,4096,138867.0
0,0,1,1,1,64,2,4096,46572.8
0,0,1,1,1,128,8,256,46778.0
1,1,0,1,0,256,2,256,135862.0
0,0,1,1,0,128,8,4096,46503.2
1,1,0,1,0,128,32,256,132344.8
1,1,0,0,1,64,8,256,134080.8
1,1,0,1,1,128,8,4096,126456.8
0,0,0,1,0,256,8,4096,46597.8
0,1,0,0,0,64,8,256,46403.8
0,0,0,1,0,256,2,1024,46554.6
1,1,0,0,1,256,32,1024,135112.0
1,1,1,0,0,64,32,4096,131524.0
0,1,0,1,0,256,8,1024,46598.6
1,0,0,1,0,128,8,1024,136143.6
1,0,1,0,0,256,8,1024,138245.2
1,0,0,1,1,64,8,1024,135458.2
1,0,1,0,1,128,8,1024,136768.0
0,1,1,0,0,128,8,4096,46157.6
0,0,0,1,0,128,2,256,46486.8
0,0,1,0,0,256,32,4096,46148.2
1,1,0,0,1,256,32,4096,134608.6
1,0,1,0,0,64,8,4096,136884.0
0,0,0,0,1,256,2,1024,46354.2
0,0,0,1,1,256,2,256,46438.2
0,0,0,1,1,64,2,256,46471.2
0,1,0,1,0,64,32,1024,47346.8
0,0,1,1,0,256,32,4096,47278.0
1,0,0,1,0,128,2,1024,131781.2
0,0,0,0,1,64,32,256,46295.4
1,1,1,1,1,128,32,256,135538.4
0,0,0,1,0,64,2,1024,46287.8
0,0,1,1,1,64,2,4096,46572.8
1,1,1,1,1,128,8,4096,130405.6
1,1,0,1,0,256,32,256,134325.4
1,0,0,1,1,128,8,4096,133106.0
0,0,0,0,0,256,8,1024,46252.0
1,1,0,0,1,128,2,4096,133053.0
