fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,0,64,2,1024,46456.0
1,0,0,0,0,128,2,1024,131468.0
0,0,0,0,0,64,2,256,46272.2
1,0,0,0,1,256,2,4096,132963.8
0,0,1,0,0,128,2,1024,46254.6
1,0,1,1,0,256,2,4096,139497.4
0,1,1,1,0,256,2,256,46517.2
1,0,0,1,1,256,32,1024,135168.4
0,0,1,0,1,64,2,1024,46185.2
0,1,0,0,1,64,32,1024,46172.8
0,0,1,1,0,64,8,1024,46966.4
0,0,1,0,0,64,8,256,46528.8
0,1,0,1,1,128,8,4096,46535.6
1,1,0,0,0,256,8,4096,133344.2
1,1,0,1,1,256,32,256,132261.2
0,0,0,0,1,128,2,256,47198.6
1,1,0,0,0,256,2,4096,133927.6
1,0,0,1,1,128,2,4096,134644.0
1,1,1,1,1,64,2,1024,131163.4
1,0,0,0,1,256,8,1024,135761.2
0,1,0,0,1,64,8,256,46237.6
0,1,1,1,1,256,8,256,46778.4
1,0,0,1,0,64,32,1024,133348.2
1,0,1,0,1,64,8,4096,135161.2
1,1,1,1,1,64,2,256,128684.6
1,1,1,0,0,64,2,256,132226.4
0,1,0,0,0,64,2,256,46500.4
1,0,1,1,0,256,32,1024,143943.2
0,0,1,0,1,64,8,4096,46345.6
0,1,1,0,1,128,32,4096,46577.6
1,1,0,0,0,256,8,1024,132666.2
0,1,1,0,0,128,32,1024,46311.2
0,0,1,1,0,256,32,1024,47774.0
1,0,0,0,0,64,32,4096,131737.4
1,1,1,0,1,256,8,1024,128079.8
0,1,0,1,1,128,8,1024,47354.4
0,1,0,1,1,64,2,256,46400.6
1,1,1,0,0,128,2,256,136797.8
0,1,1,1,1,128,32,4096,46787.2
0,0,1,0,1,256,8,1024,46106.2
1,0,0,1,1,64,32,4096,134370.8
0,0,1,1,0,64,8,4096,46665.2
1,1,1,0,0,256,32,4096,131082.0
1,0,0,0,0,64,8,4096,130604.8
0,1,0,1,0,128,2,4096,46394.4
1,1,0,0,0,128,32,4096,134334.8
1,1,0,1,1,64,8,256,132419.2
0,1,1,1,1,128,2,4096,47014.0
0,0,0,0,1,64,8,4096,46327.8
0,1,0,0,0,128,2,1024,46240.8
0,1,0,0,0,256,2,256,46440.0
1,1,1,0,0,128,32,256,134640.4
1,1,1,1,0,64,32,4096,128959.6
1,1,1,0,0,64,32,4096,131524.0
1,0,1,0,0,64,32,256,137127.0
1,0,1,0,0,128,8,256,131236.6
1,0,0,0,1,128,8,1024,130543.6
0,1,1,0,1,128,8,1024,46188.8
1,0,1,1,1,128,2,256,141082.4
1,0,1,0,1,256,8,256,134102.0
1,0,1,0,0,64,32,1024,134519.0
1,1,1,1,1,128,2,4096,131763.6
0,1,0,1,0,128,32,1024,47239.8
1,0,0,1,0,64,2,256,132473.4
1,0,1,0,0,256,8,4096,137294.8
1,0,0,0,0,64,2,256,136455.8
0,1,1,1,0,64,2,256,46507.8
1,0,1,1,0,256,8,4096,135527.8
1,0,0,0,0,256,8,4096,135307.4
1,1,0,0,0,128,8,1024,136315.0
1,1,0,1,0,64,2,256,134157.4
0,1,1,1,1,256,8,4096,46925.4
0,1,0,1,0,64,8,256,46431.0
0,0,0,0,0,128,8,256,46204.0
0,1,0,1,1,128,2,256,46367.0
0,0,1,0,0,128,2,256,46293.4
0,1,0,0,1,128,32,256,46355.2
1,1,1,1,0,256,8,1024,129117.4
1,0,0,1,1,64,32,1024,131342.8
1,0,0,1,1,64,32,1024,131342.8
1,1,0,0,1,256,8,1024,133251.6
1,1,1,1,0,256,2,1024,129660.2
1,1,0,0,1,128,2,1024,130383.4
0,1,0,1,1,128,32,1024,46648.6
1,1,0,0,0,128,8,1024,136315.0
1,1,1,0,0,256,8,256,131089.2
0,0,0,1,0,64,2,4096,46738.0
0,0,0,0,0,256,32,1024,46256.6
1,1,0,0,1,128,2,1024,130383.4
1,1,0,0,1,256,32,4096,134608.6
0,1,0,1,1,64,32,1024,46378.6
0,1,1,0,1,64,8,4096,46694.0
1,0,0,0,1,256,8,1024,135761.2
1,1,0,0,0,256,8,256,133404.8
1,0,0,0,1,256,8,4096,131261.2
1,0,0,1,0,256,8,4096,131930.8
1,1,0,1,1,64,2,4096,134920.4
1,1,1,1,0,64,2,1024,125822.2
1,1,0,1,0,256,2,4096,129499.4
1,0,1,0,1,256,8,256,134102.0
