new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,0,1,1,0,10,2,6,48717.8
5,1,1,1,0,40,1024,8,122133.8
4,0,1,1,1,100,64,10,415646.4
2,1,1,1,1,10,1024,10,105609.6
5,0,0,0,0,0,16,4,9305.6
5,0,1,1,1,70,4096,4,9178.0
1,0,1,1,0,50,64,10,103054.6
4,0,1,0,1,20,2,6,26379.8
4,0,0,1,0,40,128,4,43520.0
4,0,0,1,0,50,256,6,49391.4
4,1,0,1,0,80,1024,0,35978.4
2,0,1,1,0,70,512,4,11837.4
5,1,1,0,0,60,16,2,9131.8
1,0,1,0,1,0,32,0,17984.2
4,1,0,1,0,70,512,6,49644.0
1,1,0,0,1,100,1,4,15257.6
1,0,0,1,1,70,512,8,103008.8
4,1,0,1,1,40,4,4,43284.6
5,1,1,0,0,10,4096,10,299777.0
3,0,1,1,1,70,32,10,48317.0
5,0,1,0,1,20,1024,0,9125.2
4,1,0,1,0,20,256,4,43190.2
1,0,0,0,0,80,1,6,78605.0
3,0,0,0,1,70,4096,8,38063.8
3,1,1,0,0,10,2,2,13195.6
1,1,1,1,1,10,1,8,125526.6
3,1,0,0,1,30,8,8,37420.0
1,1,1,0,0,10,32,8,98326.8
2,0,1,1,1,10,32,2,17618.2
3,1,1,0,0,40,4096,6,10604.8
1,1,1,1,0,50,4096,8,102968.2
3,0,0,0,0,60,256,6,10590.4
1,0,1,0,1,30,256,2,17700.2
4,0,0,0,1,40,256,10,118916.6
4,1,1,0,0,60,512,0,8927.8
4,1,0,1,0,10,4,10,416590.0
5,1,0,0,1,0,16,2,9197.6
1,1,0,1,0,30,4,2,17760.2
4,1,0,1,1,100,1,8,123832.0
1,1,0,0,0,0,128,10,85669.2
2,1,0,0,0,50,1024,6,89334.6
3,0,1,0,1,60,2048,0,12066.6
4,1,0,0,0,30,512,8,41059.4
1,0,0,0,0,90,1,4,15215.2
1,0,0,1,0,60,256,6,90647.4
2,0,1,1,1,100,32,2,17630.2
2,0,0,1,0,30,32,6,92240.6
3,0,1,0,0,0,32,10,48162.0
1,0,0,1,1,60,64,10,102750.8
2,0,0,0,0,0,512,0,11402.4
2,1,0,0,0,80,16,6,84363.2
3,0,1,0,0,0,8,0,15886.4
2,1,0,1,0,100,1,10,125168.4
2,1,1,0,0,50,4,8,81369.4
4,0,0,0,0,0,4096,0,11894.2
1,1,0,0,1,30,32,0,17747.6
3,1,1,0,1,10,256,8,39313.2
2,0,1,1,0,40,2,2,17587.6
4,0,1,0,1,60,32,10,116676.0
1,1,1,1,1,90,1,10,125131.2
4,0,0,1,0,80,4,0,35959.4
3,1,1,1,0,40,256,10,48638.6
5,0,0,0,1,100,4096,2,9162.6
5,0,0,1,1,90,1,2,9079.2
4,1,0,0,0,20,64,2,9144.4
2,0,0,1,0,30,16,0,17638.8
3,1,1,0,1,0,2048,0,15966.6
4,1,0,0,0,100,1024,10,110619.0
3,1,1,0,0,100,8,10,47630.0
1,0,0,1,0,80,256,2,17773.2
4,1,1,1,0,80,256,10,416384.0
1,1,1,0,1,40,512,4,11910.6
1,1,1,0,0,0,1024,4,18512.2
2,0,1,0,1,100,2,0,7449.6
1,1,1,0,0,20,64,4,12001.4
1,1,1,1,0,70,2,4,13311.4
4,1,1,0,0,30,1,10,265964.6
4,1,0,1,1,60,1024,4,43494.4
2,1,1,1,1,80,32,8,103507.2
3,1,0,1,1,100,256,2,12279.8
1,1,0,1,0,80,4,2,17758.6
2,0,0,0,0,30,64,6,88337.0
4,1,0,1,0,30,32,8,124516.2
2,1,0,0,0,40,32,0,4950.0
4,0,0,1,0,10,4,4,43045.2
3,1,0,1,0,70,64,4,12226.6
1,1,0,1,1,90,32,0,17762.8
1,0,0,0,1,0,256,4,18450.4
5,1,0,0,0,0,8,2,9319.0
3,1,1,1,0,90,2048,8,37641.0
5,1,0,1,0,40,2,4,9159.4
3,0,0,1,0,50,2,2,13231.8
1,0,0,0,1,40,256,2,17717.2
1,1,1,1,1,20,2048,2,17694.2
1,0,1,0,1,0,2,4,18476.0
3,0,1,1,1,30,4,8,37509.8
3,0,0,1,0,50,8,10,47770.8
3,0,0,1,0,100,4096,0,12212.4
4,0,1,0,1,0,2,4,22124.0
3,0,0,0,1,60,128,2,12023.4
