WindowSize,CompressionLevel,Performance
24,0,1.574
24,2,2.04
17,10,307.144
18,2,2.094
10,0,1.662
15,1,1.52
17,11,307.42
20,11,246.08
13,8,5.62
20,11,246.08
19,5,7.372
16,1,1.598
15,7,6.39
16,10,285.0
18,9,11.954
17,1,1.612
18,11,279.692
23,8,37.284
15,7,6.39
17,5,5.886
19,6,9.336
10,7,4.874
21,11,244.72
14,5,4.678
22,10,256.21
11,0,1.526
12,11,328.552
20,0,1.63
14,3,2.302
19,1,1.604
21,11,244.72
24,0,1.574
17,3,2.564
15,0,1.534
13,4,2.972
22,10,256.21
11,10,343.594
14,11,301.078
18,0,1.628
24,10,392.744
11,6,3.57
19,2,2.1
21,0,1.604
18,7,8.628
18,5,6.714
17,8,8.454
13,3,2.37
13,9,6.862
22,0,1.596
11,5,3.49
11,5,3.49
19,4,2.8
21,5,7.272
11,11,343.996
15,11,292.192
17,1,1.612
14,2,1.9
24,7,20.228
15,1,1.52
19,0,1.614
13,0,1.514
21,6,10.46
23,6,10.22
16,1,1.598
15,9,8.084
24,5,7.154
10,10,363.364
14,8,6.086
16,9,9.094
24,4,2.708
16,8,7.548
18,7,8.628
22,3,2.5
21,3,2.512
12,7,5.266
11,3,2.476
12,0,1.528
15,0,1.534
19,11,258.502
15,3,2.392
16,0,1.59
12,4,3.004
21,11,244.72
18,4,2.824
18,10,279.698
22,5,7.198
17,2,2.102
22,1,1.586
22,6,10.266
24,11,394.158
11,3,2.476
17,3,2.564
14,9,7.404
18,6,7.51
19,4,2.8
18,5,6.714
16,1,1.598
11,8,5.042
20,11,246.08
21,3,2.512
