new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,2,3,1,0,1,1,1,0,1,134.842
4,2,2,0,0,1,0,0,0,0,34.498
1,1,1,1,1,0,0,1,0,0,85.976
2,3,1,1,1,1,1,1,0,1,99.084
4,2,2,0,0,0,1,1,1,1,33.784
4,2,1,0,1,1,0,1,0,1,36.328
3,3,3,1,0,0,1,0,0,0,67.752
4,1,1,0,0,1,0,0,0,0,23.432
2,1,2,0,1,0,0,1,1,1,49.506
1,1,2,1,0,0,0,0,1,1,81.4
2,3,1,0,0,1,1,1,1,0,87.82
1,1,1,0,0,0,1,1,1,1,95.346
4,3,2,1,0,1,1,1,0,0,50.568
4,2,3,0,0,0,1,0,1,1,32.976
1,2,3,1,0,0,0,1,0,0,127.44
1,3,3,0,0,0,1,1,1,1,165.454
1,3,1,0,0,0,0,1,0,1,182.612
3,2,1,0,0,1,0,0,0,1,45.892
3,1,3,0,1,0,1,1,1,0,33.586
4,3,3,0,0,0,1,1,1,1,44.852
4,2,2,0,0,1,0,1,0,0,36.432
4,3,3,0,0,1,1,1,0,1,53.522
2,2,1,1,1,0,0,1,1,1,58.998
1,2,1,1,0,1,1,1,0,0,133.818
4,2,1,0,0,1,1,0,0,1,35.944
2,2,3,1,0,0,0,0,0,1,62.422
3,1,1,1,1,1,0,1,0,1,31.0
4,1,2,0,1,0,0,0,1,0,23.86
4,2,2,1,0,1,1,1,0,1,36.598
3,2,3,1,1,1,1,1,0,0,50.296
1,2,1,0,0,0,1,1,1,0,125.088
4,2,3,0,0,0,1,0,1,1,32.976
1,2,2,0,0,1,0,0,0,0,123.686
4,2,2,0,1,0,1,1,0,1,38.174
1,1,2,1,0,0,0,1,0,0,88.422
3,1,1,1,1,1,0,0,1,1,28.656
4,1,3,1,0,0,1,0,0,1,24.194
1,1,2,0,0,0,1,1,1,1,95.364
1,2,1,0,1,1,1,0,1,0,115.71
1,1,3,0,0,0,1,0,0,0,87.624
3,1,1,1,0,0,1,1,0,1,32.376
4,1,1,0,0,1,0,1,0,0,24.87
2,1,2,0,1,0,1,0,1,1,45.698
2,3,1,0,0,0,0,1,1,1,80.43
4,1,3,0,1,1,0,0,1,1,24.558
2,2,1,1,0,0,1,0,0,0,65.846
4,2,3,1,1,0,0,0,1,1,29.14
3,2,3,1,0,0,1,0,1,0,42.554
4,3,3,0,0,1,1,0,0,1,50.82
2,1,1,1,0,1,0,1,0,1,47.218
4,3,1,1,1,1,1,0,1,0,40.842
3,2,1,1,0,1,0,1,1,1,40.706
4,3,3,0,1,0,0,0,1,1,39.512
4,1,2,1,1,1,0,0,1,1,22.452
2,2,2,0,0,1,0,0,0,0,65.926
2,1,2,1,1,1,1,1,1,0,46.038
3,1,1,1,0,0,0,0,0,1,29.428
3,3,3,1,0,1,0,1,1,1,52.586
3,3,1,1,0,1,1,0,0,1,66.864
1,3,3,0,0,1,0,0,0,0,167.394
3,1,3,1,1,1,1,0,1,1,30.266
4,2,2,1,1,1,1,1,1,0,31.662
4,2,3,1,1,0,0,0,1,0,29.412
4,2,2,0,0,0,1,0,1,0,32.44
3,2,1,0,0,1,0,0,0,1,45.892
1,2,2,0,0,0,1,0,1,0,117.256
2,1,1,0,1,0,0,1,0,0,48.992
2,1,3,1,1,1,1,1,1,0,45.858
4,1,3,0,0,0,1,1,0,1,25.474
3,1,2,0,0,1,1,1,0,0,34.114
2,3,3,1,0,1,1,0,0,1,93.232
1,3,1,1,1,0,1,1,0,0,183.172
1,3,1,1,0,1,1,0,0,1,172.726
4,3,3,0,0,1,0,0,0,1,46.574
2,2,3,1,1,1,1,0,1,1,59.786
3,3,1,1,1,1,1,0,1,1,56.06
1,2,3,1,0,1,1,0,1,0,112.784
4,2,3,0,0,1,1,0,0,1,37.032
3,1,3,1,0,0,0,1,0,1,31.7
4,2,2,0,0,0,1,1,0,1,38.548
3,2,3,1,1,1,1,1,0,0,50.296
1,3,2,1,0,1,0,0,0,1,158.464
3,2,1,0,0,0,1,1,1,0,46.258
4,2,2,1,1,1,1,0,1,1,30.64
2,1,2,1,1,1,1,0,0,1,42.83
4,3,2,1,0,1,0,1,1,0,39.554
3,2,3,1,1,0,1,0,1,1,41.866
4,3,3,0,1,0,0,1,0,0,48.562
2,3,1,0,1,1,0,0,1,0,74.416
2,2,1,1,0,0,0,0,1,0,55.582
4,3,1,0,0,1,0,1,1,1,41.082
1,2,3,1,1,0,0,1,1,0,111.634
2,3,1,1,0,0,1,0,1,1,80.912
4,2,2,0,1,0,0,0,1,1,30.228
4,3,1,0,1,0,1,0,0,0,48.99
3,2,3,0,1,1,0,0,1,1,40.426
1,1,1,0,0,1,1,0,1,1,86.602
2,1,1,1,0,1,0,0,1,0,42.786
3,2,2,0,0,1,0,1,1,0,42.726
1,3,1,1,1,0,0,1,0,1,171.77
