new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,3,3,0,0,1,1,1,1,1,61.614
1,1,2,1,1,1,1,1,0,1,87.328
1,3,1,1,1,1,1,0,1,0,149.054
2,2,1,1,1,1,0,1,1,1,58.836
3,1,3,0,1,0,1,1,0,0,33.798
1,1,1,0,1,1,1,0,0,0,84.826
2,2,3,0,0,0,1,0,1,1,63.274
3,2,2,0,1,1,0,1,1,1,42.544
1,1,1,1,0,0,0,0,0,0,80.742
2,2,3,0,1,1,0,0,0,1,65.308
3,1,1,0,1,1,0,0,0,0,30.642
2,3,3,1,0,0,1,1,1,1,84.936
3,2,3,0,1,0,0,1,1,0,42.51
3,1,2,1,0,0,0,1,1,1,31.676
3,2,2,0,1,1,0,1,0,0,49.462
3,2,1,0,1,1,0,1,1,1,42.624
2,3,2,1,1,1,1,1,0,1,98.686
4,2,3,0,1,1,0,0,0,0,34.49
1,1,1,0,0,0,1,0,1,0,86.526
4,1,3,0,0,1,1,0,1,0,25.768
3,1,2,0,0,0,0,0,0,1,31.756
2,1,1,0,0,0,1,1,0,1,50.448
2,3,3,0,1,0,0,1,1,0,80.134
4,3,2,1,1,1,1,0,0,0,47.44
3,2,3,1,0,0,1,0,0,0,48.088
1,1,3,1,0,1,1,0,0,1,82.738
1,3,2,0,1,0,0,1,1,1,153.088
3,3,1,1,0,0,1,0,0,0,66.636
4,3,2,0,1,0,1,0,1,1,42.906
1,3,3,1,0,1,1,1,0,0,185.71
1,1,3,0,1,0,1,1,0,0,93.47
2,2,1,0,1,1,1,0,0,1,69.046
1,3,3,0,0,0,0,1,1,0,153.41
4,2,1,1,0,1,1,1,0,0,36.338
3,2,1,0,1,0,0,1,1,1,42.664
3,1,3,1,1,1,1,0,1,0,30.302
1,2,1,0,0,1,1,0,1,1,117.018
3,3,3,1,0,0,0,1,0,0,63.816
3,3,3,0,0,1,1,1,1,1,61.614
1,3,3,1,1,1,1,1,0,1,184.508
1,2,2,0,0,0,1,0,0,0,131.054
4,3,2,1,0,1,0,0,1,0,37.932
2,3,2,0,0,1,1,1,1,1,88.004
1,1,3,0,1,0,0,1,0,0,92.748
2,1,2,0,1,0,0,0,1,1,45.196
1,3,2,0,0,0,0,0,1,0,142.6
2,3,3,1,0,0,0,1,1,0,77.526
2,1,3,0,0,1,1,1,1,0,50.198
4,3,2,0,1,0,1,1,1,0,44.456
2,3,1,1,0,1,0,0,0,0,83.836
4,2,1,0,0,0,1,1,1,1,33.658
3,2,3,0,1,0,0,0,1,1,40.5
1,3,1,1,0,1,1,1,0,0,185.524
1,3,1,0,0,0,1,1,0,0,193.886
4,3,2,1,1,0,1,1,1,1,42.696
4,3,3,0,0,0,0,1,0,1,49.52
4,1,1,0,0,0,0,0,0,0,23.434
4,1,1,1,1,1,1,1,1,1,23.546
4,3,2,1,0,1,1,1,0,1,50.748
3,1,2,0,1,0,1,1,1,1,33.76
1,3,2,0,1,0,1,0,1,0,155.784
4,3,3,0,0,0,1,0,1,0,44.026
3,2,2,0,1,0,1,0,1,1,43.454
3,2,2,1,1,0,0,1,0,0,46.368
1,2,1,0,1,1,1,0,1,0,115.71
2,1,1,0,1,0,1,1,0,1,49.83
1,1,1,1,0,1,0,0,1,1,80.704
3,2,3,0,1,0,1,1,0,0,53.552
2,1,1,1,1,0,0,1,0,0,45.512
4,2,3,0,0,0,0,0,1,0,31.284
3,1,1,1,1,0,1,0,1,1,29.188
1,1,1,1,1,0,1,1,0,0,86.72
3,2,2,1,0,0,0,1,1,1,40.592
1,1,3,1,0,0,1,1,1,0,88.9
3,2,3,1,1,1,0,0,0,0,43.608
3,3,2,1,1,1,0,0,0,1,58.122
1,2,1,0,0,1,0,0,0,1,123.054
1,1,1,0,0,0,0,0,1,0,85.394
1,3,2,0,0,1,0,0,1,1,142.08
1,3,1,1,1,0,0,1,1,0,146.25
2,1,3,1,0,1,1,0,0,0,44.616
3,3,3,1,0,0,1,1,1,1,59.366
4,2,1,0,0,0,0,0,0,0,33.69
3,1,3,1,0,1,1,1,0,0,31.88
1,1,3,1,0,0,1,0,0,1,82.914
2,3,2,0,1,0,1,1,0,1,103.692
3,3,3,0,0,1,0,0,0,1,62.768
3,1,3,0,1,1,0,0,1,1,31.768
2,2,1,0,1,0,1,0,1,0,61.788
4,2,2,1,1,1,1,0,0,0,34.208
2,2,1,1,1,1,0,0,1,1,54.416
1,3,3,0,0,0,0,1,1,0,153.41
2,1,1,0,0,0,1,0,1,0,46.482
4,2,1,1,1,0,1,1,1,1,31.648
2,1,3,1,1,0,0,0,0,1,42.716
3,3,2,0,0,0,1,0,1,0,59.122
2,1,3,1,1,1,0,0,0,0,42.906
4,3,3,1,0,1,1,0,0,1,48.272
4,1,1,1,0,1,0,0,0,0,22.142
2,2,2,0,0,0,1,0,0,0,70.284
