new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,0,1,0,0,0,512,5,337.4748
0,0,1,1,1,1,1024,0,337.4748
1,1,1,2,1,1,1024,9,337.4748
0,1,1,0,0,1,4096,0,32.8334
0,0,1,1,0,0,4096,0,337.4748
0,2,1,1,1,0,1024,5,337.4748
1,1,2,1,0,0,4096,5,337.4748
0,0,1,1,1,0,1024,9,337.4748
0,2,2,1,0,0,512,1,165.4646
0,1,1,2,0,0,1024,0,337.4748
1,1,1,0,1,1,2048,0,32.7488
0,1,1,0,0,0,4096,1,337.4748
0,2,1,1,1,0,512,5,337.4748
0,0,2,0,1,1,512,0,166.063
0,2,1,1,1,1,512,1,337.4748
1,1,2,1,0,1,2048,1,337.4748
1,2,1,1,1,1,512,5,337.4748
1,1,1,2,0,1,4096,9,337.4748
0,0,2,0,1,0,512,1,337.4748
0,2,2,0,0,1,4096,1,166.7608
1,0,2,2,1,0,512,9,337.4748
0,1,1,1,0,0,2048,1,337.4748
1,1,2,0,0,0,4096,9,337.4748
1,2,2,1,1,0,2048,0,337.4748
0,2,2,1,1,0,4096,9,165.8492
1,0,1,0,0,0,1024,9,337.4748
1,0,1,1,0,0,4096,9,337.4748
1,2,1,1,0,1,1024,0,337.4748
1,2,2,1,0,1,4096,1,166.9868
0,0,1,1,0,1,4096,0,337.4748
1,2,1,0,0,0,512,5,166.6294
1,2,2,1,1,0,512,1,163.4228
1,0,2,2,0,0,512,9,337.4748
0,1,2,2,1,1,2048,5,337.4748
0,2,2,1,1,1,4096,1,166.339
1,0,2,0,1,0,4096,1,337.4748
0,1,1,2,1,0,2048,0,337.4748
1,1,2,1,0,1,4096,5,337.4748
0,2,1,1,1,0,2048,1,337.4748
1,2,2,2,0,1,2048,5,164.538
0,0,1,0,0,0,2048,1,337.4748
0,0,2,1,0,0,4096,5,337.4748
1,1,2,0,1,0,1024,1,337.4748
1,2,1,0,0,1,2048,1,168.2004
0,0,1,2,1,1,512,5,337.4748
0,0,1,1,1,1,2048,9,337.4748
1,0,1,0,0,0,1024,5,337.4748
1,0,1,0,0,1,512,0,166.8032
0,1,1,0,1,0,1024,5,337.4748
0,0,1,1,0,0,512,9,337.4748
0,2,2,0,0,1,1024,9,164.231
1,0,1,1,1,0,4096,0,337.4748
1,2,2,0,0,1,2048,0,337.4748
0,0,1,2,1,0,1024,9,337.4748
0,0,2,1,1,0,512,1,337.4748
0,2,1,2,0,1,512,9,337.4748
1,0,2,0,0,0,4096,0,164.1756
1,1,2,1,0,0,1024,1,337.4748
0,2,1,0,0,0,1024,1,167.5178
0,0,2,0,1,0,1024,1,337.4748
1,0,2,0,0,0,4096,9,337.4748
0,0,2,0,1,1,2048,5,337.4748
1,1,2,0,0,1,512,5,337.4748
0,0,1,1,0,0,2048,9,337.4748
0,1,2,2,1,0,4096,1,337.4748
1,0,1,0,1,0,1024,9,337.4748
1,2,2,0,1,1,2048,1,165.4646
0,2,2,2,0,0,1024,5,165.2936
0,2,1,0,0,1,4096,1,167.9556
0,1,2,0,1,1,1024,5,337.4748
1,1,2,0,1,1,1024,0,32.0384
0,2,2,0,0,0,512,1,164.9276
0,0,2,1,1,1,2048,0,166.6984
0,1,1,1,1,0,2048,9,337.4748
1,2,2,0,0,1,2048,1,164.6884
1,0,2,0,1,0,4096,0,167.101
1,0,1,1,1,0,2048,9,337.4748
0,1,2,1,0,0,2048,1,337.4748
0,0,1,0,1,0,4096,1,337.4748
0,2,2,0,0,1,1024,1,165.314
1,2,1,2,1,0,512,0,337.4748
0,2,2,0,0,0,1024,0,337.4748
1,0,2,1,1,0,2048,9,337.4748
0,2,2,2,1,1,1024,1,166.6378
1,2,2,0,1,1,4096,0,337.4748
1,1,2,1,0,1,2048,1,337.4748
1,1,1,1,0,1,2048,5,337.4748
1,1,2,2,0,0,4096,5,337.4748
1,2,2,0,0,0,4096,0,337.4748
1,0,2,0,1,1,4096,9,337.4748
1,2,1,0,0,0,2048,0,337.4748
1,0,1,2,0,0,512,5,337.4748
0,2,1,0,1,0,512,9,165.5856
0,2,2,1,0,0,1024,9,166.5906
0,1,1,1,1,1,4096,9,337.4748
1,0,1,2,0,0,4096,5,337.4748
1,0,1,2,1,1,1024,5,337.4748
1,2,2,2,0,1,512,0,337.4748
1,1,1,2,1,1,512,5,337.4748
0,0,1,0,1,0,4096,1,337.4748
