new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,0,2,0,1,1,512,0,165.6214
1,1,1,2,1,0,512,0,337.4748
1,0,2,1,1,1,512,0,164.3898
1,1,1,1,1,1,1024,1,337.4748
1,0,2,1,1,1,2048,9,337.4748
1,0,2,0,1,1,4096,0,165.9072
1,1,2,0,1,0,1024,5,337.4748
1,0,2,2,0,0,1024,9,337.4748
0,2,1,1,1,0,2048,0,337.4748
1,2,2,1,0,0,4096,1,165.3456
0,0,1,0,0,0,1024,9,337.4748
1,1,1,1,0,0,1024,9,337.4748
1,0,2,2,1,1,1024,5,337.4748
0,0,1,0,1,0,512,9,337.4748
0,1,2,1,0,0,2048,0,31.6962
0,2,2,1,1,0,1024,0,337.4748
1,2,1,2,1,0,2048,1,337.4748
0,2,2,1,0,0,512,0,337.4748
1,2,2,1,1,0,4096,9,167.6246
1,2,1,1,1,0,4096,1,337.4748
0,0,2,0,1,0,2048,0,163.7926
0,0,1,2,1,0,2048,1,337.4748
1,1,2,2,1,1,1024,0,32.0974
1,1,2,0,0,0,4096,1,337.4748
1,1,2,0,1,1,1024,5,337.4748
0,0,2,0,0,1,1024,9,337.4748
1,0,2,1,1,1,2048,5,337.4748
1,1,1,0,1,1,1024,5,337.4748
0,0,1,2,0,1,2048,9,337.4748
0,1,2,1,0,1,512,9,337.4748
0,0,2,2,0,1,4096,9,337.4748
1,1,1,1,1,1,512,5,337.4748
0,2,2,2,0,1,2048,1,164.6412
1,2,2,0,1,0,4096,1,166.8476
0,2,2,2,0,0,4096,9,164.3828
0,2,2,0,0,0,1024,1,165.1946
0,2,1,0,0,0,2048,0,337.4748
0,2,2,0,1,0,512,9,162.5204
1,0,2,2,0,0,512,5,337.4748
0,1,1,1,0,1,512,0,337.4748
1,0,1,2,0,0,512,0,337.4748
1,1,1,2,0,0,512,0,337.4748
1,1,1,2,0,0,512,5,337.4748
0,2,2,1,0,0,2048,9,165.6608
1,2,2,2,0,0,2048,9,166.5826
0,0,1,1,0,0,512,9,337.4748
0,1,1,2,1,1,512,0,337.4748
1,0,2,1,0,1,512,0,165.4614
1,1,2,0,1,0,2048,0,31.7862
0,0,1,2,1,1,512,5,337.4748
1,1,1,0,0,0,512,9,337.4748
1,1,1,0,1,0,2048,0,32.39
0,2,2,0,1,1,512,9,164.6706
1,1,2,0,0,0,512,0,31.6822
1,0,2,0,1,0,512,9,337.4748
0,2,2,0,0,1,512,5,164.7842
1,0,1,2,1,0,1024,0,337.4748
0,1,1,2,0,0,1024,9,337.4748
0,0,1,1,1,0,4096,5,337.4748
1,2,2,0,0,0,2048,0,337.4748
1,1,1,1,1,1,4096,5,337.4748
1,0,1,2,0,0,512,9,337.4748
0,0,1,2,1,1,2048,9,337.4748
1,2,1,2,1,1,1024,0,337.4748
1,0,2,1,1,1,2048,5,337.4748
0,1,1,2,1,0,2048,1,337.4748
1,2,1,2,1,1,2048,1,337.4748
0,0,2,2,0,1,1024,0,166.138
0,0,1,2,1,0,1024,9,337.4748
0,2,1,2,1,1,2048,0,337.4748
1,1,2,2,0,1,512,0,31.8482
0,1,2,0,1,0,4096,1,337.4748
1,2,2,2,0,1,4096,1,167.0054
0,2,1,1,1,0,512,0,337.4748
1,1,2,0,1,0,4096,0,31.8582
0,1,2,2,0,1,1024,0,31.926
0,0,2,2,0,1,2048,9,337.4748
1,2,2,1,1,1,512,1,165.4138
1,0,1,0,1,1,4096,9,337.4748
1,0,1,1,0,1,4096,5,337.4748
1,2,2,1,1,1,512,0,337.4748
0,0,1,1,1,0,1024,1,337.4748
1,0,2,0,1,1,1024,0,165.6808
1,1,1,2,0,0,4096,5,337.4748
0,1,1,1,0,1,4096,0,337.4748
1,1,1,1,0,0,1024,9,337.4748
1,2,2,1,0,0,512,0,337.4748
0,1,1,0,1,1,4096,9,337.4748
1,0,2,2,0,1,512,0,163.7938
1,2,1,0,0,1,4096,1,168.1812
0,1,1,0,0,0,512,0,32.1214
1,2,1,2,0,1,1024,1,337.4748
0,0,1,1,0,0,4096,1,337.4748
1,0,1,1,0,1,512,0,337.4748
0,0,2,0,1,0,4096,5,337.4748
1,2,2,2,0,1,2048,5,164.538
0,1,1,2,1,0,512,0,337.4748
0,2,1,2,1,0,1024,0,337.4748
1,1,2,2,1,1,2048,5,337.4748
1,1,2,0,0,0,4096,9,337.4748
