ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,82961.2
0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,78209.4
1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,95411.0
1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,66469.0
0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,89836.4
1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,86546.4
0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,68244.6
1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,69602.6
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,63574.6
1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,76108.0
0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,81221.8
0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,71304.4
0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,67750.2
1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,91094.0
0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,59599.4
0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,77738.2
1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,77894.0
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,74155.8
0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,67103.4
1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,72934.2
1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,63338.8
0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,66258.0
1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,75784.6
1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,60927.0
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,82039.0
1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,66677.4
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,69572.2
0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,76106.2
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,92106.4
0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,87426.8
1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,57150.6
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,80773.2
1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,80733.2
1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,96004.4
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,69724.0
0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,86954.0
0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,80967.0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,76793.4
0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,70486.6
0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,80316.4
1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,80451.0
0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,81536.6
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,59719.8
0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,83389.0
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,88145.4
1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,77340.0
0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,63227.6
1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,90764.4
1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,78926.2
1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,84326.0
0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,82806.8
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,88872.6
0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,68180.2
1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,68806.6
0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,84154.8
1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,71284.8
1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,66361.2
