WindowSize,CompressionLevel,Performance
15,6,5.306
20,6,10.658
16,7,6.998
10,4,3.02
18,2,2.094
16,3,2.508
14,0,1.472
22,6,10.266
22,9,34.292
12,7,5.266
21,9,23.614
12,1,1.542
18,0,1.628
21,3,2.512
14,4,2.894
14,0,1.472
11,1,1.526
15,9,8.084
19,8,11.508
22,0,1.596
10,11,363.346
21,11,244.72
10,9,6.246
14,8,6.086
20,5,7.45
17,9,10.152
20,7,12.338
16,1,1.598
18,5,6.714
23,7,20.474
15,9,8.084
15,7,6.39
23,7,20.474
10,1,1.666
18,8,9.684
11,8,5.042
15,0,1.534
14,1,1.46
24,10,392.744
15,8,6.738
24,3,2.478
21,5,7.272
16,8,7.548
13,1,1.514
11,7,5.078
23,2,2.032
22,3,2.5
11,3,2.476
18,3,2.562
19,5,7.372
21,10,244.734
23,2,2.032
18,6,7.51
12,3,2.426
10,1,1.666
12,9,6.47
15,10,291.618
22,10,256.21
17,2,2.102
12,0,1.528
18,8,9.684
14,2,1.9
18,9,11.954
11,11,343.996
23,0,1.556
10,6,3.386
16,0,1.59
20,10,246.512
17,8,8.454
16,0,1.59
12,3,2.426
22,0,1.596
17,7,7.636
14,6,4.874
10,0,1.662
17,5,5.886
17,6,6.34
16,8,7.548
14,8,6.086
23,0,1.556
24,1,1.57
23,1,1.572
14,8,6.086
14,11,301.078
24,6,10.176
19,0,1.614
19,7,10.05
11,9,6.286
12,11,328.552
16,5,5.392
15,9,8.084
24,4,2.708
20,11,246.08
24,3,2.478
24,7,20.228
20,5,7.45
12,11,328.552
16,9,9.094
24,6,10.176
19,2,2.1
