ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,69185.0
0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,74581.2
0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,82863.0
0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,71098.4
0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,74724.6
1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,93783.4
1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,83585.4
1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,82364.4
0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,70025.2
1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,81296.0
1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,90082.2
1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,61564.4
1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,83077.0
0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,81866.8
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,74595.4
0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,90090.2
0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,69927.4
1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,81017.4
0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,72073.2
0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,77048.6
0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,81800.4
1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,66506.4
0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,96540.8
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,81151.0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,61479.8
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,62228.4
0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,92253.4
0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,72974.6
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,78789.8
0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,81666.0
0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,66666.4
1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,87208.6
0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,89722.4
1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,75519.6
0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,87292.0
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,91400.4
1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,67918.8
1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,91245.0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,57982.6
0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,74743.4
1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,83183.0
1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,82973.0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,56619.2
0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,63224.8
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,63042.8
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,72178.4
0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,70543.8
1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,81896.6
0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,87201.8
0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,72843.4
1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,62968.8
0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,82798.8
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,68380.6
0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,71719.2
0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,77722.6
1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,81296.8
0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,79774.0
1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,84785.8
1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,69637.4
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,68356.6
0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,72653.8
1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,67542.2
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,68538.6
1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,82967.2
0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,85361.0
0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,79084.0
1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,69599.0
1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,88989.4
1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,87607.2
0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,76569.8
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,74324.2
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,88302.6
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,72026.4
1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,70061.6
0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,78682.0
1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,74406.2
0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,74216.0
0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,86658.6
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,98942.4
0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,93836.6
0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,85359.0
1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,66291.2
1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,88231.0
0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,80220.4
1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,71778.0
1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,87717.0
1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,85858.2
1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,85594.8
1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,67577.0
0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,77726.6
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,97496.6
1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,62106.6
0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,89917.6
0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,83211.8
1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,66704.8
1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,83905.6
0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,67428.8
1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,69987.0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,61274.6
0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,73201.0
