ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,90774.0
1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,62614.0
1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,60862.0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,65749.0
1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,84403.4
0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,79689.0
0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,84361.8
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,88136.2
1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,88736.6
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,73512.8
1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,72210.0
0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,93442.2
0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,100345.2
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,80787.2
1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,79894.6
0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,74243.0
1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,71257.0
1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,77796.8
1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,67893.2
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,66048.4
1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,85027.0
0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,80217.4
0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,73827.0
1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,74804.4
1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,77189.2
0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,80273.2
1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,74080.6
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,67390.6
1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,75253.8
0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,79271.0
1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,82571.2
0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,84716.6
1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,84574.6
0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,87945.8
1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,66608.6
0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,60354.2
1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,93715.6
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,79318.6
0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,78651.4
1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,66140.4
1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,86996.8
1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,67755.2
1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,67003.4
1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,99644.6
1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,77744.2
1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,71397.6
0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,100067.2
0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,90650.8
0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,83791.4
1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,86782.0
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,68995.8
1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,72123.2
0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,77724.8
1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,69203.8
0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,77162.8
1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,80624.8
0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,83941.8
