WindowSize,CompressionLevel,Performance
17,0,1.606
20,5,7.45
14,0,1.472
13,0,1.514
21,0,1.604
16,5,5.392
10,10,363.364
24,11,394.158
11,5,3.49
11,1,1.526
19,10,258.558
24,2,2.04
23,2,2.032
12,9,6.47
13,0,1.514
13,3,2.37
16,1,1.598
15,6,5.306
21,3,2.512
15,7,6.39
17,5,5.886
11,7,5.078
12,8,5.318
14,8,6.086
12,8,5.318
23,9,63.68
19,9,14.048
18,7,8.628
23,3,2.478
10,3,2.616
15,1,1.52
24,10,392.744
19,10,258.558
21,3,2.512
20,0,1.63
23,8,37.284
24,3,2.478
13,10,313.652
20,11,246.08
24,1,1.57
20,1,1.636
23,9,63.68
21,1,1.598
19,3,2.552
14,10,301.488
20,6,10.658
10,1,1.666
18,11,279.692
11,5,3.49
19,1,1.604
23,11,315.238
23,11,315.238
17,1,1.612
14,8,6.086
12,9,6.47
12,2,1.988
23,1,1.572
18,4,2.824
10,8,5.046
18,3,2.562
10,4,3.02
23,5,7.178
10,10,363.364
21,0,1.604
19,9,14.048
16,7,6.998
23,10,318.954
22,9,34.292
17,9,10.152
23,1,1.572
11,4,3.04
10,5,3.306
20,4,2.808
14,11,301.078
24,6,10.176
15,2,1.972
12,10,328.816
12,1,1.542
11,8,5.042
12,3,2.426
24,1,1.57
23,4,2.726
24,3,2.478
22,7,19.626
23,10,318.954
15,1,1.52
15,7,6.39
16,6,5.77
18,10,279.698
14,11,301.078
22,9,34.292
16,5,5.392
21,0,1.604
12,10,328.816
19,5,7.372
14,7,5.896
14,1,1.46
17,10,307.144
22,11,259.594
18,7,8.628
