ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,78350.0
1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,88138.6
1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,86083.4
0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,86259.8
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,75097.6
1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,94152.2
0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,77435.8
1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,72952.6
0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,93208.8
1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,91602.0
0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,76579.0
1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,83320.2
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,62254.6
1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,75522.2
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,62977.4
0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,58878.0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,58200.0
1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,85449.8
1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,94936.0
0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,68391.2
1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,88947.0
1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,96861.6
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,90570.8
1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,94452.6
1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,61879.4
1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,94736.0
0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,83070.4
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,77299.8
0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,76953.8
0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,84572.2
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,75695.8
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,80445.6
1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,68613.4
0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,74374.4
1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,86371.6
1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,69962.6
1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,82519.2
0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,73476.4
1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,81076.8
1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,80290.4
0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,80642.8
1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,78735.4
0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,73289.2
0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,81659.2
0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,73958.2
0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,91210.4
1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,78711.4
0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,93530.2
1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,85309.8
0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,85719.2
0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,59077.2
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,76583.0
1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,73845.8
1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,69487.8
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,60270.4
0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,79204.8
0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,91165.4
1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,75796.6
0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,76334.0
1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,76321.4
0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,82536.2
0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,69865.8
0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,60228.4
0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,64770.0
0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,84766.0
0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,85706.2
1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,89861.8
0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,66541.8
