new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,1,1,0,1,10,64,8,121411.4
3,0,1,1,0,0,4,10,48070.0
1,0,1,0,0,40,1024,0,17715.8
5,0,0,0,1,100,512,0,9269.0
4,1,1,0,0,80,2048,10,112650.8
5,0,1,0,0,80,2,6,47666.4
4,1,1,0,1,0,4096,2,11895.6
2,1,1,1,0,90,16,8,105357.8
1,1,1,0,0,0,2048,0,17960.8
2,0,1,0,1,10,4096,10,99876.8
2,1,0,1,0,30,64,4,11963.2
4,0,1,1,0,80,2048,2,35948.2
5,0,0,0,0,10,4096,6,47461.6
2,0,1,0,0,100,2048,0,4660.8
5,0,1,0,1,0,2,2,9261.2
5,1,1,1,0,60,1,10,299149.2
1,1,0,1,0,40,1024,8,102962.2
1,0,0,0,0,80,128,6,89859.6
4,1,0,0,0,80,512,4,12775.6
1,0,0,1,0,60,1024,10,102572.2
2,1,1,1,0,70,512,6,91038.6
1,0,1,0,1,100,2048,4,11724.2
3,1,1,0,0,100,1024,6,10542.4
1,0,1,0,1,10,2,8,80178.2
2,0,1,0,1,50,4096,0,4867.0
2,0,1,0,1,60,2048,2,4723.2
4,1,0,1,0,100,16,4,43785.8
4,1,1,0,0,10,4096,10,144205.2
3,1,0,0,0,30,4096,2,12347.8
5,0,0,0,1,30,1,0,9130.0
2,1,0,1,1,30,64,4,11992.4
3,1,1,0,1,30,64,0,11993.2
1,0,0,1,0,0,4,8,131578.6
2,0,1,1,0,60,256,4,11843.6
1,0,1,0,0,20,64,6,89330.0
3,0,1,0,1,40,2048,10,48613.2
1,0,1,0,1,100,1024,0,17745.6
4,1,0,0,1,40,1,4,20229.4
5,1,1,0,1,60,64,4,9153.0
5,1,0,1,0,20,2048,2,9263.0
2,0,0,1,1,0,512,2,17825.4
1,1,1,1,0,20,512,2,17803.6
4,0,0,1,0,80,2048,0,35737.0
1,1,0,1,1,10,4096,10,105616.8
2,0,0,1,1,30,32,8,103757.8
3,1,1,1,1,30,2048,10,48853.4
3,1,0,0,1,40,4096,10,48842.8
3,1,1,0,1,50,256,4,12268.4
4,1,1,0,1,0,8,10,274682.2
5,0,0,1,1,50,4,4,9267.4
3,1,1,1,1,80,4,8,37515.0
5,1,0,1,1,60,128,10,301223.0
3,0,0,1,0,70,16,4,12237.8
5,1,0,1,1,30,2048,10,302103.8
2,1,1,1,0,60,128,2,17712.6
1,0,0,0,1,90,1024,10,100868.8
5,0,0,0,0,50,4096,0,9245.4
5,1,1,0,0,30,512,0,9238.8
5,0,0,0,0,0,32,8,120875.4
4,0,0,0,0,70,8,10,145498.8
4,1,0,1,0,70,256,10,416894.0
5,0,0,1,0,10,256,8,121475.6
5,1,1,0,1,20,128,6,47593.6
1,1,0,1,0,100,1024,8,102671.2
3,1,0,0,1,50,4096,2,12161.6
1,1,1,0,1,80,64,0,17704.2
3,0,0,1,0,70,512,6,10748.2
1,1,0,0,0,80,4096,6,89540.6
4,1,0,1,1,100,1,2,35595.8
5,0,1,1,1,0,2,6,47210.6
5,0,0,0,0,100,4,6,47451.6
2,0,1,0,1,80,8,10,86023.6
5,0,0,1,1,0,128,8,120589.6
4,0,0,0,1,100,8,10,146002.4
4,0,1,1,1,50,8,0,35545.8
4,0,1,1,0,60,2048,4,43527.0
1,1,1,1,1,10,128,4,12393.0
5,1,0,1,1,20,2048,0,9199.0
1,1,1,0,1,60,128,2,17752.2
1,0,1,0,0,0,4,8,85420.4
5,0,1,0,0,50,1024,2,9122.6
4,0,1,1,0,30,2048,8,124675.4
1,0,1,1,1,80,4096,4,11821.6
1,0,1,0,0,90,2,2,17655.0
5,1,0,1,0,20,32,0,9223.4
3,1,1,0,0,10,128,10,50261.6
3,0,0,1,1,90,16,10,47511.4
5,1,1,0,1,0,16,4,9242.2
3,1,1,1,1,80,32,0,12222.2
2,0,0,1,0,10,4,0,17686.0
5,1,0,1,1,10,64,8,121461.0
2,1,1,0,1,0,64,2,11401.2
2,1,0,1,1,20,8,4,12245.2
2,1,1,1,0,90,64,0,17658.6
3,1,1,1,0,50,1,6,18085.6
4,1,1,0,0,0,4,0,11861.8
3,0,1,1,0,80,16,10,47969.8
5,1,1,0,0,80,1024,2,9191.4
3,0,0,1,0,20,4,10,46711.6
2,1,0,1,0,30,1,8,125378.2
