ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,86600.8
1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,82786.8
1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,80524.2
0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,65831.0
1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,70257.4
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,80982.0
0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,82914.0
1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,61248.8
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,69679.0
1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,75324.8
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,61784.0
1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,88879.6
0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,72550.6
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,65586.8
1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,89770.6
1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,80066.8
1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,85278.6
0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,73492.2
0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,83108.4
1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,89025.0
1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,73915.0
0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,82457.8
1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,90138.4
1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,89984.2
1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,78528.0
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,67272.6
1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,85304.6
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,89722.4
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,88164.2
1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,65179.6
1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,74668.6
1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,74497.0
1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,84150.4
1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,77863.4
