new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,1,1,0,1,0,0,0,1,0,30.528
4,2,1,1,0,0,1,1,1,1,32.044
4,3,1,1,1,0,1,1,0,0,50.002
2,3,1,0,0,1,0,1,1,0,80.32
4,3,2,0,0,1,0,0,0,1,46.02
2,3,2,1,0,0,0,1,1,0,77.522
3,1,2,1,1,1,0,0,0,1,29.312
3,1,3,1,0,1,0,1,1,1,31.768
4,2,1,0,0,0,0,1,0,1,36.406
1,2,3,0,0,1,0,1,1,0,118.65
3,1,2,0,0,0,0,0,1,1,31.704
3,1,3,0,1,0,1,1,1,0,33.586
2,1,3,1,0,1,0,0,1,0,44.036
4,3,3,0,0,0,1,1,1,1,44.852
4,3,1,1,1,1,1,0,0,1,46.682
2,3,3,0,1,0,1,0,1,1,83.952
3,1,3,0,1,0,0,0,1,1,31.652
3,3,3,1,0,1,1,1,0,1,71.806
2,1,1,0,1,1,1,1,0,1,49.694
1,3,2,0,1,1,0,1,0,0,180.844
4,2,3,1,1,1,1,0,1,0,31.458
2,3,1,1,0,0,0,1,1,0,77.518
2,1,2,1,1,0,0,1,0,0,45.496
3,1,1,1,1,1,1,0,0,0,29.174
3,3,1,1,1,1,0,1,1,1,52.294
1,2,1,1,0,1,1,1,1,0,118.986
4,1,1,1,1,0,1,0,0,0,22.018
2,3,2,1,1,1,0,0,1,0,72.158
2,1,3,1,1,0,0,0,0,0,42.996
1,2,2,0,1,0,1,1,0,0,139.71
4,2,2,1,1,0,0,1,1,1,29.914
4,1,3,0,0,0,1,0,0,1,25.094
2,3,3,0,1,1,1,1,1,0,87.552
1,2,3,1,1,1,1,0,1,0,111.342
4,1,1,1,1,1,0,0,1,0,21.698
4,1,1,1,0,0,1,1,1,0,23.93
1,3,3,0,0,1,1,1,1,1,165.32
2,3,1,1,1,1,0,0,1,0,71.512
4,1,1,1,1,1,1,1,0,0,23.178
2,1,2,1,1,1,1,1,1,0,46.038
1,2,1,0,1,1,1,0,1,1,116.314
3,1,1,1,1,0,0,0,1,1,28.428
4,1,3,1,0,1,0,0,0,0,23.6
3,3,3,0,0,1,0,1,0,1,67.88
2,2,3,0,1,1,1,0,0,0,69.676
3,1,2,0,0,0,0,1,0,0,33.74
1,1,3,0,1,0,0,1,1,1,93.4
3,3,1,0,0,1,0,0,1,1,51.178
4,2,1,0,0,0,1,1,0,1,38.314
4,2,1,0,1,1,0,1,0,1,36.328
3,2,2,0,1,1,0,1,1,0,42.572
4,2,3,0,0,0,0,1,1,1,31.748
1,2,2,1,1,1,0,0,1,0,103.938
4,3,1,1,0,1,0,0,1,0,37.184
3,3,1,1,0,1,1,1,1,1,59.118
3,2,1,0,0,0,0,1,0,0,50.298
2,1,1,0,0,0,1,0,0,1,46.34
1,2,3,1,0,0,1,1,1,1,119.416
4,2,3,0,0,0,1,1,1,1,33.976
4,3,2,1,0,0,0,0,0,0,43.528
3,2,3,0,0,0,1,1,0,1,53.974
1,3,1,1,0,1,0,0,0,0,158.204
1,1,1,1,0,0,0,0,1,0,80.744
1,1,3,0,0,1,1,0,0,0,87.706
2,3,1,0,1,0,1,1,0,0,103.084
4,2,2,1,1,0,1,1,1,1,31.878
3,3,3,1,1,0,1,0,1,1,56.774
2,3,3,0,1,1,1,0,1,1,83.902
4,3,3,1,0,1,1,1,1,0,42.986
2,1,1,1,1,0,1,0,0,0,42.304
3,2,3,0,1,1,0,0,0,1,45.978
3,2,3,0,0,1,0,0,0,1,46.75
1,2,1,0,1,0,0,0,0,0,120.584
3,2,1,1,0,0,0,0,1,0,38.086
3,1,1,0,1,1,0,0,1,1,30.536
1,1,3,0,1,0,0,1,1,1,93.4
1,2,2,0,1,1,0,1,0,0,133.858
3,1,2,1,1,1,0,1,0,0,31.128
2,2,1,1,0,0,0,1,0,1,67.79
4,1,3,1,0,1,0,0,0,1,23.586
1,1,3,0,1,1,1,1,0,0,93.496
4,3,2,1,1,0,0,1,1,0,39.01
1,1,2,1,0,1,1,0,0,1,82.35
1,3,1,1,1,1,0,0,0,1,156.172
3,2,2,0,0,0,0,0,0,1,46.334
3,1,2,0,0,0,0,1,0,1,34.108
3,1,2,1,0,0,0,1,0,1,31.866
2,3,3,1,0,0,1,0,0,0,93.276
1,2,2,1,1,1,0,0,0,0,115.52
3,2,1,0,0,1,0,0,0,0,45.836
1,3,3,0,1,0,1,0,1,1,156.43
1,3,2,0,1,1,0,0,1,0,141.682
1,1,3,1,0,0,0,1,0,1,88.78
3,1,2,0,0,1,0,1,0,0,33.812
2,3,3,1,0,0,1,1,1,1,84.936
1,2,1,0,1,1,0,1,0,1,134.652
4,2,3,1,1,0,0,0,1,1,29.14
3,3,1,1,1,0,0,1,1,0,52.054
2,1,1,1,0,0,0,1,0,0,46.732
4,3,3,1,1,1,1,1,1,1,42.686
