new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,3,2,1,0,0,0,1,0,1,173.428
4,1,3,0,0,1,1,0,0,0,25.53
3,1,1,1,0,1,1,0,0,1,29.714
2,2,2,0,0,0,0,1,1,1,62.67
2,3,2,0,1,0,1,1,0,0,103.232
1,2,2,1,1,1,1,0,1,1,110.968
4,3,1,1,1,1,0,1,0,0,46.374
1,2,1,0,1,1,0,1,1,1,118.626
1,1,2,0,0,0,0,0,1,1,86.152
3,3,1,0,0,0,0,0,0,0,61.63
2,1,3,1,0,0,1,1,1,1,47.652
2,1,1,1,1,1,1,0,1,0,42.308
4,2,1,1,0,1,1,0,0,1,34.118
4,3,3,0,0,1,1,0,0,1,50.82
4,3,1,0,1,0,0,1,0,1,48.678
4,1,2,1,1,0,0,1,0,1,22.97
4,1,2,0,0,1,1,0,0,0,24.628
3,2,1,0,0,1,1,0,0,1,50.184
3,2,3,1,1,1,1,1,1,0,43.158
4,1,3,0,0,1,0,1,0,1,25.41
4,3,1,0,1,0,0,1,0,0,48.79
1,1,3,1,1,1,1,1,1,1,87.206
1,1,3,0,0,0,0,1,0,0,93.922
4,3,3,0,1,1,0,0,0,0,46.1
2,2,3,0,0,1,0,0,0,1,66.288
4,1,2,0,0,0,1,1,0,0,25.346
2,3,3,0,0,1,0,1,0,1,96.672
2,1,1,0,1,1,0,0,1,0,44.928
1,2,1,0,1,1,0,0,1,0,108.404
3,3,2,0,0,0,1,1,0,0,75.528
2,1,3,0,0,1,1,0,1,0,47.224
2,1,1,1,0,0,0,1,1,0,46.578
1,2,2,0,0,0,0,1,1,1,119.186
3,1,3,1,1,0,0,1,1,1,31.3
3,2,1,0,1,1,1,1,1,0,45.818
2,3,1,1,1,0,1,0,0,0,91.266
4,1,2,1,0,0,0,0,1,1,22.866
1,2,3,1,0,1,0,1,0,1,128.37
1,2,3,1,0,1,0,0,0,1,117.372
4,1,3,1,0,0,1,1,0,0,23.534
1,2,1,0,0,1,1,0,0,0,131.114
2,2,3,0,1,1,0,1,1,1,62.564
3,2,1,0,0,1,1,0,1,1,43.634
4,1,2,0,0,0,0,0,0,0,24.314
3,1,2,0,1,1,0,0,0,1,31.178
4,3,2,0,1,1,0,0,1,0,39.128
4,2,2,0,0,1,0,1,1,1,32.536
2,2,1,1,1,0,0,0,1,1,54.504
2,1,2,1,0,1,0,1,0,1,46.984
3,3,2,1,1,1,1,1,1,1,58.714
4,1,2,0,1,0,0,0,0,1,23.924
3,1,1,1,1,1,0,0,0,0,29.01
2,3,3,1,0,1,1,1,1,1,84.858
2,1,2,1,1,1,0,0,0,1,42.434
4,1,2,1,0,0,1,1,1,1,23.866
3,3,1,0,1,1,0,1,1,0,54.708
3,2,1,0,1,1,0,1,0,1,49.436
3,3,3,1,1,0,1,1,0,0,70.802
2,1,2,1,0,0,0,1,0,0,46.678
3,3,1,0,0,0,0,1,1,0,54.894
4,1,2,0,0,0,1,1,1,0,25.284
4,1,2,1,0,1,1,0,1,0,23.338
4,1,1,1,1,0,0,0,0,0,21.636
4,2,1,0,1,1,0,0,0,0,33.598
1,2,2,0,1,0,1,1,1,1,124.732
3,3,2,0,1,0,1,1,0,0,74.624
4,3,2,1,1,0,1,1,1,0,42.628
3,2,3,0,1,1,1,0,1,1,44.108
1,2,3,1,1,1,1,1,1,1,118.508
1,3,3,1,0,0,0,0,0,0,158.636
2,2,3,0,0,0,1,1,1,1,66.424
3,2,2,1,1,0,0,1,1,1,40.3
2,2,1,0,1,1,1,1,0,1,74.9
3,1,3,1,0,0,0,0,0,0,30.808
2,3,3,0,0,0,1,0,0,1,97.676
3,1,2,0,0,1,0,1,0,1,33.852
1,1,3,1,0,0,0,0,1,1,81.822
1,3,3,0,1,0,0,0,0,0,164.384
2,3,3,0,1,0,0,0,0,0,87.47
4,3,3,0,1,1,1,1,1,0,44.486
2,2,2,0,0,1,0,1,1,0,62.632
3,1,1,0,1,1,1,0,0,0,31.038
1,3,2,0,1,1,0,0,0,0,164.458
4,1,2,0,1,0,1,0,1,0,24.244
4,2,3,1,1,1,1,1,1,1,31.73
4,1,1,1,0,0,1,1,1,0,23.93
4,3,2,0,0,1,0,1,1,0,40.88
1,1,1,0,1,1,1,1,1,0,93.768
2,2,1,1,1,0,1,0,0,0,65.212
3,2,3,1,0,0,0,1,1,1,40.488
3,3,1,1,0,1,0,0,1,1,49.222
2,1,2,0,0,0,0,0,0,1,46.142
3,3,3,1,0,1,0,1,1,1,52.586
4,3,3,0,1,0,1,0,1,0,43.698
3,3,2,0,1,1,1,0,1,1,58.718
2,1,3,1,1,1,1,1,1,1,46.24
1,2,2,1,1,0,1,1,0,0,131.674
4,3,2,0,1,0,1,0,0,1,49.37
4,2,1,0,0,0,0,1,1,0,31.816
1,3,2,0,1,1,1,1,1,0,163.91
