new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,0,1,0,0,30,16,6,10994.4
2,1,1,1,1,30,64,2,17628.8
4,1,0,1,0,0,16,2,35662.6
1,1,1,0,0,40,256,6,89795.8
4,0,0,0,1,90,4,10,157724.2
4,1,0,1,0,60,256,0,35807.0
4,0,1,0,0,80,64,10,113657.2
1,1,0,1,1,20,2048,2,17722.4
2,0,1,1,0,10,2,0,17833.8
5,1,0,1,1,20,1,6,47316.2
2,0,0,1,1,20,4,8,114018.6
4,0,1,1,0,20,256,6,48749.8
1,0,1,0,1,20,2,4,13346.0
2,1,1,1,0,90,4096,0,17743.0
2,0,1,0,1,70,256,6,84649.6
4,1,0,1,0,30,4,10,414999.0
5,0,1,1,1,90,16,8,121864.0
4,0,1,1,0,10,512,2,35830.4
2,0,0,1,1,80,4,0,17694.4
5,1,0,1,1,20,64,4,9202.8
2,0,0,0,1,100,64,2,4681.2
4,1,0,0,0,70,32,6,19369.4
1,0,0,1,1,30,512,10,103281.8
1,0,0,0,0,80,8,10,86314.8
5,1,1,1,0,40,512,8,122142.4
2,1,1,1,0,100,256,6,90649.4
3,0,1,0,1,20,4,4,12859.2
3,0,1,1,0,0,8,10,48057.6
5,1,0,1,1,80,2,8,120842.8
2,0,0,1,0,10,4,6,103586.4
3,0,1,1,0,30,1024,8,38038.4
4,0,0,0,1,20,4,10,160982.8
1,0,0,1,1,90,128,4,11804.8
5,0,1,0,0,30,2048,2,9118.4
2,1,1,1,0,100,64,8,102812.0
5,1,1,0,0,60,8,0,9136.4
2,0,0,0,1,0,32,10,85331.4
3,0,0,0,0,40,512,8,38203.4
3,0,0,0,0,40,32,2,12197.8
2,1,1,0,1,40,2048,2,4860.2
5,0,0,1,1,10,128,8,121378.0
4,0,1,1,1,60,1,6,48624.6
1,0,1,1,0,70,1,0,17651.2
4,1,1,0,1,50,256,6,19921.2
2,1,0,1,0,90,4,8,114082.2
2,1,1,0,0,40,512,2,4856.6
5,1,1,0,0,40,512,6,47667.6
4,1,1,1,0,40,2048,6,49185.2
5,0,1,0,1,80,8,10,301084.6
1,0,1,0,1,90,4096,4,11835.4
1,1,0,0,1,90,4096,2,17791.0
5,1,1,0,1,90,4096,8,121953.8
4,0,1,0,1,70,128,6,19504.6
2,0,1,0,1,50,1024,6,89349.0
3,1,0,1,0,80,4,8,37479.4
5,0,1,1,1,80,256,0,9130.2
1,1,1,1,0,80,512,4,11889.6
5,0,0,1,1,30,4,4,9155.2
3,0,0,1,0,50,2,0,13068.4
1,1,1,1,1,20,128,10,103635.8
1,1,1,1,1,0,2,4,18530.6
4,1,1,0,0,30,2,10,182897.2
2,1,0,1,1,40,1,10,125049.8
5,0,0,0,1,30,1024,4,9202.4
4,0,0,1,0,70,16,8,125281.0
1,0,0,0,1,0,4096,4,18481.4
1,1,1,1,1,0,256,4,18446.0
2,1,0,1,0,10,4,6,103531.4
2,0,1,0,1,10,256,0,5705.4
3,0,0,0,1,70,4,0,12859.0
2,1,0,0,1,80,16,2,5023.2
4,0,0,0,1,70,1,4,20146.2
1,1,1,1,0,90,256,0,17683.8
5,1,1,1,0,50,32,10,301933.8
2,0,1,0,1,30,1,2,11166.0
5,1,0,1,0,20,8,0,9152.0
4,0,0,0,0,100,64,10,112127.4
5,0,1,1,1,70,512,8,121530.6
3,1,1,1,0,50,256,8,38153.0
5,1,1,1,0,60,512,8,121922.0
1,1,0,0,1,0,32,2,17906.0
3,1,0,0,0,90,512,10,48224.8
4,0,1,0,0,50,4,10,158972.8
4,1,1,1,0,70,64,8,125530.2
1,1,1,1,0,0,64,4,18410.6
2,1,1,0,1,20,4,2,5653.4
5,1,1,1,1,60,16,4,9160.2
2,1,0,1,1,100,32,2,17675.0
1,0,0,1,0,50,2048,4,11834.8
1,0,1,1,0,60,2,6,107162.2
2,1,1,1,1,0,16,0,17820.6
2,0,1,1,0,90,1,2,17598.6
3,0,0,1,0,70,1,6,18416.4
1,0,0,1,1,10,2,0,17753.2
3,1,1,1,0,90,4,0,12865.6
3,1,0,0,1,100,64,10,48541.0
5,0,0,1,1,60,8,2,9198.6
2,1,0,1,1,10,8,2,17638.2
3,1,0,1,1,0,128,10,48167.0
4,0,0,0,1,20,16,6,20743.2
