ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,92476.2
1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,80066.8
1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,83235.0
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,94579.8
0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,81939.4
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,83932.6
1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,86776.8
0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,74414.6
1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,85675.0
1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,73224.2
1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,71521.2
0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,69553.2
0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,79962.6
0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,93299.8
1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,89462.2
1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,68949.8
0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,83066.2
0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,68329.4
1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,85746.0
1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,79076.2
0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,87507.4
0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,75863.6
1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,80158.4
0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,67167.8
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,63861.0
1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,85190.4
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,90202.8
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,96479.0
1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,65689.4
0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,93448.2
0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,73482.0
1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,75995.2
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,78275.0
0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,81972.0
1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,87920.0
0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,70454.6
1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,81473.2
1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,83965.6
1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,75341.2
1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,85436.8
1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,70589.8
0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,84088.0
0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,75621.8
1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,85917.8
1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,77540.0
0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,86392.8
1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,71617.6
1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,75550.6
1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,82234.4
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,72388.8
1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,75254.4
0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,71526.2
1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,93385.6
1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,84429.0
1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,74342.0
1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,89002.2
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,68798.0
0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,89991.6
1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,86407.6
1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,71024.2
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,85569.8
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,61349.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,68217.0
0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,83254.6
1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,90581.4
0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,88157.0
1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,82055.8
1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,66118.6
1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,96341.0
0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,86928.4
1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,87522.8
0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,72178.8
1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,79561.2
1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,69483.0
1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,75232.0
1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,74833.6
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,74595.4
0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,65978.2
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,71363.0
1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,83217.0
1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,79513.2
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,66741.0
1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,75699.6
0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,75086.8
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,71526.0
0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,67776.4
1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,72324.0
0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,87774.4
1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,67433.2
0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,89877.8
0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,79587.6
