ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,85569.8
0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,66958.2
1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,71808.4
0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,69432.8
1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,66704.8
0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,81883.4
0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,77205.8
1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,72464.6
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,65302.2
0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,82211.8
1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,84346.8
0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,78084.8
0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,65964.2
0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,67949.6
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,62332.4
1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,61381.4
0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,72877.4
0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,86956.6
1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,79111.6
0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,69651.8
1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,81194.0
1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,80942.6
1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,65095.6
0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,65843.8
1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,92639.8
1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,85232.2
1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,71674.2
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,64401.4
0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,71134.6
