fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,1,0,256,2,256,46594.4
1,1,0,0,0,64,8,256,134334.0
1,1,1,1,0,256,32,256,131548.2
0,1,0,1,0,64,2,1024,46447.6
0,0,1,0,0,64,8,4096,46330.8
1,1,1,0,1,64,32,4096,128550.0
1,0,0,1,1,128,8,4096,133106.0
0,0,1,0,0,128,32,1024,46138.8
1,1,1,0,0,128,32,4096,128492.6
1,1,0,0,0,256,8,256,133404.8
0,1,1,0,1,64,2,4096,46299.4
1,0,0,1,1,64,32,256,134738.8
1,1,1,0,0,256,8,256,131089.2
1,1,0,1,1,256,8,1024,122151.8
0,1,1,0,1,128,32,1024,46436.8
1,1,0,0,0,256,32,1024,131767.4
0,0,1,1,1,128,32,4096,46593.6
0,1,0,0,0,64,8,1024,46294.0
1,0,1,0,1,256,2,4096,134923.2
0,0,1,1,1,128,8,4096,46649.4
0,1,0,0,0,64,2,1024,46111.6
1,1,0,0,0,64,8,1024,134852.2
1,0,0,0,0,64,32,4096,131737.4
0,1,1,1,0,64,2,256,46507.8
0,0,0,1,1,256,2,1024,46274.2
1,1,1,0,0,128,2,1024,135272.2
1,1,1,0,0,256,2,256,129738.2
1,0,0,0,0,64,2,4096,132542.0
0,0,1,1,1,64,2,256,46643.2
0,0,1,1,0,256,2,1024,46729.2
0,1,1,0,0,64,32,4096,46715.4
0,1,1,1,1,128,8,1024,46970.2
1,1,0,0,0,64,32,1024,132129.6
1,0,1,1,0,128,8,1024,138096.8
1,1,0,0,1,128,32,256,131364.4
0,0,0,1,0,128,32,4096,46365.0
0,1,1,1,1,128,8,1024,46970.2
1,0,1,0,1,64,2,256,134987.2
0,1,0,1,0,128,8,256,46439.6
0,1,0,0,1,64,2,4096,46135.0
0,1,1,1,0,128,2,1024,46400.2
1,1,0,0,0,128,2,256,132604.8
1,1,1,0,1,256,2,1024,128397.6
0,1,0,1,0,128,2,4096,46394.4
0,0,1,1,0,128,8,4096,46503.2
0,0,0,1,0,64,8,256,46269.0
1,0,1,0,0,256,8,256,133510.4
0,1,1,1,1,256,2,1024,46812.2
1,0,0,0,1,64,2,256,133882.4
1,1,0,0,0,256,2,4096,133927.6
0,0,0,1,1,256,2,4096,46327.4
0,1,1,0,0,128,32,256,46144.0
0,1,1,0,1,128,8,1024,46188.8
1,1,1,0,1,128,32,1024,135219.0
1,0,1,1,0,128,2,4096,131911.2
0,0,1,1,1,256,32,1024,46821.8
0,0,0,0,0,128,8,1024,46208.0
1,0,0,0,1,256,32,256,135823.2
0,1,1,0,1,64,8,256,46219.0
0,0,1,0,0,64,32,4096,46191.2
1,0,0,0,1,64,32,256,134278.2
1,0,1,0,0,128,8,256,131236.6
1,1,0,1,0,64,32,1024,132685.0
0,1,0,0,1,64,8,4096,46203.2
1,0,0,0,1,256,8,256,136333.8
1,1,1,1,0,64,8,1024,126794.8
0,0,0,1,1,256,32,256,47443.6
0,0,1,0,1,128,32,4096,46408.8
1,0,1,0,1,64,8,256,138369.4
1,1,1,0,0,64,2,1024,129472.0
1,1,0,0,1,256,32,1024,135112.0
1,0,1,0,0,128,8,1024,130578.0
0,1,1,1,1,256,8,256,46778.4
0,0,1,0,0,128,32,1024,46138.8
1,0,1,1,1,256,32,4096,139169.0
1,1,1,1,1,256,8,4096,134411.4
1,0,1,0,0,256,8,4096,137294.8
1,0,0,1,0,256,8,4096,131930.8
0,0,1,0,1,256,2,1024,46177.2
0,0,1,1,1,64,2,4096,46572.8
1,0,1,0,1,128,32,256,134666.4
1,0,1,1,1,128,8,1024,139292.8
1,1,1,1,0,64,8,1024,126794.8
0,0,1,0,1,128,32,4096,46408.8
1,1,0,1,0,256,32,4096,128968.4
1,1,0,1,1,256,32,1024,127450.4
1,0,1,0,1,256,2,1024,134831.6
0,0,1,1,0,64,2,4096,46806.8
1,0,0,1,0,128,8,256,132011.0
0,1,1,0,0,128,8,4096,46157.6
0,1,1,1,0,128,32,4096,46612.8
1,0,0,0,1,128,32,4096,132338.6
1,0,1,1,0,256,8,1024,140390.4
1,1,1,0,0,64,2,256,132226.4
1,0,0,1,0,64,8,1024,131169.0
0,0,1,1,0,64,32,4096,46914.0
1,0,1,1,1,64,32,1024,141022.0
0,0,0,0,0,256,8,1024,46252.0
1,0,1,1,0,64,8,4096,139204.2
1,1,0,1,0,256,32,256,134325.4
