ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,87088.2
0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,73681.4
0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,66615.0
0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,94305.2
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,70969.2
0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,73650.4
1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,81985.2
1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,68388.2
1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,82746.6
1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,69706.4
0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,84790.0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,68448.8
0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,88522.2
1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,86970.0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,74884.4
0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,79070.4
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,83325.8
1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,82236.4
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,65647.2
0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,69213.4
1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,75012.4
1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,86755.2
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,79192.0
0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,92892.8
0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,86778.4
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,69778.4
0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,77908.6
1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,66905.0
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,60912.8
0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,62702.2
1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,69247.6
0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,86352.2
0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,90684.8
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,94066.8
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,63297.8
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,63216.0
1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,95291.6
1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,101431.2
0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,74162.4
0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,85399.0
0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,90437.8
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,68579.0
0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,74702.2
0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,73899.6
1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,86809.6
0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,80408.4
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,62898.0
1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,90951.8
0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,81837.8
1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,87664.6
0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,77186.2
1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,64037.4
0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,67452.4
1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,62266.8
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,69193.2
1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,68528.8
0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,81440.2
