fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,0,1,128,32,1024,135219.0
1,1,0,1,0,256,32,256,134325.4
1,0,0,1,0,128,32,256,134485.2
1,1,1,0,1,256,32,4096,128597.0
0,0,1,0,0,128,8,256,46140.0
1,0,0,0,1,128,8,256,133596.6
0,0,1,0,0,64,8,1024,46291.6
1,1,1,1,1,64,2,256,128684.6
0,0,1,0,1,256,8,4096,46508.6
0,0,1,0,0,128,8,4096,46163.2
1,1,1,1,1,128,2,4096,131763.6
1,1,0,1,1,256,8,4096,131693.0
1,1,0,1,0,128,32,1024,134356.6
1,0,1,0,1,64,8,4096,135161.2
1,0,1,0,1,64,8,256,138369.4
1,0,1,1,1,256,32,1024,139302.2
1,1,1,1,1,128,8,4096,130405.6
1,1,1,1,1,256,2,4096,127524.8
1,1,1,0,0,256,32,4096,131082.0
1,0,0,0,0,128,8,1024,130750.8
0,1,0,1,1,64,8,1024,47491.4
0,1,1,1,0,128,2,1024,46400.2
0,1,1,1,0,128,8,256,46558.0
1,1,1,0,1,128,2,256,130635.2
1,0,0,0,1,64,2,4096,132637.0
1,0,1,0,0,64,32,256,137127.0
1,1,1,1,0,128,2,256,128216.6
0,1,1,1,1,128,2,4096,47014.0
0,1,1,0,0,256,8,1024,47095.6
1,1,0,0,1,64,32,256,132894.8
0,0,0,0,0,64,8,1024,46349.4
0,1,1,0,1,128,2,256,46285.6
1,1,1,0,0,256,2,1024,135845.2
1,1,1,0,0,64,8,256,130526.8
1,0,0,0,0,64,8,4096,130604.8
0,0,1,1,1,64,8,256,46834.4
1,1,0,0,1,64,32,4096,134364.4
1,1,1,0,0,256,32,256,130642.8
0,0,1,0,0,64,32,256,46180.0
0,0,0,1,0,64,8,1024,46405.2
1,0,0,0,0,64,8,4096,130604.8
1,0,1,1,0,64,8,4096,139204.2
0,1,0,1,0,64,32,4096,46404.0
0,0,1,1,1,128,32,256,46567.8
1,1,0,1,1,128,8,1024,129166.2
1,0,0,1,0,256,2,1024,133313.6
1,0,0,1,1,256,2,1024,135362.8
0,0,0,1,1,128,2,1024,46407.8
1,1,1,0,1,64,8,1024,127709.6
0,0,1,0,1,64,32,256,46132.4
0,1,0,0,1,128,32,4096,46213.6
0,1,0,1,1,64,8,1024,47491.4
0,0,1,0,1,128,2,256,46121.0
1,0,0,0,0,64,2,4096,132542.0
0,1,1,1,0,128,2,256,46517.8
1,1,1,0,1,128,32,4096,128474.6
1,0,1,0,1,256,2,1024,134831.6
0,0,1,1,1,256,2,4096,46800.0
1,0,1,0,0,256,2,256,136837.8
1,1,0,0,1,256,8,256,131946.0
0,0,1,0,0,256,8,256,46381.6
0,0,0,0,0,256,2,1024,46194.6
0,0,0,0,0,256,2,4096,46167.0
1,1,0,0,1,128,2,1024,130383.4
0,1,1,0,1,128,8,1024,46188.8
0,0,0,0,1,128,2,4096,46108.2
0,1,0,0,0,64,8,1024,46294.0
1,1,1,0,0,256,32,1024,132806.8
0,1,0,0,0,64,32,1024,46224.0
1,1,0,0,0,256,32,4096,132785.6
0,0,0,0,0,64,32,256,46471.2
1,1,0,0,1,256,2,1024,131355.4
0,1,0,0,0,256,32,4096,46039.0
1,1,1,0,0,128,2,1024,135272.2
1,1,0,0,0,256,2,1024,132971.6
0,0,1,0,1,64,2,1024,46185.2
0,1,0,1,0,256,2,4096,47670.8
0,1,1,1,0,64,2,4096,46404.4
1,0,1,0,0,256,2,4096,134997.4
0,1,0,0,0,64,2,256,46500.4
0,0,1,1,0,256,32,1024,47774.0
0,1,1,0,1,64,2,4096,46299.4
1,0,1,0,1,256,2,1024,134831.6
0,1,1,0,0,256,8,1024,47095.6
1,1,1,1,1,64,2,1024,131163.4
0,0,1,1,0,256,32,4096,47278.0
0,0,1,0,1,128,8,256,46271.0
0,0,1,1,1,256,32,4096,46299.2
1,0,0,0,0,128,2,256,133624.8
0,1,1,0,1,64,8,4096,46694.0
1,1,1,1,1,128,2,4096,131763.6
1,1,1,1,1,128,32,4096,132082.4
1,1,0,1,0,64,32,4096,131301.0
0,0,1,1,0,64,2,256,46508.8
1,0,0,1,1,64,8,1024,135458.2
1,0,0,0,1,256,2,1024,130366.8
0,1,1,1,0,128,2,256,46517.8
1,1,1,1,1,128,8,1024,130226.0
0,1,1,1,0,256,2,4096,46688.0
0,0,0,1,0,128,32,256,46457.2
