fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,1,0,256,32,1024,47549.4
1,1,0,1,1,128,32,4096,131405.0
1,0,1,0,0,64,2,1024,135076.2
0,1,0,0,0,64,32,1024,46224.0
1,0,1,0,0,128,8,1024,130578.0
1,1,1,0,0,128,2,4096,133944.0
0,0,1,1,1,256,8,256,46788.6
1,0,0,0,0,256,2,4096,132200.2
1,0,0,0,1,256,32,256,135823.2
0,1,1,1,1,128,2,256,46463.2
0,1,1,1,0,128,2,4096,47187.0
0,0,0,1,0,128,32,1024,46368.8
1,0,1,0,1,256,8,4096,136736.2
0,1,1,1,1,128,8,256,46554.0
1,1,0,1,1,128,8,4096,126456.8
0,1,1,0,1,128,8,1024,46188.8
0,1,1,0,0,256,32,1024,46047.4
0,1,0,0,1,128,32,256,46355.2
1,1,1,1,0,128,32,1024,126388.4
1,1,1,1,0,128,32,4096,127500.8
0,1,0,1,1,64,8,4096,46329.0
1,1,1,1,1,256,2,4096,127524.8
1,0,1,0,0,128,2,1024,137218.2
1,1,0,1,0,128,32,256,132344.8
1,0,1,0,1,64,2,4096,137289.0
1,0,0,1,1,128,2,4096,134644.0
1,1,0,1,1,128,32,1024,129568.0
1,0,1,1,0,128,32,256,140915.4
0,0,1,1,1,256,2,1024,47568.6
1,1,0,1,1,64,8,1024,125966.2
0,1,0,1,0,128,8,4096,46586.4
0,0,0,0,1,128,32,4096,46304.6
0,0,0,0,0,256,8,4096,46426.6
1,1,1,1,0,64,32,1024,127659.2
1,1,1,1,1,128,8,4096,130405.6
0,0,0,0,1,64,8,4096,46327.8
1,0,0,1,0,256,2,1024,133313.6
0,1,0,0,0,128,32,256,46158.4
1,0,0,0,0,64,32,256,129289.6
1,1,1,1,0,64,2,256,128226.2
1,0,1,1,0,256,2,4096,139497.4
0,0,1,0,0,128,32,4096,46233.6
1,1,1,0,1,64,8,4096,127743.8
1,0,1,1,0,64,32,256,140165.6
1,1,1,1,0,64,8,1024,126794.8
0,1,1,0,1,256,32,1024,46493.8
0,0,0,0,1,64,32,256,46295.4
1,0,1,0,1,256,8,1024,134254.2
0,1,0,0,0,256,32,1024,46094.8
0,1,1,1,1,256,8,256,46778.4
1,1,0,1,0,256,8,1024,131766.4
1,1,1,0,1,64,32,256,133542.0
0,1,1,0,0,256,2,4096,46427.0
1,1,1,1,1,256,32,4096,132021.2
0,0,1,0,0,128,2,1024,46254.6
1,0,0,1,1,128,8,1024,135632.6
0,1,0,1,1,64,32,4096,46490.6
0,1,1,0,0,128,32,4096,46145.8
1,1,0,0,0,64,8,256,134334.0
0,1,0,1,1,64,8,4096,46329.0
1,1,0,0,0,256,32,256,130682.8
1,1,0,1,1,256,32,256,132261.2
1,1,1,0,1,64,8,256,132169.4
0,0,1,0,1,256,2,256,46342.0
1,0,1,1,1,128,8,4096,136724.4
0,1,1,0,0,128,8,4096,46157.6
1,0,1,0,0,128,2,256,135048.6
1,1,0,0,1,128,32,256,131364.4
0,0,1,1,0,64,2,1024,46456.0
0,1,0,0,0,256,32,1024,46094.8
1,0,1,1,0,128,32,1024,138660.8
1,0,1,0,0,256,8,1024,138245.2
1,0,1,0,0,128,2,256,135048.6
1,1,0,1,1,64,2,1024,128299.6
0,1,1,0,1,64,32,4096,46412.4
0,0,1,0,1,64,32,256,46132.4
1,1,0,0,0,256,32,256,130682.8
0,1,1,0,0,64,32,1024,46145.0
0,1,0,1,0,256,32,4096,46756.0
1,1,0,0,1,128,8,4096,133286.0
0,1,1,1,0,64,32,256,46517.6
0,0,0,1,0,64,32,1024,46258.0
1,1,0,0,0,128,2,1024,133545.6
1,1,1,0,1,64,8,4096,127743.8
0,1,0,0,1,128,2,1024,46099.4
0,1,0,0,0,64,32,256,46122.2
1,1,0,1,1,128,8,1024,129166.2
1,1,1,1,1,256,2,1024,129201.2
1,1,0,0,1,128,32,256,131364.4
0,1,1,0,0,64,8,256,45922.8
0,1,0,1,1,64,8,1024,47491.4
1,0,0,0,0,128,32,4096,132886.0
1,0,1,0,1,64,8,4096,135161.2
1,1,1,0,1,64,8,4096,127743.8
1,1,1,1,0,128,8,4096,129330.0
0,0,0,1,1,64,8,256,46340.2
0,1,1,1,1,64,8,256,46723.2
1,1,0,0,1,128,8,256,137657.6
1,0,1,0,0,128,32,4096,137057.4
0,1,1,0,1,256,32,256,46169.8
