fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,0,1,1,64,8,4096,128898.0
0,0,1,1,1,64,2,1024,46681.8
1,0,1,0,0,256,8,4096,137294.8
0,0,0,1,1,256,32,1024,46368.4
0,1,0,0,0,64,2,1024,46111.6
0,1,1,0,0,128,8,256,46214.6
1,1,0,0,1,128,32,256,131364.4
0,0,0,1,0,64,2,256,46461.6
1,1,0,1,0,64,8,1024,132315.2
1,0,1,0,0,64,8,1024,133410.0
0,0,0,1,0,64,2,256,46461.6
0,0,1,1,1,64,8,1024,46645.6
1,0,0,1,0,256,32,256,135844.0
0,0,0,1,1,256,8,1024,46307.6
1,0,1,0,0,128,2,1024,137218.2
1,1,1,1,1,256,32,256,130466.0
1,0,0,1,1,64,2,256,131695.0
1,1,0,1,0,128,8,256,131542.8
0,0,0,1,1,64,32,1024,46600.2
0,1,1,0,0,256,32,4096,46191.2
1,0,0,0,1,128,2,256,135331.6
0,1,1,1,1,128,32,256,46742.0
0,1,1,0,1,128,2,4096,46615.0
1,1,1,0,0,256,32,1024,132806.8
0,1,1,0,1,128,8,256,46212.4
0,1,0,1,0,128,32,256,47359.0
1,0,1,0,0,64,2,1024,135076.2
1,1,1,1,1,128,8,4096,130405.6
0,0,0,0,1,64,8,4096,46327.8
1,0,0,1,1,256,8,256,135852.4
0,0,1,1,0,128,8,256,47257.2
1,1,0,0,1,64,8,1024,134931.8
1,1,0,1,1,64,32,4096,130741.8
1,1,0,0,0,128,32,256,131583.0
1,0,0,1,1,64,8,256,136979.0
1,0,0,1,1,256,32,1024,135168.4
0,0,1,1,1,128,32,1024,46659.6
1,1,0,1,0,256,32,1024,134381.0
1,0,1,1,1,128,8,1024,139292.8
1,0,1,0,0,64,32,1024,134519.0
1,0,1,1,0,256,32,4096,138895.2
0,0,0,0,1,256,2,4096,47094.8
0,1,1,1,1,64,2,256,46733.2
1,1,1,1,1,128,2,256,130797.6
0,0,1,1,0,128,8,1024,47024.0
0,0,0,1,1,64,2,1024,46426.0
0,0,0,1,1,64,2,4096,46482.0
0,0,0,0,1,128,8,256,46184.2
0,1,0,1,1,64,2,4096,46521.2
0,1,0,1,1,128,2,4096,46322.4
0,1,1,0,0,64,32,1024,46145.0
1,0,1,0,1,128,8,1024,136768.0
1,0,0,0,1,64,2,256,133882.4
1,1,0,1,0,256,32,4096,128968.4
1,0,1,0,0,256,2,4096,134997.4
0,1,0,0,1,64,8,256,46237.6
0,1,1,1,1,128,32,256,46742.0
0,1,0,1,1,128,32,4096,46394.0
1,1,1,1,0,64,2,256,128226.2
1,0,0,0,1,128,8,4096,140983.4
1,0,1,1,0,256,32,4096,138895.2
0,1,0,0,0,256,8,1024,46097.6
0,0,0,0,0,128,8,4096,46245.8
1,1,1,0,0,128,8,1024,133603.0
1,0,0,0,0,256,8,4096,135307.4
1,1,1,1,1,64,2,256,128684.6
1,0,0,1,0,64,2,4096,128320.8
1,1,1,0,1,64,8,4096,127743.8
1,0,0,0,1,128,8,1024,130543.6
0,0,0,0,1,64,2,4096,47346.2
0,0,0,0,0,256,8,256,46305.6
1,1,0,0,0,256,2,256,133900.6
0,1,1,0,0,256,8,1024,47095.6
1,1,0,1,0,64,8,4096,135789.2
1,0,0,0,0,128,8,4096,135612.4
0,1,0,0,1,128,2,256,47040.2
1,1,1,0,1,128,2,1024,134561.0
1,0,0,1,1,256,2,4096,134019.0
0,1,1,1,0,256,32,1024,46477.8
1,0,0,0,1,64,8,256,133634.4
0,1,1,0,1,256,8,4096,46207.2
1,1,1,0,0,128,32,256,134640.4
0,1,0,0,1,256,2,256,46288.6
0,0,0,1,1,256,32,1024,46368.4
1,1,0,0,0,256,2,256,133900.6
1,0,0,0,0,64,8,4096,130604.8
0,1,1,0,1,128,32,4096,46577.6
0,0,0,1,0,64,8,1024,46405.2
0,1,0,1,1,256,32,4096,47368.0
1,0,0,0,0,128,8,4096,135612.4
0,0,0,1,0,256,2,1024,46554.6
1,1,1,1,0,64,2,4096,130507.0
1,1,0,0,0,256,2,1024,132971.6
0,0,0,1,0,128,2,256,46486.8
0,1,1,1,1,256,2,256,46692.8
0,1,1,0,0,64,8,4096,46121.6
0,1,0,0,1,64,2,256,46143.2
0,0,0,1,1,256,2,4096,46327.4
0,0,0,1,0,128,8,1024,46551.6
1,0,1,0,0,64,32,1024,134519.0
