topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,10,10,0,1000,10,1024,100,2,0,0.562023468597
2,1,2,10,1,1,1000,1000,1024,100,2,0,2.0
2,10,4,10,10,0,1,1000,1024,100,5,29,2.0
2,10,2,10,10,0,1000,10,512,100,5,29,0.280570523584
4,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.00188603962998
4,10,4,1000000,10,1,1,1000,512,10000,2,0,2.0
2,1,4,10,1,1,1000,1000,512,10000,5,0,0.380353594982
2,10,2,10,1,0,1,1000,512,100,2,0,2.0
4,1,2,1000000,10,1,1,1000,512,10000,5,29,2.0
2,1,2,10,1,0,1,10,1024,10000,2,29,2.0
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.000976382970901
2,10,2,10,1,0,1,10,512,10000,2,29,2.0
2,10,2,10,10,0,1000,1000,1024,100,2,29,2.0
4,1,4,10,1,0,1,10,1024,100,2,0,0.0145531447838
4,10,4,10,10,1,1,10,1024,100,2,0,0.143780222594
2,1,2,10,10,1,1,10,512,10000,2,0,2.0
2,1,4,10,1,1,1000,10,512,100,2,0,0.987025136755
2,1,4,1000000,1,0,1,1000,1024,100,2,0,2.0
2,1,2,1000000,10,0,1000,1000,512,10000,2,29,2.0
2,1,2,1000000,1,1,1000,1000,1024,100,2,29,2.0
4,10,2,10,1,1,1000,1000,1024,100,2,29,2.0
4,1,4,1000000,1,0,1,1000,512,10000,5,29,0.000867442053645
2,10,4,10,10,0,1000,1000,512,10000,5,0,0.333326524526
4,10,2,10,10,0,1000,10,1024,10000,5,29,2.0
4,10,4,10,10,0,1000,10,1024,10000,2,0,2.0
4,1,2,1000000,1,0,1,10,512,100,2,0,0.0032069482517
2,1,2,1000000,10,1,1,10,1024,10000,2,0,2.0
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,2.0
4,1,4,1000000,10,0,1000,10,512,100,5,29,2.0
2,10,4,10,10,1,1,1000,1024,100,2,29,2.0
4,10,2,1000000,1,1,1,10,1024,100,5,0,0.00091646546641
