fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,0,0,0,256,32,4096,132785.6
1,1,0,0,0,128,8,256,125404.4
0,1,1,1,1,256,8,256,46778.4
1,1,1,0,1,256,32,256,129297.0
0,0,1,1,1,64,2,4096,46572.8
0,1,1,1,1,256,32,1024,46796.2
1,1,0,1,1,256,2,256,131228.6
1,0,0,1,1,256,2,4096,134019.0
1,0,0,1,0,128,8,256,132011.0
1,0,1,0,0,64,8,1024,133410.0
1,0,0,0,0,64,8,256,134959.4
0,0,1,0,1,64,8,256,46344.4
0,0,0,1,1,64,8,256,46340.2
1,1,0,1,0,64,8,256,133943.0
1,1,0,0,0,64,8,4096,135287.8
1,1,1,1,0,256,2,4096,127337.6
0,1,1,0,0,128,8,1024,46539.2
0,1,1,1,1,128,32,4096,46787.2
1,1,1,0,1,128,32,256,128130.2
1,1,0,1,1,128,2,4096,128536.4
1,0,1,1,1,128,8,256,136436.0
0,0,1,0,0,128,32,1024,46138.8
1,1,1,1,1,256,32,1024,130423.0
1,0,0,1,1,64,2,4096,133870.0
0,1,0,0,0,128,8,4096,46379.2
0,1,0,1,1,256,8,4096,46447.6
1,1,1,1,1,256,32,256,130466.0
0,1,1,1,1,256,2,4096,46885.8
1,1,0,1,0,256,2,4096,129499.4
1,1,1,1,1,64,2,4096,132912.2
1,1,1,1,0,256,32,1024,127038.8
1,1,0,0,1,128,32,4096,133873.0
1,1,0,0,0,64,8,4096,135287.8
0,1,0,1,0,64,8,1024,46348.8
0,1,1,0,0,256,8,256,46092.0
0,0,1,1,1,128,32,1024,46659.6
1,1,1,1,0,128,8,4096,129330.0
0,1,1,1,0,256,8,1024,46824.8
0,0,1,1,0,64,32,1024,46819.6
1,1,1,0,1,256,8,4096,131231.2
1,1,1,0,0,128,2,256,136797.8
1,0,0,0,0,64,2,4096,132542.0
1,0,0,1,1,256,2,256,131810.4
0,1,1,0,1,128,32,256,46129.8
1,1,1,0,1,256,32,4096,128597.0
0,0,1,0,0,128,32,1024,46138.8
1,0,0,0,0,128,2,256,133624.8
1,0,1,0,0,256,2,1024,135993.4
1,1,1,0,0,128,32,4096,128492.6
0,0,1,0,0,256,8,1024,46146.2
1,1,0,0,0,128,8,1024,136315.0
1,0,0,1,1,128,2,4096,134644.0
1,1,0,1,1,128,32,4096,131405.0
0,0,0,1,0,64,2,256,46461.6
0,1,1,1,1,64,8,256,46723.2
0,0,1,0,1,128,8,4096,46545.6
0,1,0,0,1,128,32,1024,46405.0
0,1,0,0,1,128,8,4096,46303.0
1,0,0,0,0,256,8,4096,135307.4
0,1,1,0,0,256,32,4096,46191.2
0,1,0,0,1,256,2,256,46288.6
0,0,1,1,1,64,8,256,46834.4
1,0,1,0,1,256,8,1024,134254.2
1,1,1,1,0,128,32,256,130071.2
1,1,1,1,1,64,8,4096,130401.6
0,1,1,1,1,256,2,1024,46812.2
0,1,0,0,0,128,32,4096,46197.8
1,0,1,0,1,64,8,4096,135161.2
1,0,1,0,1,64,8,256,138369.4
1,0,0,1,0,256,2,1024,133313.6
0,0,1,0,1,256,2,256,46342.0
1,1,1,1,0,256,32,256,131548.2
0,0,0,0,0,128,8,1024,46208.0
0,0,0,0,1,128,8,256,46184.2
1,1,1,0,1,64,2,256,132282.6
1,1,1,1,0,64,2,4096,130507.0
0,0,0,1,0,128,2,1024,46355.2
0,0,0,1,1,64,2,256,46471.2
0,1,1,0,0,128,32,1024,46311.2
1,0,0,0,1,256,2,4096,132963.8
1,1,1,1,1,64,32,4096,131409.8
1,1,1,0,1,256,2,4096,132488.4
0,0,0,1,1,256,32,1024,46368.4
0,1,0,0,0,256,2,256,46440.0
0,0,1,0,1,128,8,4096,46545.6
0,1,0,0,0,128,2,4096,46368.8
0,1,0,0,1,64,2,1024,46267.8
0,1,1,0,1,128,8,1024,46188.8
1,1,0,0,1,64,32,1024,132368.4
0,1,1,1,1,64,32,256,46707.6
1,1,0,1,1,256,8,256,132543.6
1,1,1,1,1,256,8,1024,131012.4
1,0,1,1,0,64,32,1024,139522.4
1,1,0,1,1,256,32,256,132261.2
0,1,1,1,1,256,8,4096,46925.4
1,0,0,0,0,64,8,4096,130604.8
0,1,1,0,1,64,2,256,46194.4
0,0,0,1,0,128,8,1024,46551.6
1,0,1,1,1,64,2,1024,135739.2
1,1,0,0,1,128,2,4096,133053.0
