ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,72787.2
1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,77255.8
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,73353.6
1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,86533.8
0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,85518.4
1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,73374.8
1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,78473.0
0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,94242.0
1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,76106.2
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,73986.2
1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,84647.8
1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,89711.2
1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,87260.8
1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,73940.8
1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,67421.8
0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,91077.0
1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,81386.4
0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,82228.0
0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,66234.0
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,80186.2
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,83394.0
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,63173.0
0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,80101.6
0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,80874.4
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,61886.4
1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,79890.6
1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,79971.0
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,97741.0
0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,69568.2
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,80517.2
1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,72575.6
1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,86321.0
1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,84101.8
1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,84855.4
0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,68184.6
1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,81842.8
0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,84042.6
1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,71820.2
1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,83562.8
0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,83688.2
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,76583.4
1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,78017.0
1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,70885.8
1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,70877.4
1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,68895.2
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,64249.8
0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,79199.8
0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,76222.2
1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,101481.6
0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,91282.2
0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,75848.0
1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,89509.6
0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,75360.2
1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,69911.8
0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,92571.6
1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,88762.6
1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,84465.8
1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,75796.6
1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,73987.2
