topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,4,1000000,10,0,1,1000,512,100,2,29,2.0
2,10,2,1000000,10,0,1000,1000,1024,10000,5,29,2.0
2,1,2,10,10,0,1,1000,512,100,5,0,2.0
4,1,4,1000000,10,1,1,10,512,10000,2,29,2.0
2,1,4,10,10,0,1000,10,512,100,5,29,0.315574602059
2,1,2,1000000,1,1,1000,10,512,10000,2,0,2.0
2,10,2,10,1,0,1000,1000,512,10000,2,29,0.783180339433
4,1,2,1000000,1,0,1,10,512,10000,5,0,2.0
2,10,4,1000000,10,0,1,1000,1024,100,2,0,2.0
2,1,2,10,1,0,1,1000,512,10000,5,0,0.0148772440127
2,10,2,10,10,1,1,1000,1024,100,2,29,2.0
4,10,4,1000000,10,0,1,1000,512,100,2,0,2.0
4,1,2,1000000,1,0,1,10,512,10000,5,0,2.0
2,10,2,1000000,10,1,1,1000,512,100,5,29,2.0
2,10,4,10,10,0,1000,10,512,10000,5,0,2.0
4,1,4,1000000,1,1,1000,1000,1024,10000,2,0,2.0
2,10,2,10,10,1,1000,10,1024,100,5,29,0.254663011699
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.00118200895222
2,10,4,1000000,1,1,1000,10,512,10000,5,29,2.0
4,10,2,1000000,10,0,1000,1000,512,100,5,0,2.0
4,10,2,10,1,0,1,10,512,100,5,0,0.0145803800132
4,10,2,1000000,10,1,1,10,1024,100,5,29,2.0
2,1,4,10,1,0,1,10,512,100,2,29,0.0149371615172
4,10,2,10,1,0,1,10,512,10000,5,29,2.0
4,1,4,10,10,1,1000,1000,1024,10000,2,29,0.461535004759
2,1,2,1000000,1,1,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,1,0,1000,1000,512,100,2,0,2.0
4,10,4,1000000,1,1,1,1000,1024,100,2,0,2.0
2,1,4,1000000,1,1,1000,1000,1024,100,5,29,2.0
4,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.000129367339241
2,10,4,1000000,10,1,1,10,1024,100,5,0,2.0
4,10,4,10,1,0,1,1000,1024,10000,5,0,0.0146076152425
4,10,4,1000000,10,1,1,1000,512,100,5,0,2.0
4,10,2,1000000,1,1,1,1000,1024,100,5,0,2.0
4,10,4,1000000,10,0,1,1000,512,10000,5,29,2.72352293138e-06
2,10,2,1000000,10,0,1,1000,1024,10000,5,29,2.0
4,10,4,1000000,1,0,1,1000,1024,100,2,29,2.0
4,1,2,10,10,1,1000,10,1024,10000,2,29,2.0
2,10,4,10,10,1,1,10,1024,100,5,29,0.133050904005
4,10,2,10,1,1,1,1000,1024,100,2,0,2.0
4,1,2,1000000,10,1,1,1000,1024,100,5,0,2.0
4,10,2,10,10,0,1000,1000,512,10000,2,0,0.518967294575
4,1,2,10,10,1,1000,1000,512,100,5,0,2.0
2,10,4,1000000,10,1,1000,10,1024,100,2,29,2.0
2,10,4,1000000,10,0,1,10,1024,100,5,0,2.0
4,10,2,10,10,0,1,1000,512,10000,2,0,0.144429782813
2,1,4,1000000,1,0,1,10,512,10000,5,0,2.0
4,10,4,10,10,0,1,10,1024,100,2,0,0.143043509641
4,10,2,1000000,10,0,1,1000,1024,10000,2,0,2.0
2,10,4,10,10,0,1000,10,1024,10000,2,29,2.0
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,8.17056879415e-05
4,10,4,1000000,10,1,1,10,512,100,2,0,2.0
4,10,4,1000000,1,1,1,10,1024,100,5,29,0.000864718530714
