new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,2,1,1,512,1,164.673
0,1,1,0,1,0,2048,5,337.4748
0,1,1,2,1,0,1024,1,337.4748
1,2,1,0,1,0,512,5,168.1308
1,0,1,0,0,0,512,0,167.7768
1,2,1,0,1,1,512,1,167.2962
1,1,1,2,1,0,4096,9,337.4748
1,0,2,0,1,1,1024,9,337.4748
1,0,1,0,0,0,512,5,337.4748
1,0,1,1,1,1,2048,9,337.4748
1,0,2,1,1,1,4096,5,337.4748
0,0,1,0,0,0,2048,1,337.4748
1,2,1,0,0,1,2048,9,168.2838
1,2,1,1,0,0,512,1,337.4748
0,0,1,2,0,0,2048,0,337.4748
0,0,1,2,1,0,2048,0,337.4748
0,2,1,1,1,1,512,5,337.4748
0,2,2,2,1,0,4096,9,165.7986
0,2,1,0,0,1,2048,0,337.4748
1,0,1,2,1,0,2048,9,337.4748
0,2,2,1,0,1,2048,9,165.4474
0,1,2,1,1,1,2048,1,337.4748
1,2,2,1,1,0,1024,9,166.042
1,2,1,0,0,0,4096,1,165.9102
0,2,1,0,1,0,512,9,165.5856
0,0,2,1,1,1,4096,1,337.4748
0,1,1,1,1,1,512,5,337.4748
1,0,2,1,0,1,1024,1,337.4748
1,1,1,2,1,1,2048,1,337.4748
0,0,1,2,1,0,4096,1,337.4748
1,1,2,0,1,1,4096,5,337.4748
0,1,1,1,0,1,512,1,337.4748
1,2,2,0,1,1,4096,5,165.6286
0,2,1,0,0,1,4096,0,337.4748
1,2,1,0,1,0,4096,5,167.177
0,1,1,2,1,1,4096,1,337.4748
1,1,2,0,0,1,4096,1,337.4748
0,2,2,1,0,0,2048,1,166.8784
0,1,2,1,1,0,1024,5,337.4748
0,1,2,2,0,1,512,0,31.6628
0,2,2,0,0,0,512,9,164.7462
0,2,2,2,0,0,2048,9,165.4222
1,1,1,2,1,1,1024,0,337.4748
1,1,2,2,1,1,2048,9,337.4748
1,2,2,1,1,0,2048,9,165.8198
0,0,2,2,1,0,4096,0,163.2174
0,0,2,0,0,0,1024,5,337.4748
0,2,1,0,0,1,1024,5,167.144
0,0,2,0,1,1,2048,0,165.9408
0,2,2,1,0,0,512,1,165.4646
0,0,2,2,1,1,4096,5,337.4748
1,2,1,0,0,0,512,0,337.4748
1,2,2,1,0,0,512,1,165.4328
1,0,1,2,0,1,1024,9,337.4748
0,2,2,1,0,0,1024,0,337.4748
1,1,2,2,0,0,2048,0,31.4314
0,0,1,0,1,1,2048,5,337.4748
0,0,2,2,0,1,512,1,337.4748
0,1,1,0,0,0,512,9,337.4748
0,2,2,2,0,0,1024,1,165.342
0,1,1,0,0,1,4096,1,337.4748
0,0,2,1,1,1,1024,0,166.5828
0,1,2,2,0,1,512,1,337.4748
0,2,2,0,0,1,512,0,337.4748
0,2,1,0,0,1,1024,1,166.278
0,1,1,0,0,1,2048,5,337.4748
0,0,1,0,0,0,2048,0,164.984
0,2,1,2,1,0,1024,0,337.4748
1,2,2,0,0,0,4096,0,337.4748
1,0,1,0,1,1,1024,0,167.7914
1,1,1,0,1,0,512,0,32.389
1,0,1,0,0,1,512,1,337.4748
0,0,1,0,1,1,1024,1,337.4748
0,1,1,2,1,1,512,1,337.4748
1,2,1,1,0,1,1024,1,337.4748
1,0,1,0,0,1,4096,9,337.4748
0,0,1,0,1,1,2048,5,337.4748
1,0,2,1,1,1,2048,1,337.4748
1,2,1,0,1,0,1024,5,167.2178
1,2,1,2,0,1,1024,5,337.4748
0,1,1,1,0,1,1024,9,337.4748
0,1,2,1,1,1,512,1,337.4748
0,1,1,0,1,1,4096,1,337.4748
1,1,2,2,0,0,1024,0,31.7042
1,0,1,0,0,0,512,9,337.4748
1,0,1,2,1,1,2048,9,337.4748
0,2,2,2,0,0,1024,1,165.342
0,2,1,1,0,0,512,0,337.4748
1,1,1,0,1,1,4096,1,337.4748
1,1,1,0,1,1,1024,9,337.4748
0,2,1,2,0,1,1024,0,337.4748
0,0,2,2,0,0,1024,5,337.4748
1,0,1,0,0,0,2048,1,337.4748
0,1,2,0,0,0,512,1,337.4748
0,1,2,2,0,1,2048,0,32.0282
0,0,1,0,0,1,4096,9,337.4748
1,1,1,0,0,1,2048,0,33.0006
0,2,2,2,1,0,512,1,163.8384
1,0,1,0,0,0,1024,5,337.4748
1,2,2,2,1,1,4096,9,165.6936
