new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,2,2,1,1,0,1024,5,166.7586
0,1,2,1,0,0,4096,0,32.8414
1,1,1,1,1,0,4096,0,337.4748
1,1,1,0,0,1,1024,5,337.4748
1,2,1,2,1,1,1024,0,337.4748
1,0,1,0,1,0,2048,0,166.9782
0,1,2,1,0,0,2048,9,337.4748
1,0,1,1,1,1,4096,0,337.4748
0,1,2,2,0,1,1024,1,337.4748
0,0,2,2,1,1,4096,0,165.2914
0,0,2,1,1,1,2048,5,337.4748
0,2,2,2,1,0,1024,5,163.9968
0,0,2,2,1,1,4096,0,165.2914
1,1,2,2,0,1,4096,0,32.3962
1,0,2,2,1,1,512,5,337.4748
1,2,1,1,1,0,1024,1,337.4748
1,1,2,0,1,0,4096,5,337.4748
0,0,1,0,1,1,512,5,337.4748
1,1,2,1,1,0,1024,0,32.2274
1,0,2,1,1,1,512,0,164.3898
1,1,1,2,1,0,2048,9,337.4748
1,2,2,0,1,1,4096,0,337.4748
0,2,2,2,1,0,4096,5,163.342
0,1,2,2,1,0,4096,9,337.4748
1,2,1,1,0,0,2048,0,337.4748
1,2,2,1,0,0,512,5,165.398
0,2,2,1,1,1,4096,1,166.339
1,0,2,0,1,1,512,1,337.4748
1,1,2,1,1,1,512,9,337.4748
0,1,1,0,1,1,4096,9,337.4748
1,1,1,2,1,1,512,1,337.4748
1,0,2,0,1,1,4096,9,337.4748
0,2,1,1,1,1,4096,0,337.4748
1,1,2,1,1,1,512,5,337.4748
0,0,2,0,1,0,2048,1,337.4748
1,0,2,2,0,0,2048,5,337.4748
1,0,2,0,1,1,1024,1,337.4748
1,2,1,0,0,1,1024,1,167.9776
1,0,2,2,1,0,512,1,337.4748
1,2,1,0,1,1,512,0,337.4748
1,1,2,2,1,1,4096,1,337.4748
1,2,2,0,1,1,1024,1,164.6092
1,0,2,1,1,1,4096,5,337.4748
1,0,1,0,0,0,1024,9,337.4748
0,2,1,1,0,0,512,9,337.4748
1,0,2,1,0,1,512,1,337.4748
1,0,1,2,0,1,2048,0,337.4748
1,1,1,2,0,0,2048,5,337.4748
1,0,1,2,0,1,2048,1,337.4748
0,2,2,0,0,0,4096,0,337.4748
0,2,2,0,1,0,4096,0,337.4748
0,2,1,1,1,0,4096,0,337.4748
0,2,2,0,0,0,4096,0,337.4748
1,0,1,0,0,0,4096,1,337.4748
1,2,2,1,1,0,1024,9,166.042
0,1,2,2,0,1,512,5,337.4748
1,0,2,2,1,0,512,0,164.1874
0,2,1,1,0,0,2048,0,337.4748
0,0,2,2,1,0,1024,0,161.9528
0,0,1,0,0,0,512,1,337.4748
0,1,2,1,0,1,1024,9,337.4748
1,0,1,0,0,1,512,5,337.4748
0,0,1,0,1,0,512,1,337.4748
0,1,1,0,0,0,512,1,337.4748
1,0,1,2,0,0,512,5,337.4748
0,1,1,2,1,1,1024,1,337.4748
0,0,1,2,1,0,1024,5,337.4748
0,2,2,2,1,1,2048,9,165.8712
1,2,1,0,1,0,2048,0,337.4748
1,2,2,0,0,1,4096,9,165.6086
0,1,2,2,1,0,512,1,337.4748
0,0,1,2,0,1,1024,0,337.4748
0,2,2,1,0,0,1024,9,166.5906
0,0,1,2,1,0,1024,0,337.4748
0,2,1,0,1,1,2048,1,165.4908
1,2,1,2,0,1,1024,5,337.4748
1,0,2,0,0,1,1024,0,164.7058
0,1,1,1,1,0,512,0,337.4748
0,1,1,1,0,1,1024,5,337.4748
1,2,2,0,1,0,2048,0,337.4748
1,2,2,2,1,1,2048,1,165.5798
0,0,1,2,1,0,2048,1,337.4748
1,1,1,0,0,1,512,5,337.4748
1,2,2,0,0,1,2048,5,165.1584
0,1,2,2,0,1,4096,0,31.9772
1,1,2,1,1,0,512,1,337.4748
1,1,1,1,0,0,1024,1,337.4748
0,1,2,1,1,0,512,5,337.4748
1,0,2,2,0,1,512,1,337.4748
1,1,2,1,0,1,4096,1,337.4748
0,1,1,0,1,0,512,5,337.4748
1,1,2,1,0,1,512,1,337.4748
1,2,2,0,0,0,4096,0,337.4748
1,2,2,1,1,0,4096,0,337.4748
0,1,2,1,0,0,512,0,30.7448
1,2,2,2,0,1,2048,9,166.346
0,1,1,0,1,0,1024,9,337.4748
0,0,1,0,0,1,4096,9,337.4748
0,0,1,2,0,0,1024,0,337.4748
1,2,2,0,0,0,1024,5,166.8392
