new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2,3,1,0,0,1,0,1,1,1,80.45
4,3,2,0,1,0,0,1,1,1,41.048
3,2,2,1,0,0,1,0,1,1,42.066
4,3,1,1,1,0,0,1,1,0,38.954
2,3,2,0,0,1,0,1,1,1,80.656
1,3,3,0,0,1,1,0,0,1,182.676
4,1,1,1,0,1,0,1,0,0,23.49
2,3,2,1,1,0,1,0,0,1,91.598
4,2,2,1,0,0,1,0,0,1,34.764
3,3,1,1,0,0,1,0,0,0,66.636
4,2,1,0,1,0,0,0,1,0,29.774
3,3,3,1,0,1,1,1,1,0,59.394
4,2,1,1,1,1,1,0,0,1,33.498
3,1,1,0,1,0,0,1,1,0,33.512
1,2,3,0,0,0,0,0,1,1,110.28
3,2,1,0,1,1,0,0,1,0,39.642
2,1,1,1,0,0,0,1,0,1,46.77
4,1,2,1,1,0,0,1,1,1,22.904
2,1,2,1,0,0,1,1,0,0,47.016
2,2,3,1,0,0,0,0,0,1,62.422
3,3,2,1,0,1,1,0,1,0,57.232
4,1,2,0,1,0,1,1,1,1,25.31
2,3,1,1,1,1,1,1,1,0,84.112
2,1,1,1,1,1,0,0,1,0,41.828
2,1,2,0,0,1,1,1,0,0,49.988
2,2,2,1,0,1,1,1,0,1,71.738
4,2,1,1,1,1,1,1,1,1,31.65
3,2,2,1,1,0,0,1,0,1,46.254
3,3,1,0,0,1,1,1,0,1,75.458
2,2,2,0,0,1,1,0,0,1,70.318
4,1,3,1,1,0,0,1,1,1,23.334
3,3,1,1,0,1,0,0,1,0,49.61
3,1,3,1,1,0,0,1,1,1,31.3
4,2,1,0,0,0,1,1,1,1,33.658
4,1,3,1,1,0,0,1,0,0,22.99
3,2,2,0,1,0,0,0,1,1,39.858
3,3,3,1,1,0,0,0,1,1,50.01
4,3,2,1,1,1,0,1,0,0,47.642
2,3,2,0,0,0,0,0,1,1,75.228
4,1,3,0,0,1,1,1,1,1,25.378
1,3,1,0,1,1,1,0,0,0,178.016
4,2,3,0,0,0,1,1,1,0,33.516
3,2,3,0,0,0,1,0,1,1,44.356
4,2,1,1,0,1,0,1,0,0,34.686
2,2,2,1,1,1,0,0,0,0,61.57
4,1,2,0,0,0,1,1,1,1,25.382
4,1,1,1,0,0,1,1,1,0,23.93
4,2,3,0,1,0,1,1,0,1,38.194
2,2,3,0,0,0,1,0,0,1,70.696
4,2,1,0,1,0,1,1,0,0,37.95
3,3,1,1,0,1,0,1,0,1,64.156
4,1,2,0,0,0,0,0,0,0,24.314
1,1,1,1,1,0,1,1,1,0,86.646
1,1,2,0,1,0,1,1,0,1,93.876
3,2,3,1,1,0,0,0,0,1,43.148
4,2,3,0,1,1,1,0,1,1,32.942
4,1,2,1,0,1,0,1,0,0,23.362
1,1,3,0,1,0,0,0,0,0,84.832
3,2,1,1,0,0,0,1,0,0,47.14
1,3,1,1,1,1,0,0,1,0,135.598
1,2,2,0,0,1,0,0,0,0,123.686
3,3,2,1,1,1,0,0,1,1,49.426
4,3,2,1,0,1,1,1,1,1,43.22
1,2,1,1,0,0,0,0,1,1,104.304
4,3,2,0,0,1,0,1,0,0,49.45
4,3,1,1,0,1,1,1,1,0,43.126
1,3,1,0,1,1,0,1,1,0,152.628
1,1,1,0,1,0,0,0,1,1,83.93
2,1,2,0,1,1,0,0,1,1,45.44
4,1,1,1,0,1,0,1,1,0,23.582
3,2,3,1,1,0,0,0,0,0,43.532
3,1,1,0,0,1,1,0,0,0,32.076
3,3,1,0,0,1,1,1,0,1,75.458
3,1,2,1,1,0,1,0,1,0,29.656
2,3,2,0,0,1,1,1,0,0,104.776
1,2,2,1,0,1,0,1,1,1,113.57
3,2,2,0,1,1,1,1,1,1,45.87
4,3,3,0,0,0,0,0,0,0,46.5
2,2,1,1,0,0,0,0,1,1,55.326
4,2,2,0,1,1,1,0,1,1,32.302
4,2,1,0,0,0,1,1,0,0,38.31
4,3,2,0,1,0,1,1,1,1,44.644
3,2,2,1,1,1,1,1,1,0,43.26
1,2,2,0,1,1,1,0,0,0,129.618
2,3,1,1,0,1,0,0,0,0,83.836
3,1,1,0,0,1,0,0,0,0,31.414
1,2,3,0,0,1,0,0,0,1,124.396
4,2,1,0,1,1,0,0,0,0,33.598
1,3,1,1,1,1,1,1,0,0,183.728
1,1,3,1,1,0,1,1,1,0,86.656
4,2,3,1,0,0,1,0,1,1,31.496
1,2,2,0,0,0,1,1,1,0,124.934
2,1,3,1,0,0,0,1,0,1,47.06
1,3,1,0,0,0,0,0,0,1,165.306
2,1,2,1,1,1,0,1,0,1,46.092
2,3,1,1,0,0,1,1,0,0,99.52
3,2,1,0,1,1,1,0,1,0,43.108
1,1,1,1,1,1,0,1,0,0,86.362
3,1,3,0,0,0,0,0,1,1,32.174
3,1,2,0,1,1,0,1,1,1,33.472
