WindowSize,CompressionLevel,Performance
17,11,307.42
16,7,6.998
19,7,10.05
16,2,2.026
22,0,1.596
24,10,392.744
16,1,1.598
14,9,7.404
19,2,2.1
20,7,12.338
15,6,5.306
13,1,1.514
15,5,5.072
19,2,2.1
18,0,1.628
23,4,2.726
16,11,284.296
18,7,8.628
12,6,3.846
22,1,1.586
21,3,2.512
14,3,2.302
19,11,258.502
13,9,6.862
10,8,5.046
12,6,3.846
14,8,6.086
22,9,34.292
14,6,4.874
12,2,1.988
22,5,7.198
16,10,285.0
11,1,1.526
18,2,2.094
13,8,5.62
22,7,19.626
14,8,6.086
10,7,4.874
13,10,313.652
13,8,5.62
20,10,246.512
11,7,5.078
11,11,343.996
15,5,5.072
11,6,3.57
19,2,2.1
16,2,2.026
21,9,23.614
13,1,1.514
11,6,3.57
15,10,291.618
15,7,6.39
16,3,2.508
13,5,4.128
24,1,1.57
21,1,1.598
21,3,2.512
10,1,1.666
11,2,1.998
24,6,10.176
11,9,6.286
19,8,11.508
11,6,3.57
22,7,19.626
10,6,3.386
14,4,2.894
16,10,285.0
13,6,4.3
21,3,2.512
20,2,2.088
12,2,1.988
20,1,1.636
23,8,37.284
15,0,1.534
15,3,2.392
17,10,307.144
10,7,4.874
18,1,1.63
14,8,6.086
11,1,1.526
23,10,318.954
13,5,4.128
18,1,1.63
11,9,6.286
12,4,3.004
21,2,2.06
22,7,19.626
24,11,394.158
13,4,2.972
11,1,1.526
12,10,328.816
22,5,7.198
22,10,256.21
14,4,2.894
12,4,3.004
23,10,318.954
12,8,5.318
12,1,1.542
14,5,4.678
19,0,1.614
