WindowSize,CompressionLevel,Performance
13,9,6.862
20,4,2.808
22,5,7.198
11,1,1.526
15,7,6.39
18,8,9.684
12,10,328.816
10,3,2.616
20,5,7.45
14,7,5.896
11,10,343.594
15,1,1.52
24,0,1.574
17,6,6.34
13,11,315.078
13,10,313.652
22,7,19.626
11,4,3.04
16,6,5.77
22,2,2.05
22,5,7.198
15,3,2.392
14,11,301.078
19,7,10.05
22,9,34.292
20,4,2.808
18,11,279.692
16,5,5.392
12,10,328.816
22,1,1.586
11,0,1.526
23,7,20.474
18,1,1.63
24,10,392.744
24,8,38.644
19,6,9.336
17,9,10.152
10,6,3.386
24,9,108.602
20,7,12.338
12,7,5.266
13,6,4.3
13,0,1.514
21,6,10.46
19,8,11.508
23,4,2.726
12,1,1.542
14,4,2.894
10,7,4.874
11,2,1.998
23,10,318.954
21,5,7.272
13,9,6.862
12,6,3.846
15,4,2.834
23,2,2.032
16,7,6.998
14,6,4.874
18,7,8.628
14,7,5.896
18,5,6.714
21,8,18.874
15,1,1.52
20,11,246.08
16,8,7.548
14,4,2.894
16,5,5.392
13,7,5.554
24,9,108.602
11,8,5.042
14,1,1.46
12,8,5.318
24,5,7.154
23,0,1.556
18,7,8.628
24,9,108.602
13,9,6.862
13,1,1.514
15,11,292.192
21,4,2.768
14,0,1.472
13,4,2.972
20,1,1.636
12,0,1.528
15,0,1.534
19,7,10.05
14,6,4.874
21,10,244.734
15,9,8.084
11,1,1.526
12,7,5.266
22,4,2.748
11,2,1.998
13,2,1.942
11,9,6.286
23,1,1.572
22,2,2.05
19,7,10.05
12,4,3.004
10,11,363.346
