new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,2,1,1,1,1,1,0,1,0,110.004
3,1,3,0,1,1,0,1,0,1,33.352
2,3,3,1,0,1,0,1,0,0,91.822
4,2,1,0,0,0,1,1,0,1,38.314
3,3,2,0,1,1,1,1,1,0,61.424
4,2,2,1,0,1,1,0,1,1,31.276
1,3,2,0,1,0,0,0,1,1,141.614
4,1,2,1,1,0,1,0,1,1,22.432
1,2,1,0,1,1,0,0,1,1,108.268
4,2,2,1,1,1,0,0,1,1,28.67
3,1,1,0,1,0,1,0,1,0,31.076
1,2,3,0,0,1,1,1,0,0,141.622
4,3,2,0,1,0,1,1,0,0,52.63
2,3,3,0,1,1,1,0,0,1,97.364
3,3,1,1,1,1,1,0,0,1,66.204
4,3,3,1,0,0,1,1,0,1,50.454
3,2,3,1,1,1,1,1,1,1,43.294
2,3,3,0,0,0,0,0,0,0,88.774
3,2,2,0,0,0,1,0,0,1,50.622
4,2,2,1,1,0,1,1,0,0,35.912
3,3,1,0,1,0,0,1,0,0,66.658
2,1,3,0,0,0,1,0,0,1,47.19
1,3,1,1,0,1,1,0,0,1,172.726
2,2,2,1,1,1,0,1,0,0,66.678
3,3,2,0,1,0,1,1,1,0,61.668
4,2,3,0,1,1,1,1,1,1,33.618
4,3,2,0,1,1,0,1,1,0,40.754
2,2,3,1,0,0,0,1,0,0,67.338
2,3,3,1,0,1,0,0,0,1,84.43
3,1,3,1,1,0,1,0,0,1,30.116
2,3,2,0,0,1,1,1,1,1,88.004
2,1,2,1,0,1,0,0,0,0,43.66
2,3,2,1,0,1,1,1,1,0,84.89
1,2,1,0,1,1,0,0,0,0,121.358
2,2,2,1,1,0,0,0,1,1,55.12
3,2,3,1,1,0,1,1,0,1,50.06
2,3,2,1,0,0,0,1,0,1,91.642
3,3,2,1,0,0,1,0,1,1,57.356
1,2,1,1,1,1,0,1,0,0,126.312
2,1,3,0,1,0,0,0,1,1,45.668
3,3,3,1,0,1,0,1,0,0,64.01
3,2,1,0,0,0,1,1,1,0,46.258
1,3,3,1,1,1,0,1,1,1,146.222
1,1,1,1,1,1,1,1,0,1,87.264
4,1,1,0,1,1,1,0,1,0,23.242
4,3,2,1,0,1,1,1,1,0,43.018
3,3,1,1,1,1,1,0,0,0,65.988
4,3,2,0,1,1,0,1,0,1,49.18
2,3,1,1,1,0,1,1,1,0,83.95
3,3,1,1,1,1,1,1,1,0,58.796
4,2,1,0,1,0,1,0,0,1,35.242
3,1,3,1,0,0,1,1,1,0,32.022
4,3,3,1,0,1,1,0,1,0,42.596
3,3,1,1,1,0,0,1,1,0,52.054
2,1,2,1,0,1,1,0,1,1,44.094
4,3,2,1,1,0,1,1,1,1,42.696
1,1,2,0,1,1,0,1,1,1,93.264
4,3,1,0,0,0,0,1,1,0,40.834
1,1,2,1,0,1,1,1,1,0,88.966
4,2,2,1,0,1,1,0,0,1,34.536
2,2,3,0,0,0,1,0,1,0,63.374
1,3,1,0,1,1,1,0,1,0,154.916
4,3,3,1,0,1,1,0,0,0,48.304
1,1,3,1,0,0,0,1,1,0,88.382
4,3,2,1,1,1,0,0,0,0,43.484
3,3,2,1,1,0,1,0,1,1,56.558
2,1,1,0,1,1,1,0,0,1,45.34
3,1,2,0,0,1,0,0,0,0,31.956
4,1,2,0,1,1,1,1,1,1,25.258
4,3,3,0,1,1,1,0,0,0,49.978
4,1,1,0,1,0,0,1,0,0,24.874
1,3,1,0,0,0,0,1,1,1,153.452
4,1,1,1,0,0,1,1,1,0,23.93
3,2,3,0,0,0,1,1,0,0,54.214
4,1,2,0,0,1,1,0,0,0,24.628
2,2,2,1,0,0,1,1,1,1,63.298
4,1,2,0,1,0,1,1,0,1,25.094
1,2,3,0,0,0,0,0,0,0,123.562
1,2,1,0,1,1,1,1,1,1,124.814
2,2,1,0,1,1,0,0,1,0,57.638
1,1,1,0,0,0,0,1,0,1,94.544
1,2,3,0,1,0,0,0,1,0,109.508
3,1,2,1,1,1,1,1,0,0,31.0
1,2,1,0,0,0,0,0,1,1,109.458
3,3,2,0,0,1,0,1,0,0,67.772
2,3,2,1,0,1,0,1,0,0,91.756
2,3,3,0,1,0,0,0,0,1,87.18
1,1,2,1,1,1,1,0,0,1,80.34
1,2,1,1,1,0,0,0,1,1,102.73
3,1,2,1,0,0,1,0,1,1,30.366
2,2,1,0,0,0,0,0,1,1,57.844
2,2,1,0,0,1,1,1,0,0,75.378
3,2,3,1,0,1,1,0,0,0,48.484
1,1,2,1,1,1,1,1,1,1,87.288
4,1,3,0,1,1,0,1,1,1,24.88
2,3,1,0,1,0,1,1,0,0,103.084
2,2,3,0,1,1,1,1,1,0,65.806
2,3,2,0,0,0,0,0,1,1,75.228
1,3,2,1,1,1,0,0,1,0,136.276
1,1,2,1,1,1,0,0,0,0,79.18
