new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,0,0,0,40,32,4,4584.6
4,0,1,0,0,70,128,6,19501.6
4,1,0,1,1,30,4,6,48728.8
1,1,1,1,1,50,256,10,102868.4
2,0,0,0,1,10,4,6,72918.2
3,1,1,1,0,10,256,2,12389.0
2,1,0,1,1,30,64,0,17742.6
5,1,1,1,1,10,4096,0,9151.0
5,1,0,1,0,0,32,0,9254.6
2,1,1,0,0,100,512,8,101326.2
3,1,0,0,0,70,8,6,12084.2
5,1,0,1,0,90,64,0,9147.2
1,0,0,0,1,70,128,0,17697.8
5,0,1,0,0,0,512,8,121358.8
1,0,1,1,1,10,32,4,12383.2
5,1,1,1,1,10,4,0,9195.6
1,0,0,1,0,20,1,10,125205.8
3,1,1,0,0,40,8,8,37388.4
4,1,0,1,1,0,512,0,35614.8
3,1,0,1,0,80,16,8,37567.6
1,1,0,0,0,40,1024,10,101795.4
2,0,0,1,0,50,1,8,125226.6
4,0,1,0,1,0,512,4,22087.0
3,1,1,0,0,40,16,4,12514.8
2,0,1,1,0,100,2,10,117619.6
1,1,1,0,0,40,8,4,12191.0
5,1,1,0,1,0,128,10,298478.6
4,0,1,0,1,20,32,4,13939.8
4,1,0,1,0,80,64,8,125283.0
5,1,0,1,1,20,256,6,47530.6
1,0,1,1,1,80,512,4,11936.2
1,1,0,0,1,30,1024,0,17723.4
5,0,1,0,0,60,8,0,9192.6
5,1,0,1,1,70,1024,2,9168.2
5,0,0,0,0,20,1024,2,9148.4
4,1,0,1,0,60,8,0,35812.8
1,1,1,1,0,80,128,0,17781.8
3,1,0,1,0,30,128,0,12191.6
3,1,0,0,0,50,512,2,12368.6
3,0,1,0,1,100,64,6,10645.0
5,1,0,1,0,100,256,6,47736.0
4,1,1,0,0,50,512,10,113468.4
4,0,1,1,0,10,512,10,415902.2
1,1,1,0,1,90,1,0,17647.6
3,0,1,1,0,80,64,4,12093.0
2,1,0,0,0,20,32,6,87329.4
4,1,0,1,0,20,512,10,414028.2
3,1,0,1,1,90,4,6,13641.6
1,1,1,1,0,50,1024,10,102927.2
2,1,0,1,0,50,1024,6,91002.4
3,0,1,1,0,60,256,2,12013.0
3,1,0,0,1,30,64,10,48754.8
4,1,0,1,0,50,256,8,125120.8
3,0,0,0,0,0,8,8,44240.4
1,0,0,0,0,10,512,0,17789.0
2,1,0,0,0,50,1024,0,4896.4
4,0,0,1,1,50,32,4,43565.4
5,1,1,0,0,50,64,6,47656.8
1,1,1,1,0,0,2048,0,17924.4
2,0,1,0,0,90,128,8,100577.6
1,1,0,0,1,80,16,6,84035.2
5,1,1,0,0,10,2,10,299450.4
1,1,1,1,0,40,1,8,125270.4
1,1,1,1,0,60,4096,8,102708.4
5,1,1,0,0,30,4,4,9182.8
4,1,0,0,0,70,1024,2,8946.2
5,0,1,0,1,90,1024,10,300956.6
1,0,1,0,0,70,4,8,80955.4
4,1,1,0,0,10,512,6,21526.8
3,0,1,0,1,100,256,0,12181.2
5,1,1,0,1,80,16,6,47428.2
1,1,0,0,0,10,1024,8,99963.6
2,1,0,1,1,80,4096,0,17705.8
4,1,0,0,0,100,256,6,19174.6
1,1,1,0,1,50,128,8,101535.8
5,1,0,0,1,100,8,0,9157.6
2,0,0,0,0,80,4,2,5510.8
4,0,1,1,0,100,1,8,123369.8
5,1,1,0,0,0,128,0,9251.6
5,0,1,0,0,20,4096,6,47603.0
5,1,0,0,1,90,2048,0,9150.4
4,0,0,0,1,70,1024,0,8917.4
2,0,0,1,0,50,128,0,17702.6
1,0,0,0,0,0,4096,0,17907.8
4,1,1,1,1,80,1,10,419909.8
1,1,1,0,1,80,2048,10,101404.6
4,0,1,1,1,30,8,10,414460.8
3,0,1,1,0,50,64,0,12126.6
1,1,1,0,0,60,256,2,17858.2
4,0,0,0,0,70,2,6,26460.2
3,0,1,0,1,10,512,4,12365.2
4,0,0,0,1,70,16,10,120757.4
3,0,1,1,0,50,8,8,37525.0
1,0,0,1,1,40,64,2,17742.0
2,0,0,1,0,30,2,10,117574.4
4,0,0,0,0,60,1,2,10032.8
4,0,1,1,0,0,128,10,421752.2
3,1,1,0,0,10,64,10,50425.8
2,1,1,1,1,0,8,4,18553.2
1,0,0,0,0,30,32,6,87135.8
