topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,1000000,10,0,1,1000,512,10000,5,0,2.0
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.000717648292419
4,1,4,10,1,1,1000,1000,512,100,2,0,2.0
2,1,2,10,10,1,1,1000,1024,10000,5,29,0.143129300613
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.00276301401389
4,1,2,1000000,10,1,1,1000,512,100,2,0,2.0
2,1,2,1000000,1,0,1,1000,1024,10000,2,29,0.00136857027302
2,10,4,10,1,0,1000,1000,512,100,5,29,2.0
2,10,2,1000000,1,1,1000,10,512,100,2,0,0.000731265907076
4,10,4,1000000,1,0,1,10,1024,100,5,0,0.000881059668302
4,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.000129367339241
4,10,4,1000000,10,0,1,1000,512,100,2,0,2.0
4,10,4,1000000,10,1,1,10,1024,100,2,29,0.000970935925038
4,1,2,10,1,1,1,10,1024,10000,2,29,2.0
2,1,4,10,1,1,1,1000,512,10000,5,0,0.0148799675356
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,2.0
2,10,2,1000000,10,1,1000,1000,1024,10000,5,29,2.0
4,10,2,1000000,10,1,1,1000,1024,100,5,0,2.0
4,10,4,10,1,0,1000,10,1024,100,2,0,0.695608183097
4,10,2,10,10,0,1,10,1024,10000,5,0,2.0
4,1,2,10,1,1,1,10,512,100,5,29,0.0146580004167
2,10,2,1000000,1,1,1000,10,1024,10000,2,0,2.0
2,10,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
2,1,4,10,10,1,1,1000,512,100,2,0,2.0
4,1,2,10,1,1,1,10,1024,10000,5,0,2.0
4,10,2,1000000,1,0,1000,1000,1024,100,5,0,2.0
4,1,4,10,10,0,1000,10,1024,100,2,29,0.458031192508
4,10,2,1000000,1,1,1000,1000,512,100,2,29,2.0
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.00232725034487
2,1,4,10,10,0,1000,10,512,10000,5,29,2.0
4,1,2,1000000,10,0,1,10,1024,10000,2,29,2.0
4,1,4,1000000,1,0,1000,1000,1024,10000,5,0,2.0
2,10,2,1000000,1,0,1,1000,1024,100,5,0,2.0
2,1,4,10,1,0,1000,10,512,10000,2,0,2.0
4,10,4,10,10,1,1000,10,1024,100,2,29,0.399770951721
2,10,4,1000000,10,1,1,1000,1024,10000,2,29,2.0
2,1,4,10,10,0,1000,1000,512,100,5,0,2.0
2,1,2,10,10,0,1,1000,1024,10000,5,0,0.139803879114
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0148309441228
4,10,2,1000000,10,0,1,1000,512,100,5,29,2.0
4,1,4,1000000,10,0,1000,1000,512,100,2,29,2.0
2,10,2,1000000,10,0,1000,10,512,100,2,0,2.0
4,10,2,1000000,1,0,1000,10,512,10000,5,29,2.0
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.00118200895222
2,10,4,1000000,10,0,1000,1000,512,100,5,0,2.0
2,10,2,10,10,0,1000,10,1024,100,2,29,0.743858115349
4,10,4,1000000,10,0,1000,1000,512,100,5,29,2.0
4,1,2,1000000,1,0,1000,10,512,10000,2,29,2.0
2,10,4,10,10,0,1000,1000,512,100,2,29,2.0
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,2.0
2,1,2,1000000,1,0,1000,1000,512,100,5,29,2.0
4,10,4,1000000,1,0,1000,10,512,10000,2,29,2.0
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.000359505026942
4,1,2,1000000,1,0,1,1000,512,10000,5,29,0.000742159998802
2,10,4,10,10,0,1,10,512,100,5,29,0.134853876186
2,1,4,1000000,10,0,1000,10,1024,10000,5,29,2.0
4,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00233542091366
4,10,4,1000000,10,1,1,1000,512,10000,2,0,2.0
4,10,2,10,1,0,1,10,512,10000,5,29,2.0
2,10,2,10,10,1,1000,10,1024,100,2,29,0.750085450532
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,0.000141623192432
4,1,4,10,10,0,1,10,1024,100,5,29,0.0805672553561
4,10,2,1000000,10,1,1000,1000,1024,100,5,0,2.0
2,10,4,1000000,1,1,1000,10,512,10000,2,0,2.0
4,1,4,10,1,1,1,10,512,10000,5,29,2.0
4,10,4,10,1,1,1000,10,512,100,5,0,0.210924595182
4,1,4,1000000,10,1,1,10,1024,10000,5,0,2.0
4,1,4,10,1,1,1000,1000,512,10000,5,29,0.245095275641
2,1,2,1000000,1,1,1000,10,512,100,2,29,0.0013495056125
4,10,2,10,10,0,1000,10,1024,100,2,0,0.534879477301
2,10,4,1000000,1,1,1,1000,1024,100,5,0,2.0
4,10,2,10,10,0,1,10,512,100,5,0,0.0808545870254
2,1,4,10,10,1,1000,1000,512,10000,2,0,0.794360401066
4,10,4,10,10,1,1,1000,1024,10000,5,29,0.0787465802765
2,10,2,1000000,10,0,1000,10,1024,10000,5,0,2.0
2,10,4,10,1,1,1,1000,512,100,2,29,2.0
4,1,2,10,1,1,1,1000,512,10000,5,0,0.0145354418848
2,1,2,10,10,0,1000,1000,1024,10000,5,0,0.339530709764
4,1,4,1000000,1,1,1,10,1024,100,2,29,0.00194051008861
2,1,2,10,10,1,1000,1000,1024,10000,5,0,0.336333293842
4,10,4,10,10,1,1,1000,1024,100,5,0,2.0
4,10,2,10,10,1,1,1000,512,100,2,0,2.0
2,10,4,1000000,10,0,1,10,512,10000,2,29,2.0
4,1,4,1000000,1,1,1,10,512,100,5,0,0.000804801026223
