WindowSize,CompressionLevel,Performance
24,7,20.228
11,2,1.998
20,0,1.63
23,5,7.178
18,1,1.63
16,4,2.77
22,0,1.596
20,3,2.546
12,0,1.528
21,4,2.768
14,4,2.894
22,0,1.596
13,4,2.972
10,0,1.662
23,7,20.474
10,2,2.146
21,3,2.512
15,7,6.39
22,5,7.198
19,9,14.048
17,0,1.606
19,6,9.336
22,8,25.432
18,8,9.684
19,4,2.8
11,9,6.286
17,2,2.102
19,1,1.604
14,4,2.894
11,1,1.526
17,4,2.848
11,11,343.996
15,8,6.738
22,10,256.21
19,5,7.372
16,10,285.0
20,10,246.512
20,0,1.63
17,6,6.34
23,7,20.474
18,0,1.628
10,7,4.874
19,7,10.05
14,2,1.9
13,2,1.942
17,9,10.152
20,7,12.338
22,10,256.21
15,5,5.072
24,7,20.228
17,9,10.152
23,8,37.284
13,3,2.37
10,1,1.666
14,8,6.086
10,5,3.306
20,4,2.808
20,4,2.808
10,11,363.346
13,6,4.3
22,10,256.21
23,0,1.556
13,8,5.62
16,2,2.026
13,8,5.62
11,11,343.996
12,1,1.542
22,2,2.05
20,4,2.808
11,11,343.996
22,2,2.05
15,1,1.52
21,8,18.874
23,6,10.22
24,9,108.602
21,10,244.734
23,9,63.68
12,3,2.426
17,6,6.34
22,6,10.266
14,3,2.302
13,10,313.652
19,6,9.336
15,3,2.392
18,3,2.562
20,6,10.658
11,7,5.078
20,3,2.546
17,1,1.612
22,10,256.21
10,11,363.346
14,4,2.894
15,2,1.972
15,3,2.392
11,5,3.49
11,1,1.526
18,8,9.684
20,5,7.45
10,5,3.306
20,6,10.658
