topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,10,10,1,1000,1000,512,10000,2,29,0.77355268587
4,10,2,10,1,1,1,10,512,10000,5,0,2.0
2,1,4,10,1,1,1,1000,512,10000,5,29,0.015044740673
4,10,2,10,10,0,1,1000,1024,10000,2,0,0.141819286083
4,10,4,1000000,1,0,1,10,1024,100,2,29,0.00230001511555
4,10,4,1000000,1,0,1,1000,512,100,5,29,2.0
2,10,2,10,1,0,1,10,512,100,5,0,0.0148704352053
2,1,2,10,10,0,1,10,512,10000,2,0,2.0
2,10,2,1000000,1,1,1000,10,512,100,2,0,0.000731265907076
2,1,2,1000000,10,0,1000,1000,1024,100,5,0,2.0
2,10,2,1000000,10,0,1000,10,512,10000,2,29,2.0
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,2.0
2,10,4,1000000,10,0,1,10,1024,10000,5,29,2.0
2,1,2,1000000,10,1,1,10,1024,10000,5,0,2.0
4,10,4,10,1,0,1000,10,1024,10000,5,0,2.0
2,1,2,10,10,0,1,10,1024,100,2,0,0.149368891649
4,1,4,10,1,0,1,1000,1024,10000,2,0,0.0143802010777
2,10,2,1000000,10,0,1000,10,512,100,5,0,2.0
2,10,2,1000000,1,1,1,1000,512,100,2,29,2.0
2,1,2,1000000,1,0,1000,10,1024,10000,2,29,2.0
4,1,2,10,1,1,1000,10,512,10000,5,0,2.0
2,10,2,1000000,1,1,1000,10,1024,100,5,0,2.0
2,1,4,1000000,1,1,1,10,512,10000,5,0,2.0
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,2.0
4,1,2,1000000,1,0,1,10,512,10000,5,29,2.0
4,10,2,1000000,10,1,1000,1000,512,100,5,29,2.0
2,10,2,1000000,1,1,1000,10,1024,10000,5,0,2.0
4,10,2,10,1,1,1,10,512,10000,2,29,2.0
2,1,2,10,1,0,1,1000,512,10000,2,0,0.0147737501413
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,0.00091646546641
4,10,2,10,1,1,1,1000,512,100,2,29,2.0
4,10,4,1000000,10,1,1,10,1024,100,5,0,2.0
4,1,2,10,10,1,1,1000,1024,10000,5,0,0.0880133670505
2,10,2,10,1,0,1,10,1024,10000,5,29,2.0
4,10,2,10,10,0,1000,1000,1024,10000,2,0,0.496549977327
4,10,2,10,1,0,1000,1000,512,10000,5,29,0.200557505144
4,10,4,10,10,0,1000,10,1024,10000,5,0,2.0
4,10,2,10,10,0,1,1000,512,10000,5,0,0.0800388919075
2,10,2,10,10,0,1000,1000,512,10000,2,29,0.727817927045
4,1,4,10,1,0,1000,1000,512,10000,2,0,0.752529812363
4,1,2,1000000,1,1,1,1000,512,10000,5,0,0.00066045431086
2,10,2,10,10,1,1000,10,1024,10000,2,29,2.0
2,1,4,10,1,1,1000,10,1024,10000,5,29,2.0
2,10,2,10,1,0,1,10,1024,100,5,0,0.0147138326368
4,10,4,1000000,1,1,1000,1000,1024,100,5,29,2.0
2,10,2,1000000,1,1,1000,10,512,10000,5,0,2.0
4,1,4,1000000,1,1,1000,1000,512,100,2,0,2.0
2,10,2,1000000,10,0,1,10,1024,100,5,0,2.0
2,10,4,10,10,0,1000,10,512,100,5,0,0.322014372031
4,10,2,10,1,0,1,1000,512,10000,2,29,0.0144809714262
4,10,2,1000000,1,0,1,10,512,100,5,0,0.000870165576577
4,1,4,1000000,10,0,1000,1000,512,100,2,0,2.0
4,10,4,1000000,1,1,1,1000,1024,100,2,0,2.0
4,1,4,1000000,1,0,1,1000,512,10000,2,0,0.00187242201533
2,1,2,10,1,1,1000,1000,1024,10000,5,0,0.295612540734
4,1,2,10,10,0,1000,10,512,10000,5,0,2.0
2,10,2,10,10,1,1000,10,1024,10000,2,0,2.0
4,10,2,1000000,10,0,1,10,512,10000,5,0,2.0
2,1,2,1000000,1,0,1,10,1024,10000,5,29,2.0
2,10,2,10,10,1,1000,10,512,100,2,29,0.74120131873
2,1,2,10,10,1,1,1000,1024,100,5,29,2.0
2,10,4,10,10,1,1,10,512,10000,5,0,2.0
2,10,4,10,10,0,1000,10,512,10000,2,0,2.0
2,1,4,10,1,1,1000,10,1024,10000,2,29,2.0
2,1,2,1000000,1,0,1000,1000,512,100,2,29,2.0
2,1,2,1000000,1,1,1000,10,512,100,2,0,2.0
4,10,4,1000000,1,1,1000,1000,512,10000,5,0,0.000129367339241
2,1,2,1000000,1,1,1,10,1024,10000,5,0,2.0
2,1,2,10,10,0,1,10,512,100,2,0,0.150621712197
4,10,4,10,10,0,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,1,0,1,1000,512,10000,5,29,0.000867442053645
2,1,2,1000000,1,0,1000,10,1024,100,5,0,2.0
2,10,4,1000000,10,1,1,1000,1024,100,2,29,2.0
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.000104855632858
2,1,2,1000000,10,0,1000,1000,512,100,2,29,2.0
4,1,2,1000000,1,0,1000,10,1024,10000,5,0,2.0
4,1,2,1000000,10,0,1000,10,512,10000,5,29,2.0
4,1,4,10,1,0,1000,10,1024,10000,5,0,2.0
2,10,4,1000000,1,0,1000,1000,1024,100,5,0,2.0
2,10,2,10,10,1,1,10,512,10000,2,29,2.0
2,1,2,10,10,0,1000,10,1024,100,2,0,0.776984324764
2,1,2,1000000,1,1,1,1000,512,100,2,0,2.0
2,1,4,1000000,1,1,1,10,1024,100,5,29,0.0
2,1,4,1000000,10,0,1000,10,512,100,2,0,2.0
4,10,2,10,10,0,1000,10,512,10000,5,0,2.0
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,2.0
2,10,4,10,10,1,1000,10,1024,10000,2,29,2.0
4,10,4,10,10,1,1,10,512,10000,5,0,2.0
2,10,2,1000000,1,1,1000,1000,512,100,5,29,2.0
2,1,2,1000000,10,0,1000,1000,1024,10000,5,29,2.0
4,1,4,10,10,0,1000,1000,512,100,2,29,2.0
4,10,2,1000000,10,1,1,10,1024,100,5,29,2.0
2,1,2,1000000,1,1,1,1000,1024,10000,2,0,0.00134678208957
2,1,4,1000000,1,1,1,10,512,10000,2,29,2.0
4,10,2,10,1,1,1,1000,512,100,5,29,2.0
2,10,2,1000000,10,1,1000,1000,1024,10000,2,29,2.0
4,10,2,10,10,0,1,10,1024,10000,5,0,2.0
2,10,2,10,1,1,1000,1000,512,10000,2,29,0.793924637397
4,1,4,10,1,0,1,1000,1024,100,2,0,2.0
2,10,2,1000000,10,1,1000,10,1024,100,5,29,2.0
