new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,1,1,1,0,1,1,0,1,1,29.93
3,3,1,1,0,0,0,0,0,1,58.09
1,1,2,1,1,0,0,1,1,0,86.052
1,2,1,0,0,0,1,0,1,0,116.62
1,2,1,1,0,1,0,1,1,1,113.43
1,2,1,1,0,1,0,0,1,1,104.452
4,2,1,1,0,0,1,0,1,1,30.464
1,1,1,1,0,0,1,0,1,0,81.742
1,1,3,1,0,0,0,0,1,1,81.822
2,2,2,1,1,1,0,1,1,0,58.706
1,3,1,0,0,1,1,0,1,0,155.746
4,1,1,0,1,1,0,1,0,0,24.688
2,3,2,0,0,1,0,1,1,1,80.656
2,2,1,1,1,0,0,0,1,1,54.504
4,1,2,0,0,1,0,0,1,1,24.306
4,1,2,1,0,1,1,1,1,1,25.182
4,2,1,0,1,1,0,1,0,0,36.208
4,2,2,1,1,1,1,0,1,0,30.834
3,1,3,1,0,0,0,0,0,1,30.706
4,1,2,1,1,0,0,0,0,0,22.312
1,3,2,0,1,0,1,0,0,1,178.316
1,1,2,0,1,0,1,1,0,0,93.312
1,2,2,0,0,0,0,0,1,0,109.946
2,1,1,1,0,1,0,1,0,1,47.218
4,3,3,1,1,1,1,0,0,0,48.082
1,1,2,0,0,0,1,0,1,1,87.316
3,1,2,0,1,0,0,1,1,0,33.18
3,1,1,1,1,1,1,0,0,0,29.174
4,2,1,0,1,1,0,0,1,1,29.912
1,1,3,1,1,0,1,0,0,0,80.424
4,2,3,0,0,1,1,1,0,0,38.178
4,1,1,1,0,0,1,1,0,1,24.004
3,1,1,0,1,0,0,1,1,1,34.722
2,1,1,0,0,0,0,1,0,0,49.896
2,1,2,0,1,1,1,1,0,1,49.666
4,2,2,0,0,0,0,0,0,0,34.18
3,2,3,0,0,0,1,0,1,0,44.392
3,3,3,1,1,0,1,0,0,0,66.9
1,1,3,0,1,0,1,0,0,0,85.904
1,3,1,1,1,1,0,1,1,1,146.138
2,3,1,0,1,1,0,0,1,0,74.416
4,1,3,0,0,1,1,0,1,1,24.982
1,1,3,0,0,0,0,0,0,0,86.482
2,3,1,0,0,1,1,0,0,1,97.326
3,2,2,0,0,1,0,1,0,1,50.0
1,3,3,1,1,1,0,0,1,1,136.322
3,3,2,0,1,0,1,1,0,1,74.554
3,1,2,1,0,0,1,1,1,1,31.914
2,2,1,1,0,0,1,0,0,1,66.022
1,1,2,0,0,0,1,0,0,1,87.306
3,1,1,1,1,0,1,1,0,1,31.29
2,1,2,0,0,0,1,1,1,1,50.514
1,2,1,1,0,1,1,0,1,1,111.892
2,3,1,1,0,0,1,0,1,0,80.942
2,1,2,0,0,1,1,0,0,0,46.848
3,3,2,1,0,0,0,1,0,0,63.95
1,1,3,1,1,0,1,0,0,0,80.424
4,1,1,1,1,0,0,1,1,1,23.586
4,1,2,1,0,1,0,0,0,1,23.106
1,2,1,1,0,0,0,0,1,0,104.454
3,3,1,1,0,1,0,0,0,0,58.186
3,2,1,0,0,1,0,0,1,0,39.622
3,1,2,0,1,1,0,0,1,0,31.37
2,3,2,0,1,0,1,0,0,0,96.112
4,2,1,0,0,1,0,0,0,1,33.546
1,1,3,0,1,0,0,0,1,0,85.216
1,1,2,0,0,1,0,1,1,1,94.848
2,2,2,0,0,0,0,0,1,0,58.532
3,2,2,1,1,1,0,1,0,1,46.482
4,1,2,1,0,0,1,0,1,1,23.184
4,1,2,1,1,1,1,0,0,1,22.816
1,1,1,1,1,0,0,0,1,1,78.442
1,1,1,1,0,1,0,1,1,0,88.27
2,3,1,1,0,0,0,0,0,0,83.468
1,1,2,0,1,1,1,0,0,1,85.752
4,3,3,1,0,1,0,1,0,0,46.836
4,3,3,1,0,1,1,0,0,0,48.304
3,1,3,1,1,1,0,1,0,1,31.054
1,1,2,0,0,0,0,0,1,1,86.152
2,2,1,1,0,1,0,0,1,1,55.172
2,3,2,1,0,1,0,0,1,1,72.942
3,2,1,0,1,0,1,1,1,1,45.788
3,1,1,1,0,1,0,1,0,1,31.668
3,1,3,0,1,0,0,1,1,1,33.552
3,2,2,0,1,1,1,1,1,1,45.87
2,1,1,1,1,1,1,0,1,1,42.334
1,2,1,1,0,0,1,1,1,0,118.782
4,1,3,1,0,0,0,1,1,0,23.766
3,2,1,1,0,0,1,0,0,1,47.036
2,2,1,0,0,0,1,1,0,1,75.42
2,2,3,0,1,1,0,1,1,0,61.874
2,2,1,1,1,1,0,1,1,0,58.808
1,1,1,1,0,0,0,1,0,1,88.944
1,1,2,1,1,1,1,1,1,0,86.896
2,2,3,1,0,1,1,0,0,0,67.166
4,2,1,1,1,0,0,1,1,1,29.814
3,3,1,1,1,0,0,1,1,0,52.054
4,3,3,1,0,1,0,0,1,0,38.576
2,3,2,0,0,1,1,1,0,0,104.776
2,2,2,1,1,1,1,0,0,1,65.806
