topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,10,1,0,1,10,512,100,2,0,0.0149712055538
4,10,4,1000000,1,0,1000,10,512,100,5,29,2.0
4,1,2,10,1,1,1000,10,1024,10000,2,0,2.0
4,1,2,1000000,10,0,1,10,1024,10000,5,29,2.0
4,1,4,10,1,1,1,10,512,100,2,29,0.0144101598299
2,10,2,1000000,10,0,1,10,1024,10000,2,0,2.0
4,1,4,10,10,1,1000,1000,512,10000,2,0,0.48217113801
4,1,2,10,1,0,1,10,1024,10000,5,0,2.0
4,1,4,10,1,0,1000,1000,1024,10000,2,29,0.719722255131
2,1,2,1000000,1,1,1000,10,1024,100,2,0,5.3108697162e-05
2,10,4,1000000,1,0,1000,1000,512,100,2,29,2.0
2,10,2,1000000,1,1,1,10,1024,10000,2,29,2.0
4,1,4,10,1,1,1,1000,1024,100,5,29,2.0
4,10,2,1000000,1,1,1000,10,512,100,2,0,0.00716150354807
4,10,4,10,1,0,1,10,1024,10000,5,29,2.0
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,0.000121196770447
2,1,2,10,10,0,1,10,1024,10000,2,29,2.0
2,10,4,1000000,10,0,1,10,1024,10000,5,29,2.0
2,10,4,1000000,10,0,1000,10,1024,100,2,29,2.0
2,10,2,10,10,0,1,10,1024,10000,2,0,2.0
2,10,4,1000000,10,0,1000,10,512,100,2,0,2.0
4,1,2,10,10,0,1000,10,512,100,5,0,0.0766753410872
4,1,2,10,10,0,1000,1000,512,100,5,0,2.0
4,10,2,1000000,1,0,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,10,0,1,10,512,100,2,0,0.00514201129445
4,1,2,1000000,10,1,1,1000,512,10000,2,0,0.00525367573464
2,1,4,1000000,10,0,1000,1000,1024,100,5,0,2.0
