ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,84205.2
1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,85004.4
1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,67613.0
0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,75240.6
1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,93828.2
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,79570.2
0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,91540.0
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,81212.6
1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,87091.0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,78458.8
1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,85789.6
0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,87579.4
0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,81786.4
1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,80732.2
0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,95331.6
1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,79819.8
0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,66650.0
1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,79536.6
1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,58618.2
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,62185.0
0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,74088.2
0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,90792.6
1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,86050.8
0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,77668.0
0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,69212.4
0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,60635.4
1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,90418.4
1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,67543.8
0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,63746.0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63413.4
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,74870.0
1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,62915.8
0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,84343.4
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,77034.2
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,67276.6
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,65073.8
1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,83843.8
1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,70264.6
1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,76024.2
0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,74522.2
1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,96156.4
0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,84502.6
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,90402.8
0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,71501.6
1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,82739.2
1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,72512.4
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,64875.6
1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,90629.0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,68018.0
1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,89815.6
1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,95664.6
1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,71815.4
1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,66989.2
1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,89568.0
1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,87233.6
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,80077.8
1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,89255.0
0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,79604.6
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,81660.4
0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,75424.0
0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,81724.8
1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,76559.4
0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,91392.0
0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,80217.4
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,73716.0
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,89198.8
1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,89222.8
0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,68641.6
0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,82112.8
1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,76145.0
0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,63645.8
0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,84544.0
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,59894.6
0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,77647.4
0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,82632.8
1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,69420.2
1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,61952.4
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,91218.8
0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,94355.4
1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,76241.4
0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,73920.2
1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,73015.0
0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,86760.6
0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,75508.2
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,70272.6
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,76180.6
0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,66694.2
0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,93361.8
0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,74185.2
0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,80629.4
0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,75961.0
0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,69189.8
0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,89553.0
0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,74757.8
0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,68074.2
0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,84922.0
0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,83170.2
0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,69291.8
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,74802.6
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,82700.0
