new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,1,0,0,0,70,1024,2,8946.2
3,0,1,1,0,90,4,4,12864.6
1,0,1,1,1,60,128,10,102702.4
2,0,0,0,0,10,1,8,83619.0
5,1,1,0,1,100,2,2,9211.8
4,0,0,1,0,60,1,2,35796.4
5,1,0,0,0,50,4096,2,9271.4
4,0,0,0,0,50,512,10,113530.0
2,0,0,1,1,30,4,8,113862.6
4,1,0,0,1,60,8,8,48461.0
4,0,1,0,0,50,1,0,9999.0
5,1,0,1,1,60,32,10,300697.2
5,0,1,0,1,60,4096,2,9109.0
2,1,1,1,1,40,64,2,17635.8
5,0,0,1,1,100,16,10,301092.8
1,1,0,0,1,80,1024,0,17738.6
1,0,1,0,0,90,2,6,73570.6
5,1,1,0,1,40,2,10,298104.6
4,1,0,1,1,0,128,10,421498.0
3,1,1,1,0,70,64,0,12238.0
5,1,0,0,1,10,1,0,9169.8
5,0,1,0,0,0,1024,8,121882.2
1,0,0,1,0,10,8,2,17773.2
5,0,1,0,0,90,4096,4,9198.0
4,0,1,0,0,0,2048,2,11873.2
4,1,0,0,1,90,8,6,22424.8
2,1,0,1,0,80,8,8,109188.6
4,0,1,0,0,60,128,2,8925.4
4,0,0,1,1,40,1,4,42789.0
1,1,1,0,1,80,128,0,17758.6
2,1,0,0,0,100,2,0,7438.0
1,1,1,1,0,70,1,0,17647.4
5,1,0,1,0,100,1,8,121159.2
3,1,1,0,1,90,32,0,12247.8
5,0,1,0,1,50,256,4,9184.2
1,0,1,1,1,0,1,8,131701.2
5,0,0,0,0,90,16,10,300331.2
1,1,0,0,0,90,16,10,95366.2
3,0,1,0,1,70,16,2,12148.8
5,0,0,1,1,50,1,6,47233.0
2,1,0,1,1,80,4096,8,102620.4
3,0,1,1,1,30,16,10,47691.8
3,0,1,0,1,20,128,6,10981.8
1,1,1,1,0,90,2048,10,103130.4
2,1,1,0,0,20,1024,6,89622.2
2,0,0,1,0,20,256,2,17791.2
3,0,1,1,0,60,64,0,11989.6
4,0,1,1,0,20,1024,6,49070.2
2,1,0,0,1,0,32,2,11415.0
3,0,1,0,0,0,512,2,15880.6
5,1,0,1,1,80,1024,4,9159.8
4,1,0,1,1,50,4,4,43371.2
1,0,1,1,1,20,1024,10,103623.2
4,1,1,0,1,70,1024,0,8891.4
2,0,1,0,1,100,128,0,4663.4
3,0,0,1,1,20,2048,8,38569.6
2,1,1,1,0,90,2048,4,11844.0
4,0,1,1,1,80,1,10,420620.2
5,1,1,0,1,70,256,8,121598.8
5,1,0,0,0,40,4096,10,302701.8
2,1,0,0,0,30,1,6,78958.2
3,0,0,1,1,30,1024,0,12231.6
5,0,1,1,0,50,2,2,9117.6
2,1,0,1,1,0,64,10,131618.2
4,0,0,1,1,70,4096,6,49333.2
1,0,1,0,1,40,2048,10,101612.8
5,0,0,1,1,50,4,6,47516.4
5,1,1,1,1,50,512,2,9183.0
1,0,1,0,1,80,4,0,17662.0
5,1,1,1,1,30,16,6,47727.6
5,1,0,0,0,100,256,2,9262.4
1,1,0,1,0,90,1024,8,103054.2
3,0,1,0,1,90,16,10,47431.0
3,1,0,1,1,20,128,4,12157.2
2,1,1,1,1,10,4,2,17658.2
2,1,1,0,1,30,1,8,83092.6
4,0,0,0,0,20,8,4,14325.2
4,0,1,1,1,50,1024,0,35826.8
5,0,1,0,0,80,2048,0,9144.8
3,0,1,0,0,10,1,0,14463.8
1,0,0,1,0,60,256,6,90647.4
4,1,0,0,0,40,2,8,59018.2
3,1,0,0,0,70,32,0,12262.2
1,1,1,1,0,100,1024,6,90772.6
3,1,0,0,1,100,32,4,12227.0
5,0,1,0,1,0,2048,2,9272.2
5,1,1,1,0,40,64,2,9233.0
3,1,0,1,0,60,256,10,48575.4
2,0,0,0,0,70,1024,8,100562.2
4,0,1,1,0,100,64,10,416114.6
3,0,0,0,0,50,16,8,37837.8
2,0,0,1,0,70,4096,10,102946.4
4,1,0,0,1,70,16,2,8995.6
4,0,1,0,1,50,4,2,9371.6
2,1,0,1,1,40,128,10,103074.2
4,0,0,1,0,70,128,2,36023.0
1,0,0,1,0,50,4,6,103001.6
1,0,1,0,0,40,512,4,11895.4
4,0,1,1,0,60,256,6,49157.6
3,1,1,1,0,70,2048,4,12345.0
