ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,79292.0
0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,73672.6
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,60982.0
0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,87014.2
1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,84167.2
0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,84763.4
0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,82594.8
1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,85736.2
0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,77643.8
0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,87768.4
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,96431.8
0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,77432.8
0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,69193.6
1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,80540.8
1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,81829.8
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,73196.8
0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,84857.2
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,70701.0
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,93837.6
0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,79502.2
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,90200.6
1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,93668.4
1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,68405.8
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,63731.0
0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,64732.8
0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,71213.2
1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,90717.2
1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,84159.4
0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,91005.0
0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,86408.4
1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,63590.6
1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,67413.6
1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,86226.2
1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,68121.8
0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,74612.0
0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,64157.4
1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85608.4
0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,60639.4
0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,82514.4
1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,74290.0
0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,75744.6
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,59297.6
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,83800.2
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,71637.6
