WindowSize,CompressionLevel,Performance
12,8,5.318
13,0,1.514
20,11,246.08
20,8,14.64
15,7,6.39
14,5,4.678
13,3,2.37
21,8,18.874
20,5,7.45
13,5,4.128
22,9,34.292
20,10,246.512
14,1,1.46
22,4,2.748
16,6,5.77
11,2,1.998
12,7,5.266
18,11,279.692
15,2,1.972
13,8,5.62
17,6,6.34
18,5,6.714
14,3,2.302
22,9,34.292
19,8,11.508
21,11,244.72
20,9,17.4
12,4,3.004
22,2,2.05
17,7,7.636
15,5,5.072
19,4,2.8
14,3,2.302
15,10,291.618
20,2,2.088
13,6,4.3
21,11,244.72
10,7,4.874
15,9,8.084
18,10,279.698
15,10,291.618
19,9,14.048
15,4,2.834
22,1,1.586
16,9,9.094
23,0,1.556
24,2,2.04
22,6,10.266
20,5,7.45
22,2,2.05
18,4,2.824
10,7,4.874
24,7,20.228
16,10,285.0
11,6,3.57
11,0,1.526
16,5,5.392
13,11,315.078
13,0,1.514
10,2,2.146
13,7,5.554
23,9,63.68
15,3,2.392
21,9,23.614
20,1,1.636
21,9,23.614
22,7,19.626
10,9,6.246
17,9,10.152
20,9,17.4
18,4,2.824
21,10,244.734
24,8,38.644
15,2,1.972
10,4,3.02
15,4,2.834
21,1,1.598
10,3,2.616
20,8,14.64
21,7,15.806
22,9,34.292
15,2,1.972
23,8,37.284
10,5,3.306
23,10,318.954
20,11,246.08
12,9,6.47
19,5,7.372
24,8,38.644
24,5,7.154
23,7,20.474
14,5,4.678
18,6,7.51
21,7,15.806
13,10,313.652
11,1,1.526
10,9,6.246
20,10,246.512
24,10,392.744
10,0,1.662
