new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,1,1,0,4096,9,337.4748
1,1,1,2,0,1,2048,0,337.4748
0,1,2,1,0,0,2048,0,31.6962
0,2,2,1,0,1,4096,5,165.3036
0,1,1,1,0,0,512,9,337.4748
0,2,1,0,1,0,2048,1,167.6616
1,0,1,1,1,1,512,0,337.4748
1,2,1,2,0,0,4096,0,337.4748
1,1,2,1,0,0,512,1,337.4748
0,2,1,2,0,1,1024,1,337.4748
1,2,1,1,1,0,512,1,337.4748
1,0,1,1,0,0,512,9,337.4748
0,2,2,0,0,0,2048,0,337.4748
0,1,1,2,0,1,4096,5,337.4748
1,0,2,1,0,0,2048,9,337.4748
0,0,2,2,0,1,1024,5,337.4748
1,2,2,2,0,0,4096,5,165.7494
0,2,2,2,1,1,4096,5,165.53
0,1,1,0,1,1,512,1,337.4748
1,2,1,1,1,0,512,9,337.4748
1,1,1,1,0,1,1024,1,337.4748
0,2,2,0,0,0,512,0,337.4748
0,2,1,0,0,0,512,1,167.1056
1,1,2,2,0,1,512,5,337.4748
0,0,2,0,1,1,4096,9,337.4748
1,2,1,0,1,1,512,5,167.95
0,0,1,2,1,0,2048,5,337.4748
0,0,1,1,1,1,512,9,337.4748
1,1,1,1,1,1,2048,1,337.4748
1,2,2,2,1,0,2048,5,165.7712
1,0,2,2,0,0,4096,5,337.4748
0,0,1,0,1,0,1024,9,337.4748
0,1,2,2,0,1,4096,0,31.9772
1,0,2,1,0,1,4096,9,337.4748
1,0,2,1,1,0,1024,1,337.4748
0,1,1,2,1,1,1024,0,337.4748
0,0,1,0,0,0,512,9,337.4748
0,1,1,1,0,1,4096,0,337.4748
0,1,1,0,0,0,512,1,337.4748
0,1,2,0,1,1,4096,5,337.4748
0,2,1,2,0,0,512,0,337.4748
1,1,2,1,0,1,4096,0,33.1188
1,1,1,1,0,1,1024,5,337.4748
1,0,2,1,1,1,2048,9,337.4748
0,0,1,1,0,0,4096,5,337.4748
1,0,2,0,0,1,4096,0,163.7542
1,2,1,1,0,0,1024,0,337.4748
0,1,2,1,0,0,4096,5,337.4748
1,2,2,2,1,0,512,1,165.4944
0,0,1,0,0,1,512,0,166.5286
0,0,1,0,0,0,512,5,337.4748
0,0,2,1,1,0,2048,1,337.4748
0,2,1,2,0,0,4096,9,337.4748
0,1,1,0,0,0,2048,1,337.4748
1,2,2,2,1,0,4096,5,165.9262
0,0,2,0,1,0,512,0,166.1266
1,0,1,1,1,0,4096,1,337.4748
1,1,1,1,1,0,2048,0,337.4748
0,1,2,1,0,0,2048,5,337.4748
1,0,2,0,0,1,4096,1,337.4748
0,1,2,0,0,0,1024,5,337.4748
0,1,2,2,1,0,2048,1,337.4748
0,2,2,1,0,1,2048,9,165.4474
0,0,1,1,1,0,2048,0,337.4748
1,2,2,0,1,1,2048,0,337.4748
1,2,1,0,1,1,1024,9,166.218
0,2,2,2,0,0,4096,1,166.6618
1,2,2,2,0,0,512,9,166.0612
1,0,2,2,0,1,512,1,337.4748
0,1,1,0,0,0,4096,5,337.4748
1,0,1,0,1,1,4096,5,337.4748
1,2,2,2,0,1,4096,9,166.4572
1,1,1,0,0,0,512,1,337.4748
1,2,2,2,0,1,4096,5,165.2836
1,2,2,0,0,1,4096,9,165.6086
0,2,1,1,1,0,4096,1,337.4748
1,0,1,0,1,1,4096,1,337.4748
0,2,1,1,1,1,1024,1,337.4748
0,0,1,0,0,0,1024,9,337.4748
0,2,2,0,1,1,1024,9,164.2734
0,2,2,1,1,0,1024,5,166.7586
1,0,1,1,1,0,512,9,337.4748
0,2,1,1,0,1,1024,9,337.4748
1,0,2,2,0,0,1024,0,167.1676
1,1,1,1,1,0,2048,9,337.4748
0,1,1,1,1,0,2048,1,337.4748
1,1,1,2,0,1,4096,9,337.4748
0,1,2,0,1,0,2048,9,337.4748
1,2,1,2,1,1,2048,0,337.4748
1,0,1,0,0,1,4096,0,166.5042
1,2,1,1,1,0,2048,1,337.4748
0,0,1,0,0,1,2048,5,337.4748
1,1,1,2,0,0,512,9,337.4748
1,1,2,1,1,0,1024,9,337.4748
1,0,1,1,0,1,4096,5,337.4748
1,0,1,2,1,0,4096,0,337.4748
1,2,2,2,1,1,512,5,163.3302
1,1,2,1,1,1,1024,5,337.4748
0,2,2,1,0,0,2048,9,165.6608
0,0,2,0,0,1,4096,9,337.4748
