WindowSize,CompressionLevel,Performance
14,5,4.678
23,10,318.954
10,0,1.662
11,4,3.04
18,6,7.51
16,9,9.094
18,9,11.954
23,2,2.032
12,8,5.318
18,8,9.684
14,8,6.086
13,0,1.514
13,2,1.942
18,8,9.684
20,0,1.63
10,2,2.146
11,10,343.594
18,8,9.684
22,11,259.594
20,10,246.512
21,0,1.604
20,6,10.658
12,4,3.004
13,1,1.514
17,7,7.636
13,2,1.942
20,9,17.4
15,7,6.39
17,2,2.102
17,1,1.612
11,1,1.526
15,9,8.084
22,5,7.198
11,5,3.49
10,9,6.246
12,6,3.846
21,4,2.768
16,8,7.548
10,9,6.246
21,11,244.72
20,1,1.636
15,3,2.392
13,10,313.652
21,0,1.604
12,4,3.004
21,6,10.46
13,6,4.3
18,10,279.698
10,2,2.146
21,7,15.806
13,7,5.554
13,8,5.62
18,10,279.698
12,2,1.988
13,1,1.514
21,0,1.604
23,5,7.178
20,8,14.64
10,2,2.146
18,3,2.562
22,5,7.198
18,9,11.954
18,9,11.954
10,8,5.046
15,11,292.192
12,0,1.528
11,6,3.57
16,11,284.296
10,7,4.874
16,11,284.296
19,4,2.8
23,6,10.22
16,2,2.026
11,11,343.996
16,3,2.508
22,11,259.594
24,7,20.228
18,8,9.684
18,8,9.684
24,3,2.478
10,10,363.364
23,10,318.954
17,4,2.848
17,10,307.144
10,0,1.662
13,9,6.862
12,5,3.746
16,6,5.77
12,5,3.746
12,9,6.47
11,4,3.04
14,7,5.896
16,4,2.77
24,10,392.744
14,10,301.488
23,1,1.572
18,7,8.628
19,3,2.552
16,8,7.548
21,8,18.874
