topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,10,10,0,1,1000,1024,10000,2,29,0.141687195221
2,1,2,1000000,1,0,1000,10,512,10000,5,29,2.0
2,10,4,10,1,0,1000,1000,512,10000,2,29,0.90477746775
2,10,2,1000000,10,0,1000,1000,512,100,5,29,2.0
4,1,2,1000000,1,0,1,1000,1024,10000,2,29,0.00330499507723
2,1,2,1000000,10,1,1,10,1024,10000,5,0,2.0
2,1,2,10,10,0,1,1000,512,100,2,0,2.0
4,10,4,1000000,10,1,1,1000,1024,100,5,29,2.0
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.762781152677
2,10,4,10,10,0,1000,1000,512,10000,2,29,0.74351495146
2,10,4,1000000,10,0,1000,1000,512,100,5,0,2.0
2,1,4,1000000,1,0,1000,10,1024,10000,2,0,2.0
4,10,4,10,10,0,1000,10,512,10000,5,0,2.0
4,1,2,10,1,0,1000,10,1024,100,5,0,0.235193908024
4,1,2,1000000,1,0,1,1000,512,100,2,0,2.0
4,1,2,10,1,0,1000,10,1024,100,2,29,0.484517453016
4,10,4,1000000,10,1,1000,10,512,100,5,29,2.0
2,10,2,10,10,0,1000,1000,1024,10000,5,29,0.275935087554
2,10,4,10,10,0,1,10,512,100,5,0,0.133060436336
2,1,4,1000000,1,0,1,1000,512,100,2,0,2.0
2,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.000821142163812
2,1,2,1000000,1,1,1000,10,1024,10000,5,0,2.0
4,1,2,1000000,1,1,1,10,512,100,5,29,0.000671348402586
2,10,4,1000000,10,0,1000,10,1024,10000,2,29,2.0
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.000104855632858
2,1,2,10,1,0,1000,10,512,10000,2,29,2.0
2,10,4,10,1,0,1000,1000,512,100,5,29,2.0
4,10,4,1000000,1,1,1000,10,1024,10000,2,0,2.0
2,10,4,1000000,1,0,1000,1000,1024,100,2,0,2.0
4,10,2,1000000,10,0,1,1000,512,10000,2,29,2.0
4,10,4,10,1,0,1000,1000,512,100,5,0,2.0
4,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.00296455471081
2,1,4,10,10,0,1000,1000,512,100,2,0,2.0
4,10,2,10,1,0,1,10,512,100,5,29,0.014468715573
4,1,4,10,10,0,1,1000,512,10000,5,0,0.0814755502538
4,10,2,10,10,1,1000,1000,1024,10000,2,0,0.511203892459
2,10,4,1000000,1,1,1,10,1024,100,5,29,0.00101451229194
4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.00575344219254
2,10,4,1000000,1,0,1000,1000,1024,100,2,0,2.0
2,1,4,1000000,1,0,1,10,1024,100,5,29,0.00085654796192
2,1,2,1000000,1,1,1000,10,512,10000,2,0,2.0
4,1,2,1000000,1,0,1,1000,512,100,5,0,2.0
4,10,2,1000000,10,0,1000,1000,512,100,2,29,2.0
2,10,4,10,1,0,1,1000,1024,100,5,29,2.0
4,10,2,1000000,1,0,1,1000,512,10000,5,29,0.000870165576577
4,1,4,1000000,1,0,1,10,512,100,5,29,0.000864718530714
4,10,4,1000000,10,1,1,10,1024,10000,5,29,2.0
2,1,4,1000000,1,1,1,10,512,100,2,29,0.0013930819794
2,1,4,1000000,1,1,1,10,512,100,2,0,0.00130865276853
2,1,2,10,10,0,1000,1000,512,10000,2,29,0.773194542605
4,10,4,10,10,1,1,10,512,100,2,0,0.144228242116
2,10,2,10,10,1,1000,10,1024,100,2,29,0.750085450532
2,1,4,10,1,0,1000,1000,512,10000,2,29,1.0
4,10,2,1000000,1,0,1,1000,512,10000,5,0,0.000821142163812
4,10,2,1000000,1,1,1,10,1024,100,5,29,0.000921912512273
4,10,4,10,1,0,1,10,512,100,5,0,0.0146702562699
4,1,4,1000000,10,1,1,10,512,10000,2,0,2.0
4,10,2,10,10,0,1,10,1024,10000,5,0,2.0
2,10,4,10,1,1,1000,10,1024,10000,2,29,2.0
4,10,4,10,10,0,1,10,1024,10000,5,0,2.0
2,1,2,10,1,0,1000,1000,512,100,5,29,2.0
4,10,4,10,1,0,1,1000,512,10000,5,29,0.0143679452245
4,1,2,1000000,10,1,1,1000,512,10000,5,0,1.36176146569e-06
4,1,2,10,10,0,1000,10,1024,10000,5,0,2.0
4,10,4,1000000,10,0,1,10,512,100,5,29,2.0
4,10,4,10,10,1,1,10,512,100,5,29,0.0793702670278
2,1,4,10,10,1,1,1000,1024,100,5,29,2.0
4,1,4,10,1,0,1000,10,1024,10000,5,0,2.0
4,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.00188603962998
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,2,10,10,0,1,10,1024,10000,5,0,2.0
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015796433002
4,10,4,1000000,10,0,1000,10,512,100,2,29,2.0
2,10,2,10,1,1,1,1000,1024,10000,2,29,0.0147969000862
2,10,2,10,10,1,1000,10,1024,10000,2,0,2.0
2,10,4,10,1,1,1,10,1024,10000,5,29,2.0
4,1,2,10,10,0,1000,1000,512,100,2,0,2.0
2,10,2,10,10,0,1,10,512,10000,5,29,2.0
2,1,2,1000000,10,0,1,1000,512,100,5,0,2.0
2,10,2,1000000,1,0,1,10,512,100,2,29,0.00253423808765
4,1,2,10,10,1,1000,1000,1024,10000,5,0,0.201480779418
4,10,4,10,1,1,1,10,512,10000,5,0,2.0
4,1,4,10,10,0,1000,10,512,10000,5,0,2.0
2,10,4,10,1,0,1000,1000,512,100,2,0,2.0
2,10,2,10,10,0,1,1000,512,10000,5,0,0.136152996624
4,1,2,1000000,10,0,1000,10,512,10000,5,0,2.0
4,10,2,1000000,10,0,1000,1000,512,100,5,0,2.0
2,10,4,10,1,1,1,10,512,10000,5,29,2.0
2,10,2,10,1,1,1000,1000,512,100,5,0,2.0
4,1,4,1000000,10,1,1,1000,1024,100,2,29,2.0
2,10,2,1000000,10,0,1,10,512,100,2,29,2.0
4,1,2,10,10,0,1,1000,1024,10000,5,29,0.0876361591246
4,10,4,10,10,0,1,1000,1024,10000,2,0,0.142342202486
4,10,4,10,1,1,1000,1000,512,100,2,29,2.0
2,1,2,10,1,1,1000,10,1024,10000,5,29,2.0
2,10,2,10,1,1,1,10,1024,100,2,29,0.0147424296276
2,1,4,10,1,1,1000,10,1024,10000,5,0,2.0
4,1,2,10,1,0,1,1000,1024,10000,5,29,0.0144591832427
