new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,1,1,0,512,0,337.4748
1,2,1,2,0,1,1024,0,337.4748
1,0,1,0,0,1,1024,9,337.4748
1,0,2,1,1,1,4096,5,337.4748
1,1,2,2,0,0,512,9,337.4748
1,2,1,1,0,1,2048,5,337.4748
0,2,1,0,0,1,2048,5,168.3288
1,0,2,0,1,0,1024,1,337.4748
1,2,1,0,0,0,512,9,165.5418
1,0,2,0,0,1,2048,5,337.4748
1,2,1,0,1,0,512,0,337.4748
1,2,2,1,0,1,512,1,165.3788
0,1,2,0,1,1,4096,5,337.4748
0,0,1,1,1,1,512,1,337.4748
0,1,1,2,1,0,512,0,337.4748
0,1,2,2,1,0,2048,9,337.4748
1,1,2,1,0,1,512,0,32.099
1,1,1,2,0,1,2048,5,337.4748
0,0,1,2,1,0,1024,1,337.4748
0,0,2,1,1,0,512,9,337.4748
1,0,2,0,0,0,4096,0,164.1756
1,1,2,0,1,1,512,1,337.4748
0,0,2,0,0,1,1024,1,337.4748
0,1,2,0,0,1,4096,0,32.164
0,0,1,0,1,1,2048,0,166.5992
1,2,2,1,1,0,1024,1,163.8996
1,0,2,2,0,0,512,0,164.1168
0,0,2,2,1,0,1024,5,337.4748
0,0,2,0,1,1,4096,0,164.3484
1,1,1,1,1,0,512,5,337.4748
1,0,1,0,1,0,4096,1,337.4748
1,1,1,1,0,0,1024,9,337.4748
1,0,1,0,1,0,4096,9,337.4748
0,1,1,0,1,0,1024,9,337.4748
1,1,1,1,1,0,512,5,337.4748
1,1,1,0,1,0,512,5,337.4748
0,1,1,0,0,1,512,9,337.4748
1,2,1,0,1,0,512,0,337.4748
0,0,2,2,0,1,1024,1,337.4748
1,0,1,1,1,0,1024,0,337.4748
0,2,2,1,1,1,2048,0,337.4748
0,2,1,2,1,1,512,1,337.4748
0,0,1,1,0,1,1024,5,337.4748
1,2,2,1,1,1,2048,9,166.3972
1,2,1,1,0,1,2048,0,337.4748
1,0,2,1,1,1,4096,1,337.4748
0,0,1,2,0,1,4096,5,337.4748
0,1,1,1,1,1,512,0,337.4748
1,1,2,2,0,0,512,5,337.4748
0,1,2,1,0,1,4096,1,337.4748
1,0,1,2,0,0,2048,5,337.4748
0,2,2,2,1,0,4096,0,337.4748
1,1,2,1,0,1,4096,5,337.4748
0,1,1,0,0,0,1024,9,337.4748
1,0,2,2,1,0,512,5,337.4748
1,1,1,1,0,1,1024,9,337.4748
1,1,1,2,0,0,2048,1,337.4748
1,2,2,0,1,1,512,1,164.6426
0,0,2,1,0,0,512,0,165.9226
0,2,1,2,0,0,1024,9,337.4748
0,2,2,2,0,0,512,1,164.9902
0,2,2,0,0,1,2048,9,162.9336
0,1,1,2,1,0,1024,0,337.4748
1,0,2,2,0,0,512,0,164.1168
0,1,2,1,0,1,4096,1,337.4748
0,0,1,1,0,1,4096,0,337.4748
1,1,1,0,1,1,512,9,337.4748
1,0,2,1,0,1,512,9,337.4748
0,0,1,0,1,0,4096,1,337.4748
0,1,2,0,0,1,1024,0,32.209
1,2,1,1,0,0,4096,0,337.4748
0,1,2,0,0,0,1024,9,337.4748
1,2,1,0,1,0,512,0,337.4748
0,0,2,1,0,1,2048,9,337.4748
0,2,1,2,0,0,512,5,337.4748
1,0,2,2,0,0,512,1,337.4748
1,2,2,1,1,1,2048,1,166.4988
0,2,1,1,1,0,1024,5,337.4748
0,0,2,0,0,0,2048,1,337.4748
0,0,1,1,1,0,4096,5,337.4748
0,0,1,0,1,0,1024,5,337.4748
1,0,2,1,1,1,512,0,164.3898
0,0,1,1,0,0,2048,5,337.4748
0,0,1,1,1,1,4096,5,337.4748
0,2,1,1,1,1,1024,5,337.4748
0,2,2,1,0,0,4096,0,337.4748
1,1,1,2,0,0,512,9,337.4748
1,2,1,2,1,1,512,1,337.4748
0,0,2,2,1,0,1024,5,337.4748
0,0,1,0,1,1,1024,9,337.4748
1,0,2,2,1,1,512,9,337.4748
0,0,1,2,1,0,1024,1,337.4748
0,0,2,2,1,1,1024,9,337.4748
1,1,2,0,1,0,4096,0,31.8582
0,2,2,1,1,0,4096,1,167.0996
1,0,2,1,1,0,1024,5,337.4748
0,0,2,1,1,0,2048,9,337.4748
1,2,2,1,0,1,1024,0,337.4748
1,2,1,0,0,1,512,0,337.4748
1,1,2,0,1,0,1024,1,337.4748
