topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,1000000,10,0,1000,10,512,100,5,29,2.0
4,1,4,1000000,1,0,1000,1000,512,100,5,29,2.0
4,10,2,10,1,1,1000,10,512,100,5,29,0.205807095594
2,10,2,10,1,0,1,1000,512,100,5,29,2.0
4,1,2,10,10,1,1,1000,1024,100,5,0,2.0
4,1,4,10,10,0,1000,10,1024,10000,2,29,2.0
4,1,4,1000000,1,0,1000,10,512,100,2,29,2.0
4,10,4,1000000,1,1,1,10,512,100,5,0,0.000930083081067
4,1,2,10,10,1,1,10,512,10000,5,29,2.0
4,1,2,10,1,1,1000,1000,512,100,5,0,2.0
4,10,4,1000000,10,1,1,1000,1024,100,5,0,2.0
4,10,4,10,1,0,1000,10,1024,100,5,0,0.213441130371
4,10,2,1000000,1,0,1000,10,1024,10000,2,0,2.0
4,10,4,10,1,0,1,1000,1024,10000,2,29,0.0148745204897
4,10,2,10,1,0,1,1000,512,10000,2,0,0.0149330762328
4,10,4,1000000,1,0,1000,10,1024,100,5,29,0.000114387963118
2,10,4,10,10,0,1,10,512,10000,2,0,2.0
4,10,2,10,10,0,1000,1000,1024,10000,2,0,0.496549977327
4,1,2,1000000,1,0,1000,10,512,100,2,0,2.0
2,1,4,1000000,10,0,1,1000,1024,10000,2,29,2.0
4,10,2,10,1,1,1,1000,1024,100,2,29,2.0
2,10,2,10,10,0,1,1000,1024,100,2,29,2.0
4,1,2,10,10,0,1000,1000,1024,10000,5,29,0.21886638805
2,10,2,10,10,1,1000,1000,512,10000,5,29,0.280537841308
2,1,2,1000000,1,0,1000,1000,1024,100,5,29,2.0
4,1,4,1000000,1,1,1,10,1024,10000,5,0,2.0
2,10,4,1000000,10,0,1,1000,1024,10000,2,0,2.0
2,1,2,10,10,0,1000,1000,1024,100,5,0,2.0
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,0.00724593275894
2,10,2,10,1,0,1,10,512,10000,2,29,2.0
4,1,2,1000000,1,1,1,10,1024,10000,5,0,2.0
4,10,2,10,10,0,1000,1000,1024,100,5,29,2.0
2,10,2,1000000,10,0,1000,10,512,100,2,29,2.0
4,1,2,10,10,0,1,1000,512,10000,5,0,0.0901962706801
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,2.0
4,10,2,1000000,1,1,1,1000,1024,100,2,0,2.0
2,10,2,10,1,0,1000,10,1024,100,5,29,0.276718100397
2,10,2,10,1,1,1000,10,512,100,5,0,0.283799260019
2,10,2,10,10,0,1000,10,1024,10000,5,29,2.0
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.0001388996695
2,10,2,1000000,10,1,1000,1000,512,100,2,0,2.0
4,10,4,1000000,10,0,1,1000,512,10000,2,29,2.0
2,10,2,10,10,1,1,1000,512,100,5,29,2.0
2,1,4,1000000,1,0,1,10,512,10000,5,0,2.0
4,10,4,1000000,1,1,1,10,1024,10000,5,0,2.0
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,0.00255330274817
4,10,2,1000000,10,1,1000,1000,512,100,5,0,2.0
2,10,2,10,1,0,1,10,512,10000,2,0,2.0
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.00529452857861
4,1,2,1000000,1,1,1,10,512,100,5,29,0.000671348402586
4,1,4,1000000,10,1,1,1000,1024,100,5,0,2.0
2,1,2,1000000,10,0,1,1000,1024,100,2,29,2.0
4,10,2,10,10,0,1,10,512,100,5,29,0.0819725931887
4,10,4,1000000,1,0,1000,1000,512,100,5,0,2.0
4,1,2,1000000,10,0,1,1000,512,10000,5,0,2.0
2,10,2,1000000,10,0,1,10,1024,10000,2,0,2.0
2,10,2,10,10,1,1,1000,1024,100,5,0,2.0
2,1,4,1000000,10,0,1,10,512,10000,2,29,2.0
2,1,2,1000000,1,1,1000,10,1024,100,2,29,5.7193981559e-05
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,2.0
2,10,2,10,1,1,1,10,512,100,2,29,0.0147928148018
4,10,4,10,1,0,1,1000,1024,10000,2,0,0.0144360332978
2,10,4,10,1,0,1000,10,1024,10000,2,0,2.0
2,1,4,1000000,1,0,1000,1000,512,10000,2,0,0.000303672806849
4,10,4,1000000,10,0,1,10,1024,10000,2,29,2.0
4,10,2,10,10,0,1,10,1024,100,2,29,0.145768394333
4,10,2,10,10,1,1000,10,1024,10000,2,0,2.0
4,1,4,1000000,10,0,1000,1000,512,10000,5,29,2.0
4,1,4,10,10,0,1000,10,512,10000,5,0,2.0
4,10,2,10,10,1,1000,1000,512,10000,5,29,0.185796010856
4,1,4,10,10,1,1000,1000,1024,10000,5,29,0.18201848455
2,10,4,1000000,1,1,1000,1000,1024,100,5,29,2.0
2,10,4,1000000,1,0,1,1000,1024,10000,5,29,0.00100634172315
4,1,4,10,1,0,1000,1000,512,100,5,29,2.0
4,10,2,10,10,0,1000,1000,1024,100,5,29,2.0
4,10,4,1000000,10,0,1000,10,1024,100,5,0,2.0
4,10,2,10,1,0,1,10,1024,100,5,29,0.0143025806742
4,1,2,1000000,1,0,1,10,512,100,5,29,0.000644113173272
4,1,2,10,10,1,1,10,1024,10000,5,29,2.0
2,1,2,10,10,1,1000,1000,1024,10000,2,0,0.778480900615
2,10,4,1000000,10,1,1,10,1024,100,5,29,2.0
4,10,4,10,1,1,1000,1000,1024,100,2,0,2.0
4,10,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
2,1,2,10,10,1,1000,1000,512,10000,5,29,0.320426558162
4,1,4,10,1,1,1,1000,1024,10000,5,29,0.0144523744354
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00131137629146
4,1,4,10,10,0,1,1000,512,100,2,0,2.0
2,10,2,10,1,0,1000,1000,512,10000,5,0,0.282869176938
4,1,4,10,1,0,1,10,1024,10000,2,0,2.0
2,1,2,10,10,1,1,10,1024,100,5,29,0.142215558669
4,10,4,10,1,0,1000,1000,1024,10000,2,0,0.704087871744
4,10,2,1000000,1,0,1,10,512,10000,2,0,2.0
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.00141759368578
2,1,2,10,10,0,1,1000,512,100,5,29,2.0
2,1,2,1000000,10,1,1000,10,1024,10000,2,0,2.0
4,10,4,10,1,0,1000,10,1024,10000,5,0,2.0
2,10,4,10,1,1,1000,1000,512,100,5,29,2.0
2,10,2,1000000,1,0,1,10,1024,100,2,29,0.00246615001437
4,10,4,1000000,10,0,1,10,512,10000,5,29,2.0
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,2.72352293138e-06
